roll_number,ranking,schoolname,address1,county,schooltype,pupils,latitude,longitude,ed_id,ed_english
61010U,61,Wesley College,Ballinteer,Dublin,Secondary,928,53.2785599,-6.2420009,NULL,NULL
61020A,177,Stratford College,1 Zion Road,Dublin,Secondary,148,53.3097011,-6.2743134,NULL,NULL
61051L,NULL,St Clare's College,Ballyjamesduff,Cavan,Secondary,613,53.8653275,-7.197611,NULL,NULL
61060M,NULL,St Patrick's College,Cullies,Cavan,Secondary,739,54.0097605,-7.3516469,NULL,NULL
61070P,90,Loreto College,Cavan,Cavan,Secondary,700,54.0127666,-7.3737017,NULL,NULL
61080S,248,Royal School Cavan,College Street,Cavan,Secondary,232,53.9844935,-7.3617566,NULL,NULL
61120E,487,St Mary's Academy CBS,Railway Rd,Carlow,Secondary,498,52.8411987,-6.9234051,NULL,NULL
61130H,176,St Mary's Knockbeg College,Knockbeg,Carlow,Secondary,439,52.867315,-6.9377338,NULL,NULL
61140K,219,St. Leo's College,Dublin Road,Carlow,Secondary,1031,52.839996,-6.9274908,NULL,NULL
61141M,NULL,Presentation College,Askea,Carlow,Secondary,803,52.8370177,-6.9086865,NULL,NULL
61150N,455,Presentation / De La Salle College,Royal Oak Road,Carlow,Secondary,731,52.7009046,-6.9701113,NULL,NULL
61220I,352,St. Joseph's Secondary School,Doon Road,Kerry,Secondary,321,52.5172998,-9.6738562,NULL,NULL
61250R,446,Meanscoil Phadraig Naofa,College Road,Kerry,Secondary,197,52.2345409,-9.4578999,NULL,NULL
61260U,NULL,Mean Scoil Naomh Ioseph,Presentation Secondary School,Kerry,Secondary,245,52.2302027,-9.4624887,NULL,NULL
61301I,NULL,Coláiste Íde,Baile an Ghóilín,Kerry,Secondary,100,52.1271115,-10.3052475,NULL,NULL
61320M,NULL,St. Brendan's College,Cill Airne,Kerry,Secondary,761,52.0610117,-9.5169263,NULL,NULL
61340S,294,St. Brigid's Secondary School,New Street,Kerry,Secondary,633,52.0585011,-9.515911,NULL,NULL
61360B,NULL,The Intermediate School,Laharn,Kerry,Secondary,480,52.1071452,-9.7953003,NULL,NULL
61370E,225,St. Michael's College,Listowel,Kerry,Secondary,253,52.4475421,-9.4760996,NULL,NULL
61380H,103,Presentation Secondary School,Listowel,Kerry,Secondary,317,52.448081,-9.4937056,NULL,NULL
61410N,NULL,Presentation Secondary School,Milltown,Kerry,Secondary,613,52.1443087,-9.7140816,NULL,NULL
61440W,NULL,C.B.S. Secondary School,The Green,Kerry,Secondary,637,52.2645913,-9.7048124,NULL,NULL
61450C,185,Presentation Secondary School,Ballymullen,Kerry,Secondary,566,52.2660639,-9.7000182,NULL,NULL
61510R,NULL,Coláiste Éamann Rís,Kilkenny Rd,Kilkenny,Secondary,251,52.5493778,-7.3859701,NULL,NULL
61520U,355,St. Brigid's College,St. Brigid's College,Kilkenny,Secondary,244,52.5480079,-7.3889226,NULL,NULL
61550G,198,Meánscoil na mBráithre Criostaí,Sráid Shéamais,Kilkenny,Secondary,738,52.6530261,-7.2561542,NULL,NULL
61560J,102,St Kieran's College,Secondary School,Kilkenny,Secondary,775,52.6475799,-7.2549442,NULL,NULL
61570M,66,Kilkenny College,Castlecomer Road,Kilkenny,Secondary,916,52.6677089,-7.2475081,NULL,NULL
61580P,NULL,Loreto Secondary School,Granges Road,Kilkenny,Secondary,999,52.6589207,-7.2615104,NULL,NULL
61590S,173,Presentation Secondary School,Loughboy,Kilkenny,Secondary,782,52.638977,-7.2472105,NULL,NULL
61661P,110,Salesian College,Celbridge,Kildare,Secondary,702,53.3583155,-6.5523368,NULL,NULL
61680T,53,Newbridge College,Newbridge,Kildare,Secondary,889,53.188628,-6.7934194,NULL,NULL
61681V,335,Patrician Secondary School,Newbridge,Kildare,Secondary,884,53.1845071,-6.7925469,NULL,NULL
61682A,267,Holy Family Secondary School,Naas Road,Kildare,Secondary,712,53.1832238,-6.7899728,NULL,NULL
61690W,292,Cross And Passion College,Kilcullen,Kildare,Secondary,835,53.1302052,-6.7467934,NULL,NULL
61691B,164,Scoil Dara,"Church St,",Kildare,Secondary,922,53.4029847,-6.6704329,NULL,NULL
61702D,495,St Pauls Secondary School,Monasterevin,Kildare,Secondary,503,53.1425507,-7.0665546,NULL,NULL
61710C,NULL,Meánscoil Iognáid Ris,Naas,Kildare,Secondary,1011,53.2162084,-6.6621638,NULL,NULL
61720F,31,Clongowes Wood College,Clongowes Wood College SJ,Kildare,Secondary,446,53.3114357,-6.6841632,NULL,NULL
61730I,54,Coláiste Naomh Mhuire,Colaiste Naomh Mhuire,Kildare,Secondary,1040,53.2202205,-6.6637766,NULL,NULL
61770U,438,Arklow CBS,Coolgreaney Road,Wicklow,Secondary,375,52.7975306,-6.1660971,NULL,NULL
61780A,277,St Marys College,St Mary's Rd,Wicklow,Secondary,552,52.7952681,-6.1579569,NULL,NULL
61790D,NULL,Woodbrook College,Dublin Road,Wicklow,Secondary,412,53.2159155,-6.1208981,NULL,NULL
61800D,NULL,Presentation College,Putland Road,Wicklow,Secondary,644,53.1923006,-6.1020267,NULL,NULL
61811I,30,St. Gerard's School,Thornhill Road,Wicklow,Secondary,551,53.20457,-6.135569,NULL,NULL
61820J,179,Loreto Secondary School,Vevay Rd,Wicklow,Secondary,746,53.1968412,-6.1065022,NULL,NULL
61830M,194,St David's Holy Faith Secondary,Co-Educational School,Wicklow,Secondary,579,53.1467248,-6.0609531,NULL,NULL
61860V,NULL,Dominican College,Wicklow Town,Wicklow,Secondary,463,52.9771426,-6.0395438,NULL,NULL
61910K,NULL,Rice College,New Road,Clare,Secondary,702,52.8478248,-8.9795321,NULL,NULL
61920N,161,St Flannan's College,Ennis,Clare,Secondary,1178,52.8336549,-8.9835507,NULL,NULL
61930Q,85,Coláiste Mhuire,College Road,Clare,Secondary,983,52.8469905,-8.9854667,NULL,NULL
61940T,216,Meánscoil Na mBráithre,Ennistymon,Clare,Secondary,232,52.941792,-9.2895743,NULL,NULL
61950W,138,Scoil Mhuire,Ennistymon,Clare,Secondary,241,52.9388548,-9.2986566,NULL,NULL
62000W,275,Mary Immaculate Secondary School,Lisdoonvarna,Clare,Secondary,251,53.0305019,-9.2898619,NULL,NULL
62010C,NULL,St. Joseph's Secondary School,Spanish Point,Clare,Secondary,319,52.8466428,-9.4397015,NULL,NULL
62020F,326,St. Joseph's Secondary School,Tulla,Clare,Secondary,595,52.863721,-8.761016,NULL,NULL
62050O,171,Árdscoil Uí Urmoltaigh,Bandon,Cork,Secondary,397,51.746973,-8.7442525,NULL,NULL
62060R,NULL,Bandon Grammar School,Bandon,Cork,Secondary,675,51.7337153,-8.7480502,NULL,NULL
62061T,94,Coláiste Na Toirbhirte,Árd Aoibhinn,Cork,Secondary,494,51.740204,-8.731043,NULL,NULL
62090D,400,Scoil Mhuire gan Smal,Blarney,Cork,Secondary,803,51.9325413,-8.5598213,NULL,NULL
62130M,415,Coláiste An Chroí Naofa,Carraig na bhFear,Cork,Secondary,541,51.9847831,-8.4699168,NULL,NULL
62140P,NULL,St Aloysius College,Main Street,Cork,Secondary,776,51.9100172,-8.2593248,NULL,NULL
62170B,108,Sacred Heart Secondary School,Convent of Mercy,Cork,Secondary,529,51.6269542,-8.8799914,NULL,NULL
62180E,445,Coláiste Muire,Bishop's Street,Cork,Secondary,666,51.8547853,-8.2937925,NULL,NULL
62200H,220,Colaiste Muire,Crosshaven,Cork,Secondary,452,51.801271,-8.2981646,NULL,NULL
62210K,462,Nagle Rice Secondary School,Doneraile,Cork,Secondary,187,52.2215313,-8.5838574,NULL,NULL
62260C,254,Coláiste Cholmáin,Fermoy,Cork,Secondary,514,52.1372158,-8.2790351,NULL,NULL
62270F,100,Loreto Secondary School,Fermoy,Cork,Secondary,616,52.135928,-8.2773,NULL,NULL
62290L,265,Scoil Mhuire,Kanturk,Cork,Secondary,290,52.178266,-8.9116213,NULL,NULL
62301N,115,Colaiste An Phiarsaigh,Gleann Maghair,Cork,Secondary,543,51.9180756,-8.398856,NULL,NULL
62310O,120,De La Salle College,Macroom,Cork,Secondary,367,51.9064068,-8.9643844,NULL,NULL
62320R,70,St Mary'S Secondary School,St. Marys Secondary School,Cork,Secondary,323,51.9036256,-8.9579788,NULL,NULL
62330U,NULL,Patrician Academy,Mallow,Cork,Secondary,565,52.1388367,-8.6449705,NULL,NULL
62350D,44,St Mary's Secondary School,Bathview,Cork,Secondary,707,52.141404,-8.641123,NULL,NULL
62360G,397,Christian Brothers Secondary School,Castleredmond,Cork,Secondary,844,51.9072005,-8.1703219,NULL,NULL
62370J,NULL,Midleton College,Connolly Street,Cork,Secondary,433,51.9148487,-8.1711509,NULL,NULL
62380M,NULL,St Mary's High School,"Castleredmond,",Cork,Secondary,718,51.9084043,-8.1692552,NULL,NULL
62420V,NULL,Christian Brothers Secondary School,Mitchelstown,Cork,Secondary,322,52.2662127,-8.2698863,NULL,NULL
62421A,76,Presentation Secondary School,Brigown,Cork,Secondary,315,52.2654128,-8.2653065,NULL,NULL
62440E,343,Scoil na mBráithre Chríostaí,Bakers Road,Cork,Secondary,281,52.3537589,-8.6788997,NULL,NULL
62450H,210,St. Mary's Secondary School,Smiths Road,Cork,Secondary,292,52.3543921,-8.6866722,NULL,NULL
62460K,NULL,St Francis Capuchin College,Rochestown,Cork,Secondary,768,999,999,NULL,NULL
62470N,129,Mount St Michael,Rosscarbery,Cork,Secondary,310,51.583032,-9.0257308,NULL,NULL
62520C,17,Christian Brothers College,Sidney Hill,Cork,Secondary,911,51.9036375,-8.4681664,NULL,NULL
62530F,NULL,North Monastery Secondary School,Our Lady's Mount,Cork,Secondary,346,51.9082336,-8.4800141,NULL,NULL
62531H,NULL,Gaelcholáiste Mhuire,An Mhainistir Thuaidh,Cork,Secondary,576,51.9092254,-8.480668,NULL,NULL
62540I,NULL,Coláiste Éamann Rís,St Patrick's Road,Cork,Secondary,326,51.8898683,-8.4738335,NULL,NULL
62560O,271,Coláiste Chríost Rí,"Capwell Road,",Cork,Secondary,575,51.8895847,-8.4646216,NULL,NULL
62570R,4,Presentation Brothers College,The Mardyke,Cork,Secondary,713,51.8975894,-8.4850617,NULL,NULL
62580U,128,Coláiste An Spioraid Naoimh,Bishopstown,Cork,Secondary,710,51.8829286,-8.517108,NULL,NULL
62590A,NULL,St Vincent's Secondary School,St Mary's Road,Cork,Secondary,203,51.9065755,-8.4783722,NULL,NULL
62621I,NULL,North Presentation Secondary School,Farranree,Cork,Secondary,197,51.9119485,-8.4855478,NULL,NULL
62630J,260,St Aloysius School,Sharman Crawford Street,Cork,Secondary,309,51.8957282,-8.4818746,NULL,NULL
62640M,62,St. Angela's College,St. Patrick's Hill,Cork,Secondary,582,51.9028905,-8.4701155,NULL,NULL
62650P,250,Ursuline Secondary School,Blackrock,Cork,Secondary,243,51.8955772,-8.4157559,NULL,NULL
62661U,27,Mount Mercy College,Model Farm Road,Cork,Secondary,796,51.8900721,-8.5169905,NULL,NULL
62690E,7,Scoil Mhuire,1-3 Sidney Place,Cork,Secondary,425,51.9022221,-8.4679331,NULL,NULL
62691G,48,Regina Mundi College,Douglas Road,Cork,Secondary,566,51.8835043,-8.4437439,NULL,NULL
62692I,134,Christ King Girls' Secondary School,Half Moon Lane,Cork,Secondary,776,51.8845041,-8.4624111,NULL,NULL
62693K,461,Presentation Secondary School,Joe Murphy Road,Cork,Secondary,233,51.8838438,-8.4784426,NULL,NULL
62730N,448,St Patricks College,Gardiner's Hill,Cork,Secondary,253,51.9083252,-8.4549533,NULL,NULL
62770C,498,Scoil Mhuire Secondary School,St. Oran's Road,Donegal,Secondary,744,55.131219,-7.4582273,NULL,NULL
62830R,403,St Eunan's College,Letterkenny,Donegal,Secondary,872,54.9517496,-7.7455758,NULL,NULL
62840U,296,Loreto Secondary School,Letterkenny,Donegal,Secondary,920,54.9496892,-7.7411439,NULL,NULL
62861F,401,St Columbas College,Stranorlar,Donegal,Secondary,841,54.8040645,-7.7752411,NULL,NULL
62870G,80,Presentation College,"Ballygarraun South,",Galway,Secondary,1076,53.2990914,-8.7619332,NULL,NULL
62880J,NULL,Colaiste Sheosaimh,Gearrbhaile,Galway,Secondary,514,53.3287621,-8.2269467,NULL,NULL
62890M,NULL,Ardscoil Mhuire,Mackney,Galway,Secondary,462,53.3223039,-8.2467489,NULL,NULL
62900M,313,Coláiste Mhuire,Ballygar,Galway,Secondary,242,53.5243338,-8.3215176,NULL,NULL
62930V,310,St. Cuan's College,Castleblakeney,Galway,Secondary,307,53.428941,-8.4729768,NULL,NULL
62960H,57,St Joseph's College,Nun's Island,Galway,Secondary,755,53.2725622,-9.0579615,NULL,NULL
62970K,22,Coláiste Iognáid S.J.,Br. Na Mara,Galway,Secondary,627,53.2693582,-9.0616526,NULL,NULL
62980N,NULL,St. Mary's College,St. Mary's Road,Galway,Secondary,383,53.2709827,-9.0670829,NULL,NULL
62981P,NULL,Coláiste Einde,Threadneedle Road,Galway,Secondary,792,53.2646873,-9.0830859,NULL,NULL
62990Q,NULL,Dominican College,Taylors Hill,Galway,Secondary,635,53.2687305,-9.0754937,NULL,NULL
63001G,489,Jesus & Mary Secondary School,Threadneedle Road,Galway,Secondary,658,37.2467307,-95.7122751,NULL,NULL
63040Q,318,Presentation College,Headford,Galway,Secondary,779,53.4683378,-9.1110104,NULL,NULL
63050T,111,Seamount College,Kinvara,Galway,Secondary,528,53.1387045,-8.9352155,NULL,NULL
63070C,215,St Raphaels College,Loughrea,Galway,Secondary,670,53.1999042,-8.5609795,NULL,NULL
63090I,136,Holy Rosary College,Mountbellew,Galway,Secondary,708,53.4695915,-8.4974634,NULL,NULL
63100I,97,Calasanctius College,Oranmore,Galway,Secondary,853,53.267645,-8.9332681,NULL,NULL
63101K,191,St Pauls,Oughterard,Galway,Secondary,431,53.4302059,-9.3291638,NULL,NULL
63130R,137,Colaiste Chroi Mhuire,An Spideal,Galway,Secondary,231,53.2437593,-9.3074602,NULL,NULL
63160D,213,St. Brigid's School,Convent Of Mercy,Galway,Secondary,404,53.5128392,-8.8478484,NULL,NULL
63170G,181,Presentation College,Currylea,Galway,Secondary,434,53.5179802,-8.8490486,NULL,NULL
63171I,163,Mercy College,Woodford,Galway,Secondary,148,53.0488882,-8.3971015,NULL,NULL
63190M,320,Marist College,Retreat Road,Westmeath,Secondary,485,53.4250057,-7.9258939,NULL,NULL
63210P,92,Our Lady's Bower,Retreat Rd.,Westmeath,Secondary,708,53.4225836,-7.9220011,NULL,NULL
63221U,289,Meán Scoil an Chlochair,Kilbeggan,Westmeath,Secondary,596,53.3675844,-7.4931893,NULL,NULL
63270K,349,"Colaiste Mhuire,",Mullingar,Westmeath,Secondary,786,53.527257,-7.3468931,NULL,NULL
63280N,NULL,St Finian's College,Mullingar,Westmeath,Secondary,814,53.5391773,-7.3554597,NULL,NULL
63290Q,231,Loreto College,Mullingar,Westmeath,Secondary,852,53.5297874,-7.346506,NULL,NULL
63300Q,288,Wilson's Hospital School,Multyfarnham,Westmeath,Secondary,403,53.6126153,-7.4186884,NULL,NULL
63310T,384,St Joseph's Secondary School,Rochfortbridge,Westmeath,Secondary,895,53.4140718,-7.3024653,NULL,NULL
63430G,334,St. Mary's C.B.S.,Borris Road,Laois,Secondary,816,53.0499161,-7.279241,NULL,NULL
63451O,249,Scoil Chriost Ri,Presentation Secondary School,Laois,Secondary,950,53.0487946,-7.2801655,NULL,NULL
63550Q,NULL,F.C.J. Secondary School,Bunclody,Wexford,Secondary,934,52.6565276,-6.646004,NULL,NULL
63560T,312,St. Mary's C.B.S.,Mill Park Road,Wexford,Secondary,692,52.4973604,-6.5690937,NULL,NULL
63570W,NULL,Coláiste Bríde,Enniscorthy,Wexford,Secondary,719,52.5018716,-6.5612254,NULL,NULL
63600F,NULL,Christian Brothers Secondary School,Mountgarrett,Wexford,Secondary,371,52.3989956,-6.9390784,NULL,NULL
63610I,412,Good Counsel College,New Ross,Wexford,Secondary,820,52.3960173,-6.9313993,NULL,NULL
63620L,158,St. Mary's Secondary School,Irishtown,Wexford,Secondary,615,52.3995627,-6.9307021,NULL,NULL
63630O,280,Our Lady of Lourdes Secondary School,Rosbercon,Wexford,Secondary,296,52.3985154,-6.9530036,NULL,NULL
63640R,422,Christian Brothers Secondary School,Thomas St,Wexford,Secondary,662,52.333357,-6.4650908,NULL,NULL
63650U,NULL,St Peter's College,Secondary School,Wexford,Secondary,776,40.7272231,-74.0715029,NULL,NULL
63660A,81,Loreto Secondary School,Pembroke Hill,Wexford,Secondary,808,52.3226218,-6.4854942,NULL,NULL
63661C,322,Presentation Secondary School,Grogan's Road,Wexford,Secondary,823,52.3358143,-6.4644837,NULL,NULL
63710M,382,Mercy Secondary School,Ballymahon,Longford,Secondary,668,53.565993,-7.7673962,NULL,NULL
63730S,392,Cnoc Mhuire,Granard,Longford,Secondary,425,53.780259,-7.488388,NULL,NULL
63750B,353,St. Mel's College,Longford,Longford,Secondary,548,53.7289198,-7.7937244,NULL,NULL
63760E,239,Meán Scoil Muire,5 St. Joseph's Road,Longford,Secondary,558,53.7254726,-7.7956046,NULL,NULL
63840C,NULL,St. Joseph's C.B.S.,Newfoundwell Rd,Louth,Secondary,785,53.7242161,-6.3312049,NULL,NULL
63841E,NULL,St Mary's Diocesan School,Beamore Road,Louth,Secondary,837,53.7085107,-6.3473845,NULL,NULL
63850F,232,Our Lady's College,Greenhills,Louth,Secondary,934,53.7202731,-6.3269481,NULL,NULL
63860I,132,Sacred Heart Secondary School,Sunnyside,Louth,Secondary,648,53.7112734,-6.343114,NULL,NULL
63870L,205,Drogheda Grammar School,Mornington Road,Louth,Secondary,389,53.7185462,-6.3035134,NULL,NULL
63880O,377,Colaiste Rís,Sraid an tSéipéil,Louth,Secondary,627,54.0074434,-6.4014756,NULL,NULL
63890R,NULL,St Mary's College,"St.Marys College,",Louth,Secondary,740,37.8413472,-122.1101354,NULL,NULL
63891T,376,De La Salle College,Castleblayney Road,Louth,Secondary,664,54.0164969,-6.4277799,NULL,NULL
63900R,139,St Vincent's Secondary School,Seatown Place,Louth,Secondary,928,54.005274,-6.391834,NULL,NULL
63910U,283,St Louis Secondary School,Dun Lughaidh,Louth,Secondary,459,54.0170012,-6.4262564,NULL,NULL
63920A,NULL,Dundalk Grammar School,The Crescent,Louth,Secondary,557,53.9986444,-6.4088736,NULL,NULL
64130W,212,Scoil Pól,Kilfinane,Limerick,Secondary,509,52.3616468,-8.4720349,NULL,NULL
64150F,34,Glenstal Abbey School,Murroe,Limerick,Secondary,228,52.6606116,-8.3889565,NULL,NULL
64170L,NULL,Scoil Mhuire & Íde,Newcastle West,Limerick,Secondary,709,52.8381735,-6.9229213,NULL,NULL
64180O,321,Salesian Secondary College,Don Bosco Road,Limerick,Secondary,708,52.6475376,-8.8577807,NULL,NULL
64200R,NULL,Colaiste Mhichil,Sexton Street,Limerick,Secondary,330,52.6588659,-8.6223226,NULL,NULL
64201T,49,Ardscoil Ris,North Circular Rd,Limerick,Secondary,752,52.665479,-8.6408913,NULL,NULL
64220A,414,St Clements College,Laurel Hill Avenue,Limerick,Secondary,505,52.6557094,-8.6382446,NULL,NULL
64240G,358,St Munchin's College,Corbally,Limerick,Secondary,656,52.6820057,-8.6140658,NULL,NULL
64250J,NULL,Coláiste Nano Nagle,Sexton Street,Limerick,Secondary,324,52.6601486,-8.6218387,NULL,NULL
64260M,NULL,Laurel Hill Secondary School FCJ,Laurel Hill Secondary School FCJ,Limerick,Secondary,625,52.6549898,-8.6363918,NULL,NULL
64270P,83,Laurel Hill Coláiste FCJ,Cnoc Na Labhras,Limerick,Secondary,411,52.6549898,-8.6363918,NULL,NULL
64290V,332,Ardscoil Mhuire,Corbally,Limerick,Secondary,566,52.6702789,-8.6145849,NULL,NULL
64310B,117,Villiers Secondary School,North Circular Road,Limerick,Secondary,537,52.6615983,-8.6584185,NULL,NULL
64350N,NULL,St Patrick's Classical School,Moatlands,Meath,Secondary,905,53.6521339,-6.6980264,NULL,NULL
64360Q,237,"St. Joseph's Secondary School, Navan,",Brew's Hill,Meath,Secondary,734,53.6502756,-6.6881753,NULL,NULL
64370T,59,Loreto Secondary School,St Michaels,Meath,Secondary,806,53.6520087,-6.6762401,NULL,NULL
64410F,91,Eureka Secondary School,Cavan Rd,Meath,Secondary,701,53.7304775,-6.8860615,NULL,NULL
64420I,208,Franciscan College,Franciscan College,Meath,Secondary,433,53.6344819,-6.2358322,NULL,NULL
64450R,55,Scoil Mhuire,Patrick Street,Meath,Secondary,821,53.5524517,-6.790107,NULL,NULL
64500G,148,Balla Secondary School,Balla,Mayo,Secondary,335,53.8071689,-9.1375791,NULL,NULL
64510J,336,St Muredachs College,Sligo Road,Mayo,Secondary,353,54.1151634,-9.1430837,NULL,NULL
64520M,188,St. Mary's Secondary School,Convent Hill,Mayo,Secondary,474,54.1158044,-9.1628981,NULL,NULL
64570E,157,Our Lady's Secondary School,Belmullet via Ballina,Mayo,Secondary,193,54.2135644,-9.9824053,NULL,NULL
64580H,109,St. Geralds College,Newport Road,Mayo,Secondary,619,53.8574365,-9.3080468,NULL,NULL
64590K,72,St Joseph's Secondary School,Castlebar,Mayo,Secondary,596,53.8558383,-9.2908054,NULL,NULL
64610N,197,Coláiste Cholmáin,Claremorris,Mayo,Secondary,379,53.7351315,-8.9808415,NULL,NULL
64620Q,106,Mount St Michael,Claremorris,Mayo,Secondary,420,53.732416,-9.0014401,NULL,NULL
64630T,NULL,Jesus & Mary Secondary School,Gortnor Abbey,Mayo,Secondary,573,37.2467307,-95.7122751,NULL,NULL
64640W,386,St Joseph's Secondary School,Foxford,Mayo,Secondary,466,53.9817013,-9.1113715,NULL,NULL
64660F,475,Sancta Maria College,Louisburgh,Mayo,Secondary,481,53.76469,-9.8057109,NULL,NULL
64690O,281,Scoil Muire Agus Padraig,Swinford,Mayo,Secondary,305,53.9419276,-8.9522376,NULL,NULL
64691Q,347,Coláiste Mhuire,Tuar Mhic Éadaigh,Mayo,Secondary,162,53.6654081,-9.350634,NULL,NULL
64700O,408,Rice College,Westport,Mayo,Secondary,460,53.8012134,-9.5125995,NULL,NULL
64710R,184,Sacred Heart School,Westport,Mayo,Secondary,544,53.8012648,-9.5175595,NULL,NULL
64750G,NULL,Patrician High School,Carrickmacross,Monaghan,Secondary,474,53.9827335,-6.716467,NULL,NULL
64760J,175,St Louis Secondary School,Carrickmacross,Monaghan,Secondary,521,53.9733154,-6.7184699,NULL,NULL
64770M,187,Our Lady's Secondary School,Castleblayney,Monaghan,Secondary,714,54.1192092,-6.7432266,NULL,NULL
64810V,202,St. Macartan's College,Monaghan,Monaghan,Secondary,601,54.2639066,-6.9562484,NULL,NULL
64820B,196,St. Louis Secondary School,Monaghan,Monaghan,Secondary,519,54.2449085,-6.9727512,NULL,NULL
64830E,440,Monaghan Collegiate School,Corlatt,Monaghan,Secondary,261,54.2412459,-6.9395153,NULL,NULL
64880T,435,Scoil na mBraithre,Mitchell Street,Waterford,Secondary,366,52.0878205,-7.6227649,NULL,NULL
64890W,238,St Augustines College,Abbeyside,Waterford,Secondary,753,52.100178,-7.591896,NULL,NULL
64900W,342,Ard Scoil na nDeise,Convent Rd.,Waterford,Secondary,325,52.0873907,-7.6183778,NULL,NULL
64930I,NULL,"C.B.S. Mount Sion, Waterford",Barrack Street,Waterford,Secondary,320,52.2562428,-7.1167978,NULL,NULL
64940L,NULL,Waterpark College,Park Road,Waterford,Secondary,523,52.2559279,-7.1015948,NULL,NULL
64950O,490,De La Salle College,Newtown,Waterford,Secondary,1082,52.253541,-7.102575,NULL,NULL
64970U,NULL,Presentation Secondary School,Cannon Street,Waterford,Secondary,410,52.2523649,-7.1266147,NULL,NULL
64971W,NULL,Our Lady of Mercy Secondary School,Ozanam St.,Waterford,Secondary,483,52.260354,-7.1273478,NULL,NULL
64990D,245,St Angela's Secondary School,Ursuline Convent,Waterford,Secondary,938,52.2459495,-7.1137591,NULL,NULL
65010R,NULL,Newtown School,Newtown Road,Waterford,Secondary,406,52.2517964,-7.100313,NULL,NULL
65080P,302,C.B.S. Roscommon,Abbeytown,Roscommon,Secondary,381,53.626567,-8.19538,NULL,NULL
65090S,NULL,Scoil Muire gan Smal,Convent of Mercy,Roscommon,Secondary,510,53.6273661,-8.1975501,NULL,NULL
65100S,257,Scoil Mhuire,Strokestown,Roscommon,Secondary,579,53.7774271,-8.1123617,NULL,NULL
65130E,340,St Marys College,Ballysadare,Sligo,Secondary,130,54.2100573,-8.5115243,NULL,NULL
65140H,262,Coláiste Muire,Ballymote,Sligo,Secondary,302,54.0939456,-8.5138488,NULL,NULL
65150K,NULL,Jesus & Mary Secondary School,Enniscrone,Sligo,Secondary,313,37.2467307,-95.7122751,NULL,NULL
65170Q,329,Summerhill College,College Road,Sligo,Secondary,1011,54.2660018,-8.4795059,NULL,NULL
65180T,NULL,Ursuline College,Finisklin,Sligo,Secondary,707,54.276066,-8.4876003,NULL,NULL
65181V,368,Mercy College,Chapel Hill,Sligo,Secondary,497,54.267283,-8.4670677,NULL,NULL
65190W,180,Sligo Grammar School,The Mall,Sligo,Secondary,450,54.2729652,-8.463732,NULL,NULL
65240L,290,Presentation Secondary School,Ballingarry,Tipperary,Secondary,279,52.5897416,-7.5655554,NULL,NULL
65241N,95,St Josephs College,Pallas Street,Tipperary,Secondary,275,52.748946,-7.9599165,NULL,NULL
65270U,NULL,Edmund Rice Secondary School,Mount St. Nicholas,Tipperary,Secondary,294,52.3485447,-7.3993788,NULL,NULL
65280A,286,Scoil Mhuire,Greenhill,Tipperary,Secondary,434,52.3504642,-7.4014202,NULL,NULL
65300D,65,Rockwell College,Cashel,Tipperary,Secondary,497,52.4578294,-7.8927428,NULL,NULL
65320J,389,Árdscoil na mBráithre,Kickham Street,Tipperary,Secondary,699,52.3569233,-7.6985544,NULL,NULL
65330M,166,Loreto Secondary School,"Coleville Rd,",Tipperary,Secondary,492,52.3503221,-7.6941296,NULL,NULL
65340P,439,Presentation Secondary School,Clonmel,Tipperary,Secondary,445,52.3487105,-7.717249,NULL,NULL
65350S,NULL,Patrician Presentation,Rocklow Rd.,Tipperary,Secondary,154,52.4684524,-7.698132,NULL,NULL
65370B,242,St. Joseph's C.B.S,Summerhill,Tipperary,Secondary,538,52.8665478,-8.1930194,NULL,NULL
65380E,73,St Mary's Secondary School,Nenagh,Tipperary,Secondary,450,52.8650613,-8.2017081,NULL,NULL
65400H,NULL,St. Mary's Secondary School,Church Road,Tipperary,Secondary,566,51.592019,-3.0011204,NULL,NULL
65410K,64,Cistercian College,Roscrea,Tipperary,Secondary,220,52.9626356,-7.8548206,NULL,NULL
65440T,391,Our Ladys Secondary School,Templemore,Tipperary,Secondary,564,52.7971606,-7.8294307,NULL,NULL
65450W,399,C.B.S. Thurles,Rossa St,Tipperary,Secondary,574,52.6811987,-7.8142163,NULL,NULL
65460C,NULL,Presentation Secondary School,Thurles,Tipperary,Secondary,618,52.6813991,-7.8072717,NULL,NULL
65470F,NULL,Ursuline Secondary School,Thurles,Tipperary,Secondary,810,52.6810604,-7.8120085,NULL,NULL
65490L,NULL,The Abbey School,Station Road,Tipperary,Secondary,397,52.4713498,-8.1592793,NULL,NULL
65500L,278,St. Anne's Secondary School,St. Anne's Secondary School,Tipperary,Secondary,331,52.47842,-8.162647,NULL,NULL
65582Q,211,St Mary's Secondary School,Edenderry,Offaly,Secondary,875,53.3398252,-7.0598529,NULL,NULL
65610S,331,Colaiste Choilm,O'Moore Street,Offaly,Secondary,610,53.2704352,-7.4904158,NULL,NULL
65620V,162,Sacred Heart Secondary School,Daingean Road,Offaly,Secondary,595,53.2766602,-7.4851351,NULL,NULL
65630B,362,Killina Presentation Secondary School,Rahan,Offaly,Secondary,496,53.2708404,-7.5961768,NULL,NULL
