roll_number,gaeltacht_indicator,deis,island,irish_classification,ethos
17082W,N ,N ,N ,No subjects through Irish,Catholic
04800F,N ,N ,N ,No subjects through Irish,Catholic
12173A,N ,N ,N ,No subjects through Irish,Catholic
18099V,N ,N ,N ,No subjects through Irish,Catholic
15769C,N ,N ,N ,No subjects through Irish,Catholic
14258S,Y ,Y ,N ,No subjects through Irish,Catholic
63570W,N ,N ,N ,No subjects taught through Irish,CATHOLIC
72530L,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
60872A,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
60731F,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19336O,N ,N ,N ,No subjects through Irish,Catholic
17159I,N ,N ,N ,No subjects through Irish,Catholic
17595F,N ,N ,N ,No subjects through Irish,Catholic
76060U,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
63040Q,N ,N ,N ,No subjects taught through Irish,CATHOLIC
10653E,N ,N ,N ,No subjects through Irish,Church Of Ireland
16833N,N ,N ,N ,No subjects through Irish,Catholic
06176U,N ,N ,N ,No subjects through Irish,Church Of Ireland
19858V,N ,N ,N ,All subjects through Irish,Catholic
13191H,N ,N ,N ,No subjects through Irish,Catholic
61250R,N ,N ,N ,No subjects taught through Irish,CATHOLIC
08453H,N ,N ,N ,No subjects through Irish,Catholic
17756D,N ,N ,N ,No subjects through Irish,Catholic
19747M,N ,Y ,N ,No subjects through Irish,Catholic
16230G,N ,N ,N ,No subjects through Irish,Catholic
17508H,N ,N ,N ,No subjects through Irish,Catholic
05927L,N ,N ,N ,No subjects through Irish,Catholic
20192A,N ,N ,N ,All subjects through Irish,Inter Denominational
18016O,N ,N ,N ,No subjects through Irish,Catholic
91409A,Y ,N ,N ,All pupils taught all subjects through Irish,INTER DENOMINATIONAL
91360T,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
18259R,N ,N ,N ,No subjects through Irish,Catholic
17964K,N ,N ,N ,No subjects through Irish,Catholic
20193C,N ,N ,N ,No subjects through Irish,Catholic
20524W,N ,N ,N ,No subjects through Irish,Multi Denominational
19969H,N ,N ,N ,All subjects through Irish,Catholic
71420W,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
01594N,N ,Y ,N ,No subjects through Irish,Catholic
19613O,N ,Y ,N ,No subjects through Irish,Catholic
14684M,N ,N ,N ,No subjects through Irish,Catholic
64620Q,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20060G,N ,N ,N ,No subjects through Irish,Multi Denominational
17327D,N ,N ,N ,No subjects through Irish,Catholic
19865S,N ,N ,N ,No subjects through Irish,Catholic
17040G,N ,N ,N ,No subjects through Irish,Catholic
10763L,N ,N ,N ,No subjects through Irish,Catholic
17716O,N ,Y ,N ,No subjects through Irish,Catholic
71103K,N ,N ,N ,Some pupils taught all subjects through Irish,INTER DENOMINATIONAL
20440Q,N ,N ,N ,No subjects through Irish,Multi Denominational
19479N,N ,Y ,N ,No subjects through Irish,Catholic
20473I,N ,N ,N ,No subjects through Irish,Multi Denominational
17631G,N ,N ,N ,No subjects through Irish,Catholic
09932B,N ,Y ,N ,No subjects through Irish,Catholic
18283O,N ,Y ,N ,No subjects through Irish,Catholic
18034Q,N ,N ,N ,No subjects through Irish,Catholic
19452Q,N ,Y ,N ,No subjects through Irish,Catholic
71780G,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
16177F,N ,N ,N ,No subjects through Irish,Presbyterian
16349I,N ,Y ,N ,No subjects through Irish,Catholic
70950A,N ,N ,N ,Some pupils taught all subjects through Irish,INTER DENOMINATIONAL
17796P,N ,N ,N ,No subjects through Irish,Catholic
17475S,N ,N ,N ,No subjects through Irish,Catholic
16777G,N ,N ,N ,No subjects through Irish,Catholic
18700E,N ,N ,N ,No subjects through Irish,Presbyterian
16827S,N ,N ,N ,No subjects through Irish,Catholic
13555T,N ,Y ,N ,No subjects through Irish,Catholic
70650L,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18078N,N ,N ,N ,No subjects through Irish,Catholic
17315T,N ,N ,N ,No subjects through Irish,Catholic
14188A,Y ,Y ,N ,No subjects through Irish,Catholic
17441B,N ,N ,N ,No subjects through Irish,Catholic
14672F,N ,N ,N ,No subjects through Irish,Catholic
13379C,N ,N ,N ,No subjects through Irish,Catholic
68261L,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19490B,N ,Y ,N ,No subjects through Irish,Catholic
17814O,N ,N ,N ,No subjects through Irish,Catholic
20503O,N ,N ,N ,No subjects through Irish,Multi Denominational
10243I,N ,N ,N ,No subjects through Irish,Catholic
17950W,N ,N ,N ,No subjects through Irish,Catholic
19497P,N ,Y ,N ,No subjects through Irish,Catholic
08100U,N ,N ,N ,No subjects through Irish,Catholic
16279N,N ,Y ,N ,No subjects through Irish,Catholic
60370W,N ,N ,N ,No subjects taught through Irish,CATHOLIC
65180T,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19993E,N ,N ,N ,All subjects through Irish,Multi Denominational
09841V,N ,N ,N ,No subjects through Irish,Catholic
76194S,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
16725K,N ,Y ,N ,No subjects through Irish,Catholic
63920A,N ,N ,N ,No subjects taught through Irish,CHURCH OF IRELAND
13234W,N ,N ,N ,No subjects through Irish,Catholic
01733B,N ,Y ,N ,No subjects through Irish,Church Of Ireland
19880O,N ,N ,N ,No subjects through Irish,Catholic
18602E,N ,N ,N ,No subjects through Irish,Catholic
10049M,N ,N ,N ,No subjects through Irish,Catholic
20300A,N ,N ,N ,No subjects through Irish,Multi Denominational
19305D,N ,N ,N ,No subjects through Irish,Catholic
18793O,N ,N ,N ,No subjects through Irish,Catholic
14273O,N ,N ,N ,No subjects through Irish,Catholic
18059J,N ,N ,N ,No subjects through Irish,Catholic
17470I,N ,N ,N ,No subjects through Irish,Catholic
19931F,N ,Y ,N ,All subjects through Irish,Catholic
20087D,N ,N ,N ,No subjects through Irish,Multi Denominational
91436D,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
17812K,N ,N ,N ,No subjects through Irish,Church Of Ireland
07222G,N ,N ,N ,No subjects through Irish,Catholic
71660T,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
20222G,Y ,N ,N ,All subjects through Irish,Catholic
17332T,N ,N ,N ,No subjects through Irish,Church Of Ireland
16836T,N ,Y ,N ,No subjects through Irish,Catholic
70310K,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17840P,N ,N ,N ,No subjects through Irish,Catholic
07722D,N ,Y ,N ,No subjects through Irish,Catholic
20396Q,N ,N ,N ,No subjects through Irish,Multi Denominational
62440E,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18129E,N ,N ,N ,No subjects through Irish,Catholic
20443W,N ,N ,N ,No subjects through Irish,Catholic
17737W,N ,Y ,N ,No subjects through Irish,Catholic
18581W,Y ,N ,N ,All subjects through Irish,Catholic
14205U,N ,N ,N ,No subjects through Irish,Catholic
20128O,N ,Y ,N ,No subjects through Irish,Catholic
17029S,N ,N ,N ,No subjects through Irish,Catholic
18020F,N ,N ,N ,No subjects through Irish,Catholic
20172R,N ,N ,N ,No subjects through Irish,Catholic
14225D,N ,N ,N ,No subjects through Irish,Catholic
01607T,N ,N ,N ,No subjects through Irish,Catholic
16291D,N ,N ,N ,No subjects through Irish,Catholic
72450N,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
05656G,N ,N ,N ,No subjects through Irish,Catholic
60530S,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18612H,N ,N ,N ,No subjects through Irish,Catholic
15362S,N ,Y ,N ,No subjects through Irish,Catholic
61820J,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18069M,N ,N ,N ,No subjects through Irish,Catholic
19971R,N ,N ,N ,All subjects through Irish,Catholic
07551C,N ,N ,N ,No subjects through Irish,Catholic
68181N,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
16959M,N ,Y ,N ,No subjects through Irish,Catholic
19249T,N ,N ,N ,No subjects through Irish,Catholic
19974A,N ,N ,N ,No subjects through Irish,Catholic
18448U,N ,N ,N ,No subjects through Irish,Catholic
14925I,N ,N ,N ,No subjects through Irish,Catholic
61860V,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20312H,N ,N ,N ,No subjects through Irish,Multi Denominational
19505L,N ,N ,N ,All subjects through Irish,Catholic
11201U,N ,N ,N ,No subjects through Irish,Catholic
19696V,N ,N ,N ,No subjects through Irish,Church Of Ireland
18532J,N ,N ,N ,No subjects through Irish,Catholic
13311O,N ,N ,Y ,No subjects through Irish,Catholic
18334F,N ,N ,N ,No subjects through Irish,Catholic
15033W,N ,N ,N ,No subjects through Irish,Catholic
17542H,N ,N ,N ,No subjects through Irish,Catholic
19973V,N ,Y ,N ,No subjects through Irish,Catholic
20307O,N ,Y ,N ,No subjects through Irish,Multi Denominational
91338D,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19689B,N ,N ,N ,No subjects through Irish,Catholic
16648S,N ,N ,N ,No subjects through Irish,Catholic
11242L,N ,Y ,N ,No subjects through Irish,Catholic
60491L,N ,N ,N ,No subjects taught through Irish,CATHOLIC
15638K,N ,N ,N ,No subjects through Irish,Church Of Ireland
18133S,N ,N ,N ,No subjects through Irish,Catholic
64890W,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17529P,N ,N ,N ,No subjects through Irish,Catholic
09748I,N ,Y ,N ,No subjects through Irish,Presbyterian
17970F,N ,N ,N ,No subjects through Irish,Catholic
20434V,N ,N ,N ,No subjects through Irish,Catholic
20000L,N ,N ,N ,No subjects through Irish,Multi Denominational
17822N,Y ,Y ,N ,All subjects through Irish,Catholic
15194A,N ,N ,N ,No subjects through Irish,Catholic
16703A,Y ,Y ,N ,All subjects through Irish,Catholic
71520D,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18591C,N ,Y ,N ,No subjects through Irish,Church Of Ireland
17281F,N ,Y ,N ,No subjects through Irish,Catholic
19898K,N ,N ,N ,All subjects through Irish,Catholic
18910P,N ,Y ,N ,No subjects through Irish,Catholic
17829E,N ,N ,N ,No subjects through Irish,Catholic
12373I,Y ,Y ,N ,All subjects through Irish,Catholic
00941D,N ,N ,N ,No subjects through Irish,Catholic
13728B,N ,N ,N ,No subjects through Irish,Catholic
16729S,N ,Y ,N ,No subjects through Irish,Catholic
19001G,N ,N ,N ,No subjects through Irish,Catholic
00752A,N ,Y ,N ,No subjects through Irish,Catholic
11578V,N ,Y ,N ,No subjects through Irish,Catholic
18362K,N ,Y ,N ,No subjects through Irish,Catholic
18112K,N ,N ,N ,No subjects through Irish,Catholic
65340P,N ,N ,N ,No subjects taught through Irish,CATHOLIC
13781F,N ,Y ,N ,No subjects through Irish,Catholic
61440W,N ,N ,N ,No subjects taught through Irish,CATHOLIC
09492W,N ,N ,N ,No subjects through Irish,Catholic
18172F,N ,Y ,N ,No subjects through Irish,Catholic
09837H,N ,N ,N ,No subjects through Irish,Catholic
62970K,N ,N ,N ,Some pupils taught some subjects through Irish,CATHOLIC
18045V,N ,N ,N ,No subjects through Irish,Catholic
18347O,N ,Y ,N ,No subjects through Irish,Church Of Ireland
19963S,N ,N ,N ,No subjects through Irish,Catholic
16353W,N ,N ,N ,No subjects through Irish,Catholic
14069P,N ,N ,N ,No subjects through Irish,Presbyterian
68325L,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17768K,N ,N ,N ,No subjects through Irish,Catholic
17727T,Y ,Y ,N ,All subjects through Irish,Catholic
60910F,N ,N ,N ,No subjects taught through Irish,CHURCH OF IRELAND
08791E,N ,N ,N ,No subjects through Irish,Catholic
18470N,N ,N ,N ,No subjects through Irish,Catholic
68285C,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19940G,N ,N ,N ,All subjects through Irish,Catholic
13389F,N ,N ,N ,No subjects through Irish,Catholic
19965W,N ,N ,N ,No subjects through Irish,Catholic
20491K,N ,N ,N ,No subjects through Irish,Catholic
19631Q,N ,N ,N ,All subjects through Irish,Catholic
72230W,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
71140Q,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18084I,N ,N ,N ,No subjects through Irish,Catholic
20204E,N ,N ,N ,No subjects through Irish,Catholic
06295F,N ,N ,N ,No subjects through Irish,Catholic
20478S,N ,N ,N ,No subjects through Irish,Catholic
18526O,N ,N ,N ,No subjects through Irish,Catholic
18012G,N ,N ,N ,No subjects through Irish,Catholic
18126V,N ,N ,N ,No subjects through Irish,Catholic
60820E,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17838F,N ,N ,N ,No subjects through Irish,Catholic
17035N,Y ,N ,N ,All subjects through Irish,Catholic
19235I,N ,N ,N ,No subjects through Irish,Church Of Ireland
16672P,N ,N ,N ,No subjects through Irish,Catholic
63840C,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20143K,N ,N ,N ,No subjects through Irish,Catholic
17914S,N ,N ,N ,No subjects through Irish,Catholic
61580P,N ,N ,N ,No subjects taught through Irish,CATHOLIC
71380N,Y ,Y ,N ,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL
19818J,N ,Y ,N ,No subjects through Irish,Catholic
13271F,N ,Y ,N ,No subjects through Irish,Church Of Ireland
17466R,N ,Y ,N ,No subjects through Irish,Catholic
14622N,N ,N ,N ,No subjects through Irish,Catholic
17808T,N ,N ,N ,No subjects through Irish,Catholic
12180U,N ,N ,N ,No subjects through Irish,Catholic
18636V,N ,N ,N ,No subjects through Irish,Catholic
19633U,N ,N ,N ,No subjects through Irish,Presbyterian
18064C,N ,N ,N ,No subjects through Irish,Catholic
71761C,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17540D,N ,N ,N ,No subjects through Irish,Catholic
16842O,N ,N ,N ,No subjects through Irish,Catholic
00973Q,N ,N ,N ,No subjects through Irish,Catholic
16054M,N ,Y ,N ,No subjects through Irish,Catholic
10683N,N ,N ,N ,No subjects through Irish,Catholic
06200O,N ,N ,N ,No subjects through Irish,Catholic
05600C,N ,Y ,N ,No subjects through Irish,Catholic
91408V,Y ,Y ,N ,Some pupils taught some subjects through Irish,INTER DENOMINATIONAL
20230F,N ,N ,N ,No subjects through Irish,Catholic
20385L,N ,N ,N ,No subjects through Irish,Catholic
15253N,N ,Y ,N ,No subjects through Irish,Catholic
19584K,N ,N ,N ,All subjects through Irish,Catholic
76090G,N ,N ,N ,Some pupils taught some subjects through Irish,INTER DENOMINATIONAL
70680U,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18460K,N ,N ,N ,No subjects through Irish,Catholic
17195M,N ,N ,N ,No subjects through Irish,Catholic
64220A,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19009W,N ,Y ,N ,No subjects through Irish,Catholic
12832O,N ,N ,N ,No subjects through Irish,Catholic
19320W,N ,N ,N ,No subjects through Irish,Catholic
19812U,N ,N ,N ,No subjects through Irish,Catholic
20040A,N ,N ,N ,No subjects through Irish,Catholic
06658P,N ,N ,N ,No subjects through Irish,Catholic
17583V,N ,N ,N ,No subjects through Irish,Catholic
16023B,N ,N ,N ,No subjects through Irish,Catholic
20452A,N ,N ,N ,No subjects through Irish,Catholic
10886E,N ,N ,N ,No subjects through Irish,Catholic
91511O,Y ,N ,N ,All pupils taught all subjects through Irish,INTER DENOMINATIONAL
19924I,N ,Y ,N ,No subjects through Irish,Catholic
18378C,N ,N ,N ,No subjects through Irish,Catholic
71400Q,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
20382F,N ,N ,N ,All subjects through Irish,Multi Denominational
62350D,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19550Q,N ,Y ,N ,No subjects through Irish,Catholic
18731P,N ,N ,N ,No subjects through Irish,Church Of Ireland
01711O,N ,N ,N ,No subjects through Irish,Catholic
18589P,N ,Y ,N ,No subjects through Irish,Catholic
17355I,N ,Y ,N ,No subjects through Irish,Catholic
09320Q,N ,N ,N ,No subjects through Irish,Catholic
19527V,N ,N ,N ,No subjects through Irish,Church Of Ireland
17553M,Y ,Y ,N ,All subjects through Irish,Catholic
18132Q,N ,N ,N ,No subjects through Irish,Catholic
18010C,N ,N ,N ,No subjects through Irish,Catholic
15143G,N ,N ,N ,No subjects through Irish,Catholic
02745N,N ,N ,N ,No subjects through Irish,Catholic
17763A,N ,N ,N ,No subjects through Irish,Catholic
18454P,N ,N ,N ,No subjects through Irish,Catholic
07990F,N ,N ,N ,No subjects through Irish,Catholic
15650A,N ,N ,N ,No subjects through Irish,Catholic
18405C,N ,Y ,N ,No subjects through Irish,Catholic
63050T,N ,N ,N ,No subjects taught through Irish,CATHOLIC
61380H,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17487C,N ,N ,N ,No subjects through Irish,Catholic
20101R,N ,Y ,N ,No subjects through Irish,Catholic
17218V,N ,N ,N ,No subjects through Irish,Church Of Ireland
07441S,N ,N ,N ,No subjects through Irish,Catholic
13615L,N ,N ,N ,No subjects through Irish,Catholic
20197K,N ,N ,N ,No subjects through Irish,Catholic
17179O,N ,N ,N ,No subjects through Irish,Catholic
19443P,N ,N ,N ,No subjects through Irish,Catholic
18734V,N ,Y ,N ,No subjects through Irish,Catholic
18282M,N ,N ,N ,No subjects through Irish,Church Of Ireland
20190T,N ,N ,N ,No subjects through Irish,Catholic
20047O,N ,Y ,N ,All subjects through Irish,Catholic
16659A,N ,N ,N ,No subjects through Irish,Catholic
18164G,N ,N ,N ,No subjects through Irish,Catholic
20220C,N ,Y ,N ,All subjects through Irish,Catholic
17017L,N ,N ,N ,No subjects through Irish,Catholic
63760E,N ,N ,N ,No subjects taught through Irish,CATHOLIC
13647B,N ,N ,N ,No subjects through Irish,Catholic
08572P,N ,N ,N ,No subjects through Irish,Catholic
20259G,N ,N ,N ,No subjects through Irish,Catholic
72360M,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
13125R,N ,N ,N ,No subjects through Irish,Catholic
18647D,N ,N ,N ,No subjects through Irish,Catholic
20166W,N ,N ,N ,No subjects through Irish,Multi Denominational
16430O,N ,N ,N ,No subjects through Irish,Catholic
17084D,N ,N ,N ,No subjects through Irish,Catholic
62900M,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19322D,N ,N ,N ,No subjects through Irish,Church Of Ireland
91504R,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
18530F,N ,N ,N ,No subjects through Irish,Catholic
61811I,N ,N ,N ,No subjects taught through Irish,CATHOLIC
65280A,N ,N ,N ,No subjects taught through Irish,CATHOLIC
62010C,N ,N ,N ,No subjects taught through Irish,CATHOLIC
62290L,N ,N ,N ,No subjects taught through Irish,CATHOLIC
12964I,N ,N ,N ,No subjects through Irish,Catholic
02670I,N ,N ,N ,No subjects through Irish,Catholic
19650U,N ,N ,N ,No subjects through Irish,Catholic
13383Q,Y ,Y ,N ,No subjects through Irish,Catholic
63430G,N ,N ,N ,No subjects taught through Irish,CATHOLIC
15279I,N ,N ,N ,No subjects through Irish,Catholic
19916J,N ,N ,N ,No subjects through Irish,Catholic
03359N,N ,N ,N ,No subjects through Irish,Catholic
17194K,N ,Y ,N ,No subjects through Irish,Catholic
65140H,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18340A,N ,N ,N ,No subjects through Irish,Catholic
64990D,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20468P,N ,Y ,N ,No subjects through Irish,Catholic
18266O,N ,N ,N ,No subjects through Irish,Catholic
14067L,N ,N ,N ,No subjects through Irish,Catholic
13821O,N ,Y ,N ,No subjects through Irish,Catholic
68309N,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18052S,N ,N ,N ,No subjects through Irish,Catholic
76064F,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
71180F,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
13540G,N ,N ,N ,No subjects through Irish,Catholic
71680C,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18058H,N ,N ,N ,No subjects through Irish,Catholic
11261P,Y ,Y ,N ,All subjects through Irish,Catholic
62061T,N ,N ,N ,No subjects taught through Irish,CATHOLIC
16954C,N ,N ,N ,No subjects through Irish,Catholic
65241N,N ,N ,N ,No subjects taught through Irish,CATHOLIC
70280E,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19321B,N ,N ,N ,No subjects through Irish,Catholic
20033D,N ,N ,N ,No subjects through Irish,Catholic
16655P,N ,N ,N ,No subjects through Irish,Catholic
18332B,N ,N ,N ,No subjects through Irish,Catholic
91503P,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
76130P,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18833A,N ,N ,N ,No subjects through Irish,Catholic
17005E,N ,N ,N ,No subjects through Irish,Catholic
08147A,Y ,N ,N ,All subjects through Irish,Multi Denominational
11373D,Y ,Y ,N ,All subjects through Irish,Catholic
61070P,N ,N ,N ,No subjects taught through Irish,CATHOLIC
15895H,N ,N ,N ,No subjects through Irish,Church Of Ireland
02358G,N ,N ,N ,No subjects through Irish,Catholic
60070K,N ,N ,N ,No subjects taught through Irish,CATHOLIC
72280O,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17079K,N ,N ,N ,No subjects through Irish,Catholic
16756V,N ,N ,N ,No subjects through Irish,Catholic
02263S,N ,N ,N ,No subjects through Irish,Catholic
19435Q,N ,N ,N ,No subjects through Irish,Catholic
91407T,Y ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19231A,N ,N ,N ,No subjects through Irish,Catholic
16933R,N ,N ,N ,No subjects through Irish,Catholic
16122D,N ,Y ,N ,No subjects through Irish,Catholic
00860D,N ,N ,N ,No subjects through Irish,Catholic
20039P,N ,N ,N ,No subjects through Irish,Catholic
19303W,N ,Y ,N ,No subjects through Irish,Catholic
17828C,N ,Y ,N ,No subjects through Irish,Catholic
18258P,N ,N ,N ,No subjects through Irish,Catholic
19953P,N ,Y ,N ,No subjects through Irish,Catholic
20462D,N ,N ,N ,No subjects through Irish,Multi Denominational
17912O,N ,N ,N ,No subjects through Irish,Catholic
20018H,N ,Y ,N ,No subjects through Irish,Catholic
13856K,N ,N ,N ,No subjects through Irish,Catholic
19937R,N ,N ,N ,All subjects through Irish,Catholic
02428B,N ,N ,N ,No subjects through Irish,Catholic
72220T,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
14578N,N ,N ,N ,No subjects through Irish,Catholic
16027J,N ,N ,N ,No subjects through Irish,Catholic
20007C,N ,N ,N ,All subjects through Irish,Catholic
17112F,N ,Y ,N ,No subjects through Irish,Catholic
14305B,N ,Y ,N ,No subjects through Irish,Catholic
63300Q,N ,N ,N ,No subjects taught through Irish,CHURCH OF IRELAND
18465U,N ,N ,N ,No subjects through Irish,Catholic
14838N,N ,N ,N ,No subjects through Irish,Church Of Ireland
20394M,N ,N ,N ,All subjects through Irish,Inter Denominational
65380E,N ,N ,N ,No subjects taught through Irish,CATHOLIC
16070K,N ,Y ,N ,No subjects through Irish,Catholic
17856H,N ,N ,N ,No subjects through Irish,Catholic
20547L,N ,Y ,N ,No subjects through Irish,Catholic
10296G,N ,N ,N ,No subjects through Irish,Catholic
16237U,N ,N ,N ,No subjects through Irish,Catholic
18512D,N ,N ,N ,No subjects through Irish,Catholic
18127A,N ,N ,N ,No subjects through Irish,Catholic
00606M,N ,N ,N ,No subjects through Irish,Catholic
17298W,N ,N ,N ,No subjects through Irish,Catholic
65190W,N ,N ,N ,No subjects taught through Irish,CHURCH OF IRELAND
11409V,N ,N ,N ,No subjects through Irish,Church Of Ireland
76129H,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
60640C,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
64260M,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17265H,N ,N ,N ,No subjects through Irish,Catholic
20401G,N ,N ,N ,No subjects through Irish,Multi Denominational
70250S,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
16983J,N ,Y ,N ,No subjects through Irish,Catholic
20442U,N ,N ,N ,No subjects through Irish,Multi Denominational
70641K,N ,N ,N ,All pupils taught all subjects through Irish,INTER DENOMINATIONAL
19644C,N ,N ,N ,No subjects through Irish,Catholic
15395K,N ,N ,N ,No subjects through Irish,Catholic
16695E,N ,Y ,N ,No subjects through Irish,Catholic
17712G,N ,N ,N ,No subjects through Irish,Catholic
20411J,N ,N ,N ,No subjects through Irish,Multi Denominational
19736H,N ,N ,N ,No subjects through Irish,Catholic
72210Q,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
15420G,N ,N ,N ,No subjects through Irish,Catholic
12936D,N ,Y ,N ,No subjects through Irish,Catholic
16072O,N ,N ,N ,No subjects through Irish,Catholic
11367I,N ,N ,N ,No subjects through Irish,Catholic
76081F,N ,N ,N ,All pupils taught all subjects through Irish,INTER DENOMINATIONAL
20146Q,N ,N ,N ,No subjects through Irish,Multi Denominational
17668G,Y ,N ,N ,All subjects through Irish,Catholic
01300Q,N ,N ,N ,No subjects through Irish,Catholic
18367U,N ,N ,N ,No subjects through Irish,Catholic
17837D,N ,Y ,N ,No subjects through Irish,Catholic
18036U,N ,N ,N ,No subjects through Irish,Catholic
13643Q,N ,N ,N ,No subjects through Irish,Catholic
01415K,N ,N ,N ,No subjects through Irish,Catholic
18236F,N ,N ,N ,No subjects through Irish,Catholic
19492F,N ,N ,N ,No subjects through Irish,Catholic
13597M,N ,N ,N ,No subjects through Irish,Church Of Ireland
12068D,N ,N ,N ,No subjects through Irish,Catholic
10239R,N ,N ,N ,No subjects through Irish,Catholic
20157V,N ,N ,N ,No subjects through Irish,Catholic
72420E,N ,Y ,N ,Some pupils taught all subjects through Irish,MULTI DENOMINATIONAL
04506F,N ,N ,N ,No subjects through Irish,Catholic
15502I,N ,N ,N ,No subjects through Irish,Catholic
18055B,N ,N ,N ,No subjects through Irish,Catholic
15729N,N ,Y ,N ,No subjects through Irish,Catholic
76233C,Y ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
62420V,N ,N ,N ,No subjects taught through Irish,CATHOLIC
02905J,N ,N ,N ,No subjects through Irish,Catholic
64630T,N ,N ,N ,No subjects taught through Irish,CATHOLIC
91397T,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
72490C,N ,Y ,N ,Some pupils taught all subjects through Irish,MULTI DENOMINATIONAL
60040B,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19197D,N ,Y ,N ,No subjects through Irish,Catholic
60121B,N ,N ,N ,No subjects taught through Irish,CATHOLIC
64310B,N ,N ,N ,No subjects taught through Irish,CHURCH OF IRELAND
17230L,N ,N ,N ,No subjects through Irish,Catholic
12792F,N ,N ,N ,No subjects through Irish,Church Of Ireland
20201V,N ,N ,N ,No subjects through Irish,Multi Denominational
76068N,N ,N ,N ,Some pupils taught all subjects through Irish,INTER DENOMINATIONAL
16984L,N ,N ,N ,No subjects through Irish,Catholic
20280U,N ,Y ,N ,No subjects through Irish,Catholic
61720F,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20448J,N ,N ,N ,No subjects through Irish,Catholic
18812P,N ,N ,N ,No subjects through Irish,Catholic
18179T,N ,N ,N ,No subjects through Irish,Catholic
17903N,N ,N ,N ,No subjects through Irish,Catholic
64170L,N ,N ,N ,No subjects taught through Irish,CATHOLIC
16869L,N ,N ,N ,All subjects through Irish,Catholic
