roll_number,ed_english,ed_id,latitude,longitude
17763A,KNOCKATOOAN,47225,52.2897625,-9.1411452
17765E,CAHERMORE,47065,51.6315892,-9.058046
17768K,KILGORMAN,247065,52.7194178,-6.1833705
17769M,KILSCORAN,247081,52.2454387,-6.3883001
17770U,CORKBEG,47115,51.8234779,-8.2355132
17771W,ORANMORE,67184,53.2673363,-8.9318252
17772B,CLADDAGH,68005,53.270668,-9.0567905
17774F,TEMPLE,207073,54.1334613,-8.5627198
17779P,CLONMEL RURAL,217055,52.3719862,-7.6636878
17780A,BALLYHAISE,27007,54.0473393,-7.3155094
17782E,SHANTALLA,68019,53.273504,-9.071456
17783G,BURNCOURT,217037,52.3120761,-8.0780481
17785K,BEAUMONT C,268023,53.3854658,-6.2030034
17787O,MOONE,87068,52.9732903,-6.8165606
17789S,GORT,67101,53.0666432,-8.8187485
17790D,GLANWORTH EAST,47158,52.207305,-8.2929551
17793J,HEADFORD,67106,53.4694617,-9.106134
17794L,YOUGHAL URBAN,47323,51.9542704,-7.8471707
17796P,NURNEY,17036,52.7487876,-6.9120872
17800D,ENNISCORTHY RURAL,247045,52.5068183,-6.5819746
17804L,KILPATRICK,47215,51.7629651,-8.376799
17806P,CASTLEDALY,237023,53.3742722,-7.8080253
17807R,KILLERERIN,67130,53.4679013,-8.7841335
17808T,STROKESTOWN,197103,53.776898,-8.1123393
17810G,BROCKAGH,257018,52.9862313,-6.3672543
17812K,ENNISCORTHY URBAN,247046,52.4977836,-6.5720239
17814O,LOGHILL,127108,52.5954605,-9.1925703
17816S,KILRUSH URBAN,37099,52.6406999,-9.4859374
17820J,KILSALLAGHAN,267098,53.4902647,-6.2990086
17822N,LETTERMACAWARD,57108,54.8572029,-8.3031649
17823P,KILSHANNIG,47217,52.1086491,-8.7633669
17826V,KILLISKEY,257050,53.015562,-6.1062851
17827A,PORTARLINGTON SOUTH,107078,53.1505,-7.1775771
17828C,RAPHOE,57127,54.8715778,-7.6062401
17831O,KILMACRENAN,57100,55.0259675,-7.7515049
17832Q,KILLINABOY,37088,52.9723872,-9.0791749
17837D,PETTIGOE,57126,54.5465038,-7.8383305
17838F,COLLOONEY,207030,54.2121162,-8.5090366
17839H,DULEEK,167028,53.6468877,-6.4252085
17840P,DULEEK,167028,53.6468877,-6.4252085
17841R,BALLYHOGE,247015,52.4141001,-6.5756168
17845C,BALLINTEMPLE,67021,53.2943321,-8.9791255
17847G,KILSHANNY,37101,52.982473,-9.298385
17848I,GLENVILLE,47162,52.0459286,-8.4241847
17849K,DRUMDAFF,197053,53.67608,-8.11826
17850S,BORRISOKANE,217030,52.9963736,-8.1273257
17856H,FAIR GATE,147014,53.717856,-6.3560985
17857J,KILBREW,167042,53.5373,-6.4437
17858L,LIMERICK,247084,52.7298638,-6.2824338
17863E,BALLINASLOE URBAN,67017,53.3237275,-8.247847
17868O,FERMOY URBAN,47152,52.1344152,-8.2723587
17869Q,KINVARRA,67154,53.1391792,-8.9399099
17870B,CLONFERT,67062,53.248848,-8.0369377
17871D,KILCORNAN,127087,52.6154617,-8.8835047
17874J,SHRULE,157137,53.5093818,-9.1691769
17877P,MOUNTHAZEL,67178,53.4104691,-8.5852145
17881G,BALLYBOUGH B,268010,53.3584422,-6.2502078
17882I,RAHUGH,237088,53.3358278,-7.4378943
17883K,CASTLECUFFE,107025,53.1514806,-7.5874137
17887S,MALLOW NORTH URBAN,47324,52.1390278,-8.6411648
17891J,CHAPELIZOD,268037,53.3428446,-6.3430713
17899C,FIRHOUSE VILLAGE,267084,53.2851041,-6.3375154
17903N,MOYDRUM,237077,53.4352903,-7.9025678
17904P,BALLAGHADERREEN,197011,53.916131,-8.6455938
17905R,RATHCOOLE,97089,52.70091,-7.17127
17907V,TINAHELY,257071,52.8159304,-6.4957772
17911M,ROSSINAN,97093,52.3352727,-7.1150153
17912O,ASHTOWN A,268006,53.3682697,-6.3143542
17913Q,CARRICK,247031,52.3377929,-6.5413891
17914S,MALAHIDE EAST,267105,53.4464627,-6.1507095
17915U,KILLAHAN,77100,52.373036,-9.720097
17919F,BALLINASLOE URBAN,67017,53.3287621,-8.2269467
17920N,DONARD,257029,53.0230701,-6.6153131
17922R,KILCOMMON,157090,53.5891631,-9.0299209
17923T,BELMULLET,157036,54.2238996,-9.9876028
17928G,MALAHIDE WEST,267106,53.4507852,-6.1680499
17930Q,DUNSHAUGHLIN,167030,53.5149104,-6.5394947
17931S,KILPATRICK,87057,53.3054351,-6.9680475
17932U,PORTLOMAN,237086,53.5444279,-7.4351324
17936F,CLONTARF EAST C,268043,53.3636264,-6.196904
17937H,BALLYSIMON,127026,52.6585184,-8.5493752
17940T,NEWPORT,217139,52.7150665,-8.3983415
17945G,BALLYSHANNON URBAN,57012,54.5013419,-8.1819195
17946I,TROHANNY,167092,53.88047,-6.92947
17947K,DUNSHAUGHLIN,167030,53.4685215,-6.5357288
17950W,BALLYCOTTIN,47023,51.8546702,-8.0359839
17951B,NEWCASTLE URBAN,127116,52.4546634,-9.0502339
17952D,DUNLEER,147021,53.8310533,-6.3944559
17953F,EDMONDSTOWN,267083,53.2708285,-6.2989713
17954H,STILLORGAN-MOUNT MERRION,267128,53.291268,-6.2050374
17955J,FERMOY URBAN,47152,52.1377983,-8.2754097
17956L,CASTLEFINN,57028,54.8031191,-7.5475952
17961E,LUSK,267104,53.5289113,-6.1684511
17964K,RATHFEIGH,167074,53.5933701,-6.4861782
17965M,DRUMMULLAGH,147018,54.0882604,-6.2593365
17967Q,COOLAVIN,207032,53.9837436,-8.4647123
17968S,LADYTOWN,87062,53.1653621,-6.7028522
17970F,BLACKROCK-BOOTERSTOWN,267019,53.3053299,-6.2002401
17972J,WARRENSCOURT,47317,51.8416212,-8.8818965
17976R,CLONTARF EAST A,268041,53.3788386,-6.1767458
17977T,CLONTARF EAST A,268041,53.3777244,-6.1782559
17978V,CLONTARF EAST A,268041,53.378305,-6.1772504
17979A,STILLORGAN-MOUNT MERRION,267128,53.2889518,-6.2052505
17981K,ANGLESBOROUGH,127006,52.3403057,-8.2895418
17986U,ARDBRACCAN,167002,53.6344699,-6.7513358
17990L,CAVAN RURAL,27024,53.9970973,-7.3358672
17991N,BALLYMORE,237013,53.4908301,-7.6787706
17993R,GLASHEEN B,48032,51.886577,-8.498986
17994T,MYSHALL,17035,52.6858791,-6.7804051
17995V,KILPATRICK,87057,53.3059216,-6.916011
17996A,BOHERNABREENA,267035,53.2454668,-6.3576035
18000W,CARRIGTOHILL,47077,51.9091358,-8.2634066
18001B,DRUMMULLAGH,147018,54.0824012,-6.252256
18002D,SHESKIN,157136,54.0686046,-9.6863565
18003F,KILBEAGH,157088,53.9640248,-8.7926035
18005J,DYSART,197056,53.431103,-8.2257303
18007N,ANNAGARY,57002,55.034738,-8.3063621
18010C,THE LEAP,247111,52.480053,-6.6370807
18012G,CROGHAN,197049,53.9115865,-8.2207157
18014K,ATHY WEST URBAN,87002,52.9918336,-6.9857281
18016O,KILLACONNIGAN,167046,53.5336581,-6.9721792
18018S,RATHANGAN,87079,53.2231173,-6.9894626
18019U,DUNLEER,147021,53.8315201,-6.3949099
18020F,KNOCKAVILLY,47226,51.8323075,-8.6566136
18021H,CLARETUAM,67056,53.4925764,-8.9386798
18023L,BROOMFIELD,177012,54.0651857,-6.7479926
18024N,BALLINTEMPLE,17003,52.7550249,-6.706149
18027T,CLOONYQUIN,197042,53.8056725,-8.2306636
18028V,ANKETELL GROVE,177002,54.3170615,-6.963329
18029A,BANADA,207014,54.0546051,-8.7754609
18030I,CAHERELLY,127038,52.550684,-8.5007743
18031K,BALLYSAX EAST,87008,53.1420265,-6.8285954
18032M,NEWMARKET,37128,52.760601,-8.8946896
18033O,TINAHELY,257071,52.7935019,-6.4588877
18034Q,GREENORE,147024,54.0122473,-6.1385643
18036U,KINTURK,237069,53.6800722,-7.2964508
18037W,KILLARY,167048,53.7791226,-6.6253755
18038B,DUBBER,267066,53.4303622,-6.3004876
18039D,RATHMORE,77148,52.0915303,-9.3176891
18043R,TIRANASCRAGH,67208,53.1508865,-8.191925
18044T,STAMULLIN,167085,53.6404785,-6.273846
18045V,TERMONFECKIN,147038,53.7701294,-6.3095821
18046A,BLANCHARDSTOWN-ROSELAWN,267033,53.3844633,-6.3763638
18047C,BLANCHARDSTOWN-ROSELAWN,267033,53.3844633,-6.3763638
18048E,ARDMORE,227003,51.9510741,-7.725329
18049G,KILLARNEY URBAN,77102,52.0622646,-9.5170837
18051Q,GALLOW,167031,53.4523042,-6.7273508
18053U,BALLYNAKILL,207010,54.1663859,-8.3946075
18054W,HOLLYWOOD,257041,53.0915022,-6.5994471
18055B,BALLYMORE EUSTACE,87006,53.1345526,-6.6164576
18057F,TULLAMORE URBAN,187087,53.271717,-7.4999389
18059J,BAILIEBOROUGH,27004,53.9171451,-6.9739934
18061T,RATHCLINE,137054,53.6714035,-7.9873346
18062V,CLONMEL EAST URBAN,217176,52.3558172,-7.6902551
18063A,DUNMANOGE,87036,52.9106812,-6.9140447
18064C,GOWRAN,97047,52.6293634,-7.0650083
18068K,MOATE,237075,53.3949987,-7.7186188
18069M,WEST GATE,147034,53.7178982,-6.3670644
18070U,CLAREMORRIS,157051,53.7296919,-9.0029163
18075H,RATHDOWNEY,107083,52.8557157,-7.5867228
18076J,CLONLEIGH SOUTH,57038,54.8315991,-7.4940892
18077L,KNOCKMAHON,227066,52.1405503,-7.365204
18078N,SHANKILL,97096,52.6821382,-7.0237358
18080A,HOWTH,267095,53.384338,-6.0677421
18082E,SLIEVEMORE,157139,53.9749643,-10.1266688
18084I,LIXNAW,77129,52.4056393,-9.6173716
18085K,KILMURRY,217107,52.3743324,-7.4662286
18086M,DUNFANAGHY,57057,55.1830697,-7.9772635
18087O,BALLYNACLOGH,217022,52.8246346,-8.1619139
18089S,AUGHRIM,67014,53.2920595,-8.8445967
18090D,CLONEGALL,17013,52.683205,-6.6849832
18092H,CADAMSTOWN,87016,53.3999787,-6.9202213
18093J,KILRAINY,87058,53.397737,-7.015285
18096P,ROBERTSTOWN,87082,53.2939248,-6.8208099
18097R,KILTULLAGH,67152,53.2747335,-8.6369624
18099V,ARDEE URBAN,147002,53.8528973,-6.5337358
18101F,JENKINSTOWN,147026,54.0027174,-6.2618269
18106P,TARA,167088,53.5965499,-6.5904989
18108T,WHITECHURCH,227091,52.1029085,-7.7782137
18111I,GORT,67101,53.0666432,-8.8187485
18112K,BULLAUN,67040,53.249194,-8.5543429
18113M,CALTRA,67043,53.4352939,-8.4355564
18114O,DINGLE,77065,52.1418479,-10.270519
18115Q,CLONYGOWAN,187023,53.1897926,-7.2848115
18116S,CLOONTUSKERT,197040,53.7002991,-8.0126393
18118W,TINAHELY,257071,52.7994194,-6.46454
18120J,FANAD NORTH,57064,55.2300158,-7.7230829
18121L,SKANNIVE,67200,53.3230751,-9.8162934
18125T,MOUNT BELLEW,67176,53.47188,-8.5049
18126V,CASTLEBELLINGHAM,147006,53.8978634,-6.3894299
18128C,MEENS,47252,52.176179,-9.1587421
18129E,TANTALLON,57138,54.6402837,-8.2030937
18130M,INNFIELD,167037,53.4163893,-6.8336134
18131O,ARDARA,57004,54.7643297,-8.4065448
18132Q,NEWTOWN,167068,53.7615603,-6.8408815
18133S,MAYGLASS,247086,52.2437624,-6.5163918
18135W,THURLES URBAN,217162,52.6804031,-7.8116467
18137D,FINGLAS NORTH A,268063,53.3906692,-6.3122566
18142T,KNOCKLONG,127103,52.4367599,-8.4103468
18145C,KILKELLY,157096,53.8717922,-8.8502415
18150S,BALLYCARROLL,107011,53.0559654,-7.2245185
18151U,MILLFORD,57121,55.0901623,-7.7039313
18153B,MONTENOTTE A,48047,51.9080245,-8.4542617
18154D,MONTENOTTE A,48047,51.9079786,-8.4541753
18157J,BANAGHER,187009,53.1873558,-7.9847267
18158L,KILMAKEVOGE,97069,52.349831,-7.0498612
18161A,CASTLECONNELL,127041,52.7137704,-8.4954094
18163E,ANNAGHDOWN,67009,53.3881317,-9.0710338
18164G,NENAGH EAST URBAN,217177,52.8642968,-8.1975561
18165I,LACKAN,197082,53.5093653,-8.2244065
18166K,TRUMRA,107096,53.0091704,-7.4259715
18167M,KNOCKMAHON,227066,52.1405503,-7.365204
18168O,KILRUSH URBAN,37099,52.6406999,-9.4859374
18169Q,DUNSHAUGHLIN,167030,53.4733161,-6.5429216
18170B,WALKINSTOWN A,268154,53.3237501,-6.3403586
18172F,GLENEELY,57074,54.766961,-7.6843206
18173H,KILBRIDE,257046,53.2278972,-6.4475768
18174J,TELTOWN,167089,53.7202678,-6.7896773
18177P,RATHKEALE URBAN,127123,52.5245911,-8.940201
18179T,LACKAGH,87061,53.1661797,-7.007829
18181G,DOWRA,27041,54.1900827,-8.0162777
18182I,BOYLE URBAN,197022,53.9722082,-8.2972757
18186Q,FAUGHART,147023,54.0443335,-6.4252305
18191J,ENNISCORTHY RURAL,247045,52.5068183,-6.5819746
18193N,BOHERQUILL,237018,53.7133456,-7.4592591
18194P,FUERTY,197063,53.6131024,-8.2591228
18196T,GLANWORTH WEST,47159,52.1923902,-8.3583493
18198A,BALLYARTHUR,257012,52.852058,-6.2067213
18203N,PORTARLINGTON SOUTH,107078,53.1565625,-7.1895938
18205R,FINGLAS NORTH B,268064,53.3881981,-6.3035177
18206T,SHAEN,107089,53.1152482,-7.2874551
18207V,BALLINA,217009,52.811933,-8.4360827
18212O,MULLINGAR NORTH URBAN,237106,53.5281035,-7.3431528
18213Q,THURLES URBAN,217162,52.6801064,-7.8044421
18214S,KILLEHENNY,77104,52.51108,-9.67097
18217B,CHURCHFIELD,48016,51.9070851,-8.4921628
18219F,MAGHERACLOGHER,57114,55.060874,-8.3003485
18225A,SHANNON A,128033,52.6638367,-8.6267343
18227E,CORROFIN,37042,52.9367617,-9.0689919
18234B,CHURCH HILL,177021,54.1430348,-6.6958674
18235D,FERRYBANK,228015,52.2671181,-7.1035588
18236F,AGLISH,47007,51.8757359,-8.7388287
18241V,BALLYARR,57010,55.0421631,-7.7045811
18242A,AGHOWLE,257001,52.7683762,-6.5695433
18246I,BALLYMONEY,47034,51.7309256,-8.9508551
18250W,ARDS,57006,55.1641699,-7.9189865
18251B,RATHMELTON,57128,55.0361286,-7.6473155
18252D,LETTERFORE,67162,53.4289358,-9.4228802
18253F,BISHOPSTOWN C,48008,51.8866804,-8.5161602
18256L,TEHALLAN,177069,54.277768,-6.905835
18257N,OUTRATH,97081,52.6111912,-7.1956896
18258P,KILLASHEE,137038,53.6812889,-7.8793228
18259R,RATHCLINE,137054,53.6734789,-7.9873911
18260C,BROADFORD,127030,52.3459314,-8.9693569
18262G,CHURCHTOWN,237026,53.48674,-7.52606
18265M,ARDOUGH,107004,52.7969624,-7.0473423
18266O,CLENOR,47093,52.1919524,-8.5196894
18267Q,BIRR RURAL,187012,53.0801657,-7.896068
18268S,KILLEELY,67127,53.2208688,-8.8076794
18272J,LECARROW,197083,53.5424697,-8.0412653
18279A,CARRIGALINE,47072,51.8155338,-8.3753185
18280I,GOREY RURAL,247052,52.6776154,-6.3091831
18282M,PEMBROKE EAST B,268111,53.3367752,-6.2211187
18283O,GNEEVES,77083,52.3127219,-9.2764796
18285S,FOILNAMAN,217076,52.6922641,-8.1467772
18286U,RUTLAND,57133,54.9845286,-8.4326581
18287W,NEWMARKET,37128,52.7633671,-8.8981188
18288B,ATHY EAST URBAN,87090,52.9938127,-6.9808268
18289D,KILLOWER,67138,53.4495441,-8.9828516
18292P,BALLYPHEHANE A,48004,51.8837102,-8.475349
18294T,MOUNTMELLICK URBAN,107072,53.1181481,-7.3267379
18295V,GLENCOLUMBKILLE,57072,54.7011948,-8.60977
18296A,DROMDALEAGUE SOUTH,47137,51.6623206,-9.2612339
18298E,DRUMRAT,207041,54.026314,-8.47512
18301N,COOMLOGANE,47114,52.0601766,-9.0709889
18308E,TINNACROSS,247112,52.52746,-6.47917
18309G,MOYNE,67180,53.4580841,-8.643754
18312S,CARLINGFORD,147005,54.0022769,-6.1735471
18315B,CASTLEBORO,247034,52.4852039,-6.6951085
18316D,BANTEER,47040,52.1294606,-8.8935092
18318H,YOUGHAL URBAN,47323,51.9542704,-7.8471707
18322V,TEMPLEMORE,217156,52.794802,-7.8398609
18323A,PALMERSTON VILLAGE,267108,53.3524352,-6.3683784
18324C,PALMERSTON VILLAGE,267108,53.352239,-6.3700372
18325E,CASTLEISLAND,77044,52.2350768,-9.4561959
18326G,CLONMEL EAST URBAN,217176,52.3603161,-7.6769618
18327I,KILRUSH URBAN,37099,52.6406999,-9.4859374
18328K,BALLYBURLY,187004,53.3563231,-7.1495455
18329M,SLIGO NORTH,207081,54.2766103,-8.4760888
18331W,MOUNTHEATON,187066,52.9477679,-7.9097944
18332B,MOUNT BELLEW,67176,53.4874616,-8.5627043
18334F,BALLYMOTE,207009,54.0898288,-8.5171827
18335H,BALLYMACWILLIAM,187007,53.3395366,-7.1977344
18336J,THE HARROW,247110,52.554883,-6.419875
18339P,ENNISTIMON,37059,52.9291363,-9.3448337
18340A,RAKENNY,27076,54.0723537,-7.2270017
18343G,THURLES URBAN,217162,52.6801064,-7.8044421
18344I,KILMORE,167054,53.4747663,-6.6818896
18345K,ROSCREA,217152,52.938974,-7.7853853
18350D,THURLES URBAN,217162,52.6801064,-7.8044421
18355N,STRADONE,27082,53.9350537,-7.2198352
18356P,GILLABBEY A,48028,51.8938155,-8.4832133
18357R,ENNISKERRY,257036,53.18337,-6.22501
18358T,KILLEAGH,167049,53.7684757,-7.2326584
18359V,KILBALLYOWEN,37070,52.5705484,-9.8616683
18360G,HARMONSTOWN A,268076,53.3841553,-6.1958847
18361I,KILMORE D,268087,53.3882315,-6.199216
18362K,HARMONSTOWN A,268076,53.3848105,-6.19839
18364O,EDENDERRY URBAN,187036,53.3399471,-7.0673302
18365Q,KILMACANOGE,257051,53.168564,-6.140065
18366S,ROSSINVER EAST,207067,54.4087965,-8.4073735
18367U,CAHERCONLISH EAST,127035,52.5974424,-8.3868163
18368W,TIMAHOE,107093,52.962755,-7.1989539
18369B,NENAGH EAST URBAN,217177,52.8642968,-8.1975561
18377A,FERMOY URBAN,47152,52.1446532,-8.2801177
18378C,USK,87088,53.0897743,-6.7619505
18379E,BORRISNAFARNEY,217028,52.7896838,-7.9113559
18381O,MULLINGAR NORTH URBAN,237106,53.5263156,-7.3471845
18382Q,CREGGAN UPPER,147012,54.0390541,-6.5582592
18386B,KIMMAGE C,268092,53.3262223,-6.2928866
18387D,BALLYHACK,247014,52.2420168,-6.9513715
18388F,MAHON A,48042,51.8958828,-8.4200703
18391R,BALLYMASCANLAN,147003,54.0399025,-6.3798916
18393V,CROSSBANE,27031,53.8541555,-7.0121788
18395C,ATHLONE WEST RURAL,197008,53.4266094,-8.0222085
18396E,RAHELTY,217145,52.7144074,-7.7613535
18399K,KILCORMAC,187050,53.1741815,-7.6966193
18401R,GLASLOUGH,177046,54.3082807,-6.8993936
18405C,ATHLONE WEST URBAN,237005,53.4207277,-7.942654
18406E,CLARA,187018,53.341414,-7.6092878
18410S,LISCANNOR,37111,52.9383667,-9.3922452
18411U,TALLAGHT-TYMON,267148,53.2907367,-6.3572766
18412W,DONABATE,267065,53.4927349,-6.1354285
18413B,ARDCATH,167003,53.6432479,-6.3533802
18414D,GLANBEHY,77078,52.05616,-9.9404001
18421A,DUNKINEELY,57059,54.6320711,-8.3570787
18426K,BALLINTOBER,127014,52.376179,-9.043791
18428O,BALLINCOLLIG,47016,51.8602863,-8.575988
18429Q,KILLACONNIGAN,167046,53.5237764,-6.9709788
18430B,ROBERTSTOWN,87082,53.269268,-6.8153164
18431D,BALLYMODAN,47033,51.73725,-8.7445819
18432F,BUMLIN,197025,53.7675268,-8.0512541
18434J,RATHDANGAN,257064,52.9165213,-6.524683
18435L,ROSCREA,217152,52.9492581,-7.7988825
18441G,TIRANASCRAGH,67208,53.159153,-8.2017784
18443K,ROSCREA,217152,52.938974,-7.7853853
18445O,DUNFIERTH,87035,53.3830752,-6.8895767
18446Q,AGLISH,47007,51.8757359,-8.7388287
18448U,DUNSHAUGHLIN,167030,53.4765013,-6.5033287
18449W,CARBURY,87017,53.341078,-6.938547
18451J,BLACKROCK-SEAPOINT,267018,53.296584,-6.1647249
18459C,THURLES RURAL,217161,52.6840722,-7.8256982
18460K,TUAM URBAN,67212,53.5141156,-8.8565177
18461M,SKIBBEREEN URBAN,47294,51.5559244,-9.2621303
18462O,GRANGE NORTH,228038,52.2431036,-7.1060274
18464S,RATHMICHAEL (BRAY),257082,53.2068644,-6.11874
18465U,CARRIGATOGHER,217044,52.8349727,-8.2431388
18467B,O'BRIENSBRIDGE,37130,52.7527002,-8.498597
18468D,DROMDALEAGUE NORTH,47138,51.6906315,-9.2799215
18470N,TALBOTSTOWN,257069,52.925413,-6.633135
18471P,RATHCOR,147032,53.9876615,-6.1953833
18472R,BALLYNOE,47038,52.0531541,-8.1092003
18473T,AUGHRIM,257005,52.8559337,-6.3259331
18475A,CLOYNE,47105,51.8911438,-8.1568527
18477E,MERCHANTS QUAY B,268099,53.3414075,-6.2734884
18484B,MULLINGAR NORTH URBAN,237106,53.5259334,-7.3381378
18487H,AGLISH,47007,51.8757359,-8.7388287
18489L,TINAHELY,257071,52.7979891,-6.4580063
18490T,LETTERBRICKAUN,67161,53.5955956,-9.6931325
18497K,CAHERLAG,47064,51.9008815,-8.3626381
18500T,DULEEK,167028,53.6747741,-6.3733899
18502A,TALBOTSTOWN,257069,52.925413,-6.633135
18503C,BALLYHEAN,157026,53.7961666,-9.2641548
18505G,DRUMRANEY,237038,53.4623795,-7.7531877
18508M,LAGHY,57104,54.6190971,-8.0891958
18509O,CUSTOM HOUSE B,228013,52.262001,-7.1108699
18510W,BALLYMURPHY,17007,52.5712891,-6.8604934
18512D,KILMUCKLIN,217106,52.5397056,-8.1404438
18513F,ROSENALLIS,107086,53.1123357,-7.4057653
18514H,KILCUMMIN,67122,53.23979,-9.49897
18515J,DOWNINGS,87031,53.2873689,-6.7510008
18516L,BALLYVARRA,127027,52.6804585,-8.511954
18517N,GLENEELY,57073,55.2418276,-7.1511231
18518P,WATERLOO,27093,53.93492,-7.2075901
18520C,STRAID,57136,55.2623901,-7.4101702
18524K,TULLAMORE URBAN,187087,53.2714728,-7.5039702
18526O,TOMFINLOUGH,37149,52.7682952,-8.8532932
18528S,DONOHILL,217068,52.5656487,-8.1127906
18530F,ASKEATON WEST,127010,52.6003811,-8.9821649
18532J,ARLESS,107005,52.8919506,-7.0190587
18533L,MULLINGAR NORTH URBAN,237106,53.5281035,-7.3431528
18535P,CARRIGALINE,47072,51.815854,-8.391298
18536R,LOUGHGLINN,197088,53.8214592,-8.5561674
18537T,ROSCOMROE,187074,53.0203739,-7.7576174
18538V,NEWCASTLE,217138,52.271868,-7.8089416
18539A,CASTLESHANE,177020,54.2161201,-6.8509368
18540I,DRINAGH,47133,51.6513982,-9.1471506
18541K,LISHEEN,37114,52.7718953,-9.0972951
18542M,CASTLEBAR URBAN,157049,53.8550014,-9.2879257
18543O,LAKEVIEW,207056,54.0792486,-8.3758809
18551N,CELBRIDGE,87023,53.3402857,-6.5545051
18555V,LISCASEY,37112,52.7382691,-9.1766546
18557C,NENAGH EAST URBAN,217177,52.8642968,-8.1975561
18558E,DRINAGH,247041,52.286681,-6.4880431
18561Q,BALLINA RURAL,157015,54.087805,-9.1666244
18563U,BALLINLOUGH B,48002,51.8831817,-8.4457133
18564W,BAILIEBOROUGH,27004,53.9156096,-6.9692942
18565B,EINAGH,37056,52.6678125,-9.5381226
18566D,TOGHER A,48066,51.8791667,-8.4919444
18571T,SCREGG,197102,53.5697783,-8.0949243
18572V,GLENNAMADDY,67100,53.6040033,-8.5603971
18573A,KILLURY,77107,52.4355598,-9.7652847
18575E,LISSADILL NORTH,207060,54.393079,-8.5256165
18580U,AUGHRIS,207006,54.258883,-8.7745285
18581W,CONG,67069,53.5121491,-9.4566469
18582B,KILCORAN,217095,52.32623,-7.9855595
18585H,DRUMFINN,268061,53.3462214,-6.3618773
18589P,KILTYCLOGHER,117057,54.3555208,-8.0353694
18590A,KERRYHEAD,77090,52.3996214,-9.8885235
18591C,RATHOWEN,237090,53.6581148,-7.5352624
18592E,TEMPLEBOY NORTH,207074,54.2461248,-8.8222979
18594I,BELMULLET,157036,54.2238996,-9.9876028
18600A,ABINGTON,127003,52.6496657,-8.3981014
18602E,CLONDALKIN VILLAGE,267053,53.3181925,-6.3944185
18605K,CARNDONAGH,57022,55.249868,-7.267082
18607O,COOLCRAHEEN,97029,52.7393049,-7.3201465
18608Q,SILLERNA,67199,53.5417862,-10.143527
18609S,KINEAGH,17029,52.8582497,-6.7317195
18611F,MEENACLADY,57119,55.104545,-8.2860586
18612H,BALLYNOE WEST,127025,52.4649218,-8.9387871
18623M,BLANCHARDSTOWN-ROSELAWN,267033,53.3860923,-6.3760116
18624O,KILLALOE,37080,52.8062625,-8.4407433
18626S,ATHLONE EAST RURAL,237004,53.4347523,-7.926153
18630J,RAHONA,37135,52.6027242,-9.7088282
18632N,ASHTOWN A,268006,53.3682697,-6.3143542
18634R,ROCKBARTON,68017,53.2626852,-9.0811395
18635T,DUNLEER,147021,53.8310533,-6.3944559
18636V,INISHMORE,67110,53.1023859,-9.6661474
18639E,BALLYNACALLY,37010,52.7192916,-9.0664949
18640M,KILLUCAN,237065,53.5060047,-7.1315816
18641O,BALLYBRITTAS,107009,53.13092,-7.1480389
18642Q,CLONDALKIN-MONASTERY,267050,53.3217686,-6.3944961
18643S,CASTLECOMER,97022,52.8398474,-7.2503614
18644U,STRAFFAN,87084,53.3148529,-6.6122601
18646B,EDENMORE,268062,53.3823129,-6.1795566
18647D,STILLORGAN-MOUNT MERRION,267128,53.2948581,-6.2100384
18650P,CLONCURRY,87026,53.3945651,-6.7569862
18652T,MALINBEG,57117,54.6889036,-8.7184567
18653V,RATHKEALE URBAN,127123,52.5245911,-8.940201
18654A,CARRAGH,87019,53.237081,-6.7296248
18655C,CLONDALKIN VILLAGE,267053,53.3173487,-6.3950351
18659K,KILKERRANMORE,47199,51.6000863,-8.9550256
18660S,KILLAMERY,97066,52.4616678,-7.3959403
18666H,DONADEA,87028,53.350377,-6.7344379
18670V,TULLAROAN,97108,52.6625716,-7.4363492
18675I,KILDANGAN,87049,53.1059426,-7.0070903
18677M,DOCK C,128016,52.6524923,-8.638423
18679Q,MOUNT TEMPLE,237076,53.4242187,-7.7680866
18681D,PARK,228030,52.2533238,-7.1055157
18682F,BALLYGALL B,268013,53.3892343,-6.2920801
18683H,BALLYGALL A,268012,53.3895043,-6.2965672
18684J,RATHASPICK,247097,52.28724,-6.5222437
18686N,TUAM URBAN,67212,53.5141156,-8.8565177
18687P,KILCOMB,247061,52.6369541,-6.4683286
18689T,MILITARY ROAD,228023,52.260001,-7.1243943
18690E,TULLAMORE URBAN,187087,53.2760743,-7.4939117
18694M,CASTLEBAR URBAN,157049,53.8550787,-9.2950717
18696Q,CLAREABBEY,37026,52.8147376,-8.9642515
18702I,BALLYNAHAGLISH,77023,52.2750451,-9.7859755
18703K,CLOGHAN,57034,54.8167934,-7.864624
18705O,TARBERT,77157,52.5707373,-9.3749801
18707S,ARDCAVAN,247003,52.3868052,-6.4510402
18708U,NEWCASTLE URBAN,127116,52.4487503,-9.0545815
18710H,DUNFANAGHY,57057,55.1819444,-7.9716667
18713N,BALLYFOYLE,47026,51.727545,-8.3712007
18714P,FERNS,247047,52.5844904,-6.4939777
18715R,TOBERPATRICK EAST,207078,54.2371932,-8.6733389
18716T,CAHER,217038,52.3745296,-7.925247
18717V,ADARE SOUTH,127005,52.5636339,-8.7925892
18720K,MILLTOWN MALBAY,37118,52.8531247,-9.4026556
18726W,CLONTARF WEST D,268049,53.3647517,-6.2333613
