S-ID,Address Line 1,County,Lat (WGS84 GPS),Long (WGS84 GPS)
12569C,Ross Dumhach,Mayo,54.285325199999996,-9.796802
12574S,Lurga,Galway,53.0123571,-8.866945900000001
12587E,Shronowen,Kerry,52.48296750000001,-9.539528599999999
12598J,Ardagh,Cork,51.580372600000004,-9.0296174
12606F,Crumlin,Galway,53.3966943,-8.7901366
12613C,Glenbrohane,Limerick,52.38707120000001,-8.3876924
12631E,Pallas,Limerick,52.6392744,-8.8675225
12633I,Coolmeen,Clare,52.65994570000001,-9.212848
12676D,Kerry Pike,Cork,51.9085415,-8.562249099999999
12683A,Battery Road,Longford,53.739974100000005,-7.802222200000001
12685E,Rushnachara,Cork,51.604659999999996,-9.62386
12688K,Kiltegan,Wicklow,52.90622710000001,-6.6042155
12692B,Killadooley,Laois,52.892768000000004,-7.6455440999999995
12701W,Foilduff,Kerry,51.948285999999996,-10.2238079
12706J,Indreabhán,Galway,53.245827500000004,-9.3821231
12736S,Bunlahy,Longford,53.7927669,-7.584614599999999
12741L,Marshalstown,Wexford,52.547874699999994,-6.603538400000001
12754U,Crannagh,Roscommon,55.15045500000001,-6.686694999999999
12755W,92/96 Rathmines Road Upper,Dublin,53.3185555,-6.2634534
12767G,Cloonloo,Sligo,53.97161,-8.40691
12782C,Kilcoona,Galway,53.4422564,-9.0426606
12788O,Trim Road,Meath,53.6456682,-6.6866343
12792F,Church Road,Mayo,54.107852799999996,-9.1533042
12813K,Cloonagh,Longford,53.81756729999999,-7.5374095
12816Q,Cloonee,Mayo,53.6237338,-9.221114300000002
12820H,Cromane,Kerry,52.107389899999994,-9.8743427
12832O,Killorglin,Kerry,52.1083268,-9.7876405
12834S,11 Barrington Street,Limerick,52.6579963,-8.6301212
12841P,Ballyroebuck,Wexford,52.650683799999996,-6.551450099999999
12848G,Doonaha West,Clare,52.62315,-9.647735699999998
12875J,Douglas,Kerry,52.1149626,-9.8394383
12897T,Ughtyneill,Meath,53.826010200000006,-6.8790935
12936D,Cloonlyon,Mayo,53.930643999999994,-8.838322400000001
12938H,Tavneena,Mayo,999.0,999.0
12946G,Ros a'Mhíl,Galway,53.2736962,-9.5403958
12954F,Lackagh Beg,Galway,53.3688046,-8.8891424
12964I,Corroy,Roscommon,53.6005098,-8.1291146
12967O,Carrighleigh,Cork,51.8424464,-9.126432300000001
12975N,Lower Knockane Road,Limerick,52.43957420000001,-9.0674736
12998C,Timahoe,Kildare,53.2931573,-6.8185844
13020D,Carrigahilla,Waterford,52.1378868,-7.467173799999999
13026P,Castle Street,Limerick,52.3586898,-8.4672787
13031I,Smith's Road,Cork,52.354623499999995,-8.685934
13047A,Corracoggil North,Roscommon,53.8592062,-8.6367412
13080V,Ballyglass,Mayo,53.8883461,-8.6882088
13095L,Dromore,Cork,51.68008029999999,-9.4525763
13105L,Muinebheag,Carlow,52.700248800000004,-6.9547026
13118U,Kilbeggan Road,Offaly,53.34212420000001,-7.603988
13125R,Cruary,Cork,51.620337899999996,-8.9055104
13145A,The Quay,Mayo,53.7980675,-9.5503204
13150Q,Knockanes,Kerry,52.0335128,-9.3777531
13152U,Derrydorragh,Mayo,53.8216505,-9.334627699999999
13165G,Kilberry,Kildare,53.0507557,-7.0224208
13173F,Paddock,Laois,53.0229542,-7.4985084
13174H,Ballyvaum,Mayo,53.7019853,-10.1026716
13191H,Highstreet,Offaly,-38.1773299,144.3403023
13196R,Riverstown,Sligo,54.130044999999996,-8.397787
13198V,The Square,Roscommon,53.766325,-8.4864534
13203L,Loch Gowna,Cavan,53.8737049,-7.5336731
13217W,Rathcoole,Dublin,53.280169900000004,-6.476763500000001
13222P,Bunnahowen,Mayo,54.1956429,-9.9090142
13224T,Ballycoog,Wicklow,52.827933400000006,-6.2643154999999995
13225V,Killeennashask,Mayo,999.0,999.0
13234W,Cloughduv,Cork,51.8463885,-8.788784199999998
13242V,Drummartin,Sligo,54.061972499999996,-8.859174699999999
13246G,Moneystown,Wicklow,53.0035937,-6.1991311
13262E,Lisagallan,Roscommon,53.6529485,-8.2519894
13271F,Railway Road,Cavan,54.09893520000001,-7.4433239
13286S,Tarelton,Cork,51.8372603,-8.9904989
13299E,Gallinastraw,Wexford,52.464715500000004,-6.5003913
13311O,Clare Island,Mayo,53.793183,-9.9898446
13313S,Ballinalee Road,Longford,53.69568620000001,-7.608492999999999
13320P,Fermoyle,Longford,53.62466020000001,-7.9933557
13328I,Morristown,Kildare,53.177953599999995,-6.814039500000001
13335F,Court,Wexford,52.55335,-6.3417672
13343E,Stillbrook,Laois,53.0002948,-7.4763032
13350B,Athgarvan,Kildare,53.1492284,-6.7983558
13365O,Castle Road,Galway,53.267336300000004,-8.931825199999999
13375R,Crossmahon,Cork,51.727074200000004,-8.7699329
13379C,Fanore,Clare,53.10493,-9.295539999999999
13383Q,Bunnahowen,Mayo,54.19190989999999,-9.9054109
13389F,Midfield,Mayo,53.897116000000004,-8.927196
13402R,Knockraha,Cork,51.9582892,-8.3396802
13404V,New Inn,Tipperary,52.4409429,-7.883720599999999
13415D,Tuairíní,Galway,53.3068537,-9.1530849
13418J,Ballyea,Clare,52.7839167,-9.029687800000001
13444K,Ballyhean,Mayo,53.8550014,-9.2879257
13447Q,Lucan Road,Dublin,53.3590634,-6.4398652
13450F,Rushbrooke,Cork,51.8499374,-8.3146027
13459A,Galbally,Limerick,52.4012269,-8.2961252
13483U,Mourneabbey,Cork,52.0688714,-8.6379625
13498K,Cloonfour,Roscommon,53.83277370000001,-7.9215349
13500R,Ballyglass,Mayo,53.7461052,-9.1771175
13507I,Mill Street,Carlow,52.8008302,-6.7344061
13512B,Ballea Road,Cork,51.819619,-8.397267999999999
13530D,Moyderwell,Kerry,52.2681291,-9.699703900000001
13540G,Listowel Road,Kerry,52.5007826,-9.3720564
13543M,Derrinacahara,Cork,51.7529551,-9.1765797
13555T,Toorgarve,Mayo,53.8501218,-9.4920782
13563S,Kilkenny,Donegal,52.654145400000004,-7.2447879
13571R,Drumraney,Westmeath,53.4765767,-7.748619199999999
13597M,Newcourt Road,Wicklow,53.18967489999999,-6.1013355
13607M,Dublin Road,Carlow,999.0,999.0
13611D,Warrenmount,Dublin,53.33576239999999,-6.275410099999999
13612F,Terenure Road West,Dublin,53.3103186,-6.2876601999999995
13615L,Balloonagh,Kerry,52.272386499999996,-9.7101422
13621G,Letterfrack,Galway,53.5536034,-9.9482317
13625O,Kilnamona,Clare,52.867855000000006,-9.0785584
13632L,Annalitten,Monaghan,54.083040100000005,-6.7032967
13635R,Ballyduff West,Waterford,52.2324403,-7.2689851999999995
13643Q,Emo,Laois,53.1004132,-7.2087371
13647B,Gortnahomnamore,Cork,51.91129,-8.0516519
13648D,O' Mahony's Avenue,Cork,51.903919,-8.456277900000002
13656C,Antfield,Leitrim,53.9025064,-7.954556599999999
13659I,Bekan,Mayo,53.758601500000005,-8.849721699999998
13661S,Dunmanway,Cork,51.7237792,-9.114336699999999
13662U,Dunmanway,Cork,51.722029600000006,-9.1074689
13663W,New Inn,Cork,51.919973299999995,-8.412823699999999
13665D,Ballyshrule,Galway,53.092781099999996,-8.2185406
13667H,Bonniconlon,Mayo,54.11494820000001,-9.155069300000001
13670T,Dulargy,Louth,54.0427072,-6.3311720000000005
13678M,Killurney,Tipperary,52.3963302,-7.605790400000001
13679O,Delgany,Wicklow,53.132486899999996,-6.0854894
13684H,Srahanarry,Mayo,54.1460424,-9.7321632
13686L,Nymphsfield,Galway,53.5466127,-9.279647500000001
13696O,Wolfe Tone Street,Cork,51.9056338,-8.4768445
13699U,Leitir Móir,Galway,53.288748399999996,-9.6559437
13728B,Gurranes,Cork,51.530753999999995,-9.196616
13730L,Mullagh,Clare,52.76484,-9.4716701
13738E,Burrane Upper,Clare,52.628684299999996,-9.361809300000001
13741Q,Rath,Laois,53.094432,-7.0923216
13747F,Riverstown,Cork,51.9305033,-8.392882499999999
13752V,Muckerstaff,Longford,53.7596139,-7.5565152
13755E,Gartan,Donegal,54.961034,-7.711908
13757I,Tarmon,Roscommon,53.770830200000006,-8.4385414
13758K,Carbad Beg,Mayo,54.23371360000001,-9.257927800000001
13773G,Facefield,Mayo,53.723876399999995,-9.0017356
13775K,St Loman's Street,Meath,53.558963500000004,-6.7913841
13779S,Dromahane,Cork,52.1056038,-8.6908349
13781F,Breaffy,Mayo,53.8478372,-9.238090300000001
13790G,Bulgaden,Limerick,52.4226179,-8.5268126
13797U,Lecanvey,Mayo,53.802130700000006,-9.514346699999999
13804O,Carrowreagh East,Clare,52.6924765,-9.2254726
13811L,Corcreagh,Monaghan,53.991370499999995,-6.8581468999999995
13815T,Clontarf Road,Dublin,53.3639404,-6.2244934
13819E,Hazelhatch Road,Kildare,53.336779500000006,-6.5369796
13821O,Knockbrack,Galway,53.556598,-10.112191699999999
13826B,Kilmihil,Clare,52.722743900000005,-9.3191265
13828F,Douglas West,Cork,51.873467100000006,-8.4417413
13831R,Moylough,Sligo,54.0273351,-8.7046969
13839K,Carrick,Roscommon,53.4826978,-8.1072178
13847J,Curraheen,Tipperary,52.63253,-8.111469900000001
13856K,Circular Road,Galway,53.2902201,-9.0828763
13867P,Rosemount,Tipperary,52.9547978,-7.7958523
13870E,Kilkishen,Clare,52.804934700000004,-8.7427017
13872I,Lisminton,Donegal,54.8057681,-7.7629673
13876Q,Kilkee,Clare,52.6434201,-9.684217599999998
13879W,Moher,Roscommon,52.9715368,-9.430882400000002
13882L,Béal an Átha,Mayo,54.2409359,-9.6760341
13889C,Shanbally,Cork,51.8309928,-8.3533741
13902O,Millicent,Kildare,53.279673100000004,-6.6932432
13908D,Conray,Leitrim,54.3818249,-8.1093407
13910N,Crosshaven,Cork,51.8023015,-8.2984303
13914V,Ráthún,Galway,53.251812,-9.1474685
13927H,Middlequarter,Galway,53.62253489999999,-10.2192531
13940W,Enniscrone,Sligo,54.2127105,-9.093793
13942D,Kilmurry,Clare,52.743624600000004,-8.7776504
13952G,Leitir Caladh,Galway,53.288748399999996,-9.6559437
13976U,Church Road,Cork,51.5635755,-9.467416
13978B,Ballyfarnon,Roscommon,54.0680868,-8.1995193
13980L,Togher Road,Cork,51.8742279,-8.496312
13991Q,Birdhill,Tipperary,52.767499699999995,-8.4371207
13999J,Knockskimolin,Wexford,999.0,999.0
14000C,Bishop Street,Cork,51.8949983,-8.480233300000002
14002G,Knockaclarig,Kerry,52.2757707,-9.2175235
14005M,Kilteely,Limerick,52.52134,-8.398660000000001
14008S,Donaskeagh,Tipperary,52.5220639,-8.0720785
14014N,Church Road,Cork,52.2008476,-8.810542100000001
14022M,Coachford,Cork,51.91035,-8.7927742
14031N,Carnaun,Galway,53.331471900000004,-8.7889683
14045B,Knockanrahan,Wicklow,52.790244900000005,-6.1642523
14049J,Whitehall,Roscommon,53.762471,-7.920863000000001
14051T,Stokane,Sligo,54.177716700000005,-9.0271201
14052V,Kanturk,Cork,52.1772549,-8.905166900000001
14056G,Mount Talbot,Roscommon,53.530254799999994,-8.2821942
14064F,Killawalla East,Mayo,53.7590297,-9.366927699999998
14067L,Ballyea,Limerick,52.5454956,-8.6051311
14069P,Jocelyn Street,Louth,54.004124399999995,-6.395264
14071C,Drumgossett,Monaghan,53.9518772,-6.7774505000000005
14073G,Castletara,Cavan,54.030449399999995,-7.2917171000000005
14075K,Cross,Limerick,52.4951415,-9.058318199999999
14107U,Close Road,Cork,52.1719763,-8.4685114
14111L,Kilrush,Clare,52.5989632,-9.7753535
14116V,Kilbrittain,Cork,51.6731214,-8.6946363
14164J,North Mall,Waterford,52.13935120000001,-7.929751700000001
14180H,Convent Lane,Dublin,53.5796951,-6.1075289
14181J,Mullinahone,Tipperary,52.500256799999995,-7.435995299999999
14188A,Barnatra,Mayo,54.222187,-9.850681300000002
14193Q,Dumha Thuama,Mayo,54.073674100000005,-9.9311755
14194S,An Tearmann,Donegal,55.049512,-7.832257000000001
14205U,Lehanagh,Mayo,53.77756170000001,-9.125214900000001
14207B,Kilsaran,Louth,53.886323399999995,-6.38817
14211P,Muff,Cavan,53.9025687,-6.862069900000001
14225D,Greenmount Road,Cork,51.5604538,-9.4595665
14227H,Kilcoe,Cork,51.5597449,-9.390376400000001
14231V,Nicker,Limerick,52.5610125,-8.3456678
14252G,Callystown,Louth,53.7916269,-6.2435066
14254K,Danescastle,Wexford,52.2385344,-6.7321656
14258S,Binghamstown,Mayo,54.206379500000004,-10.0354122
14260F,Ballacolla Road,Laois,52.910751,-7.354767
14269A,Dunlavin,Wicklow,53.0578764,-6.701639500000001
14273O,Lisheen,Galway,999.0,999.0
14278B,Knockroon,Galway,53.46946170000001,-9.106133999999999
14290O,Ballycastle,Mayo,54.2788385,-9.3717337
14294W,Brierfield,Galway,53.46590210000001,-8.6636188
14300O,Killasonna,Longford,53.7468214,-7.4771401
14303U,Oileán Chléire,Cork,51.435381299999996,-9.498306300000001
14305B,Main Street,Limerick,52.370888799999996,-8.3464216
14320U,Corlea,Cavan,53.939755000000005,-6.8641595
14336M,Kingscourt Road,Cavan,53.990857,-6.889920599999999
14339S,Aughavas,Leitrim,53.95553960000001,-7.717796300000001
14348T,Carrickleck,Meath,53.8702298,-6.7648706999999995
14356S,Ballymacfarrane,Roscommon,53.6587921,-8.339078
14366V,Knocknagoshel,Kerry,52.289429999999996,-9.3589001
14377D,Corraneena,Galway,53.3314659,-8.401432699999999
14383V,Ballaghlea,Galway,53.5122875,-8.386730499999999
14386E,Stonepark,Longford,53.6942954,-7.820074900000001
14394D,Rakerin,Galway,999.0,999.0
14398L,Church Hill,Wicklow,52.983138000000004,-6.0465791
14399N,Killygarry,Cavan,53.9864853,-7.3051518
14409N,Mungret,Limerick,52.6309647,-8.6683006
14420B,Gorteennaglogh,Galway,53.5951968,-9.957941
14421D,Aird Thiar,Galway,999.0,999.0
14426N,Killenure,Tipperary,52.5446132,-8.003851
14430E,Derrycreha,Cork,51.6819171,-9.447778
14433K,Castletownsend Road,Cork,51.540941499999995,-9.261122
14448A,Cloughanover,Galway,53.4455916,-9.0951459
14450K,Fore,Westmeath,53.64722,-7.208201
14460N,Killea,Tipperary,52.8236279,-7.8768842
14463T,North Strand,Dublin,53.358710200000004,-6.242332599999999
14468G,Kilmaley,Clare,52.8203269,-9.109975500000001
14476F,Castlecomer,Kilkenny,52.805727100000006,-7.206044800000001
14492D,Curracloe,Wexford,52.393023799999995,-6.392166099999999
14497N,Cornanool,Mayo,53.85252070000001,-9.357234
14502D,Na Doirí Beaga,Donegal,999.0,999.0
14534Q,Kilmaine,Mayo,53.54931750000001,-9.1538355
14556D,Whitefriar Street,Dublin,53.3403906,-6.266596400000001
14568K,Dunmore East,Waterford,52.1653965,-7.0055551
14571W,Tuamgraney,Clare,52.8985172,-8.541013000000001
14578N,School Lane,Louth,999.0,999.0
14586M,Convent Road,Dublin,53.297112,-6.1830169999999995
14590D,Rosscahill East,Galway,53.390618999999994,-9.2493966
14622N,Carrowkeel,Clare,52.8769834,-9.1767645
14625T,Doon,Limerick,52.6043292,-8.247839299999999
14631O,Ballymena,Donegal,55.3306786,-7.2114791
14636B,Tonafortes,Sligo,54.244744499999996,-8.474907199999999
14642T,Fiddaun,Galway,53.1692451,-8.751241499999999
14643V,Ballyraggan,Kildare,52.8969211,-6.7687799
14647G,Harbour Road,Dublin,53.2834255,-6.1045968
14650S,Cloontagh,Longford,53.636860399999996,-7.894289
14651U,Castletown Road,Louth,54.014202299999994,-6.4178772
14668O,Ballaghkeane,Wexford,52.481334600000004,-6.428579
14672F,Colehill,Longford,53.5980557,-7.679615400000001
14679T,Butlerstown,Waterford,52.229593900000005,-7.1781459000000005
14684M,Hillstreet,Roscommon,53.871787,-8.1224211
14704P,Murroe,Donegal,55.15364739999999,-8.011524
14712O,An Fháirche,Galway,53.54516429999999,-9.3643582
14717B,Rathgar Avenue,Dublin,53.3140809,-6.275432
14724V,Oileán Trá Bhán,Galway,53.123009100000004,-9.668119699999998
14726C,Knocknabohilly,Cork,51.7099803,-8.5144732
14732U,Mountnugent,Cavan,53.81855110000001,-7.253288700000001
14767Q,Aughacasla,Kerry,52.2366,-9.97892
14777T,Kilmyshall,Wexford,52.6273204,-6.6559469
14784Q,Dunmanway,Cork,51.722029600000006,-9.1074689
14791N,Cappagh,Tipperary,52.582215100000006,-8.164659
14808E,Claremorris,Mayo,53.66257370000001,-8.8902577
14813U,Ardagh East,Cork,51.580372600000004,-9.0296174
14816D,Cill na Martra,Cork,51.900259999999996,-9.08222
14829M,Redcross,Wicklow,52.88974399999999,-6.145274099999999
14830U,Barefield,Clare,52.890303,-8.944164
14837L,Ballon,Carlow,52.7391042,-6.769783900000001
14838N,Summerhill,Laois,53.03450079999999,-7.2927694
14839P,Clondrohid,Cork,51.9286686,-9.021697999999999
14863M,The Points,Mayo,53.928869799999994,-9.9285862
14873P,Low River,Mayo,53.9806009,-10.0429704
14898I,Drumeela,Leitrim,54.0160688,-7.6595976
14900P,Gusserane,Wexford,52.3083331,-6.8597696
14903V,Kilmuckridge,Wexford,52.50878670000001,-6.288419599999999
14909K,St. Leonards,Wexford,52.2803179,-6.8397818
14910S,Castlefinn,Donegal,54.83551,-7.4829606
14917J,Bushy Park Road,Dublin,53.3078865,-6.2746433
14925I,Ballinameen,Roscommon,53.9165115,-8.1703062
14939T,Washington Lane,Dublin,53.29342270000001,-6.3034082
14941G,Ray,Donegal,54.9378818,-7.6177820999999994
14952L,Old Chapel Lane,Kerry,52.230216299999995,-9.4610534
14966W,Kilteevan,Roscommon,53.6355277,-8.1149078
14972R,Carnew,Wicklow,52.7097836,-6.4998843
14980Q,Botanic Avenue,Dublin,53.372602,-6.267441000000001
14987H,An Clochán,Kerry,52.2304787,-10.182451400000001
14989L,Crooke,Waterford,52.2316468,-6.9739433
14993C,Rae na nDoirí,Cork,51.9009031,-9.1611976
14998M,Glashanacree,Kerry,52.3510945,-9.4850133
15004P,Golf Course Road,Sligo,54.267065,-8.6018852
15008A,Lattin,Tipperary,52.470389299999994,-8.250067
15014S,Corclogh West,Mayo,54.209957200000005,-9.9755341
15027E,Ahascragh,Galway,53.328762100000006,-8.226946700000001
15030Q,Aghamore,Mayo,53.8260502,-8.8203663
15032U,Ceathrú Thaidhg,Mayo,54.3131114,-9.8127032
15033W,Castletown,Kerry,52.3505422,-9.6253164
15040T,Sallins Road,Kildare,53.2212924,-6.663386
15042A,Ashline,Clare,52.83013199999999,-9.001301
15043C,Carrick Road,Roscommon,53.97184670000001,-8.2998576
15045G,Elphin Street,Roscommon,53.7804071,-8.103986500000001
15046I,25 Patrick Street,Waterford,52.2599331,-7.1144255
15056L,North William Street,Dublin,53.35720870000001,-6.2465505
15071H,Killeendeema East,Galway,53.198913600000004,-8.5660931
15101N,Knockbridge,Louth,53.9730132,-6.4854126
15104T,Cannistown,Meath,53.603069999999995,-6.818160000000001
15113U,Barnacogue,Mayo,53.918212399999994,-8.8670644
15116D,Cashel,Leitrim,54.2197926,-8.2595437
15120R,Stradone,Cavan,53.963164600000006,-7.2577932
15122V,Abbeylara,Longford,53.771423899999995,-7.4562322
15132B,St. Patrick's Road,Dublin,53.2783949,-6.1036855
15135H,Seskin,Cork,51.67737,-9.440124800000001
15140A,Ballinagree,Cork,51.9048039,-8.958847800000001
15142E,Donaghmoyne,Monaghan,54.0128702,-6.6887836
15143G,Lisdonnan,Monaghan,54.028715299999995,-6.752241499999999
15154L,Kenagh,Longford,53.6249201,-7.818722200000001
15157R,Mount Bruis,Tipperary,52.451930000000004,-8.24208
15160G,The Rower,Kilkenny,52.4527879,-6.9616488
15165Q,Ballintotis,Cork,51.9094013,-8.0957957
15170J,Ballymaleel,Donegal,55.0004458,-7.6610273
15177A,Carrigduff,Wexford,52.656985999999996,-6.6651679999999995
15194A,Commons,Leitrim,54.0266876,-7.860278599999999
15208I,Mín an Lábáin,Donegal,54.9558392,-7.7342787
15217J,Ardeeran,Sligo,54.1287649,-8.395799400000001
15221A,Annagh,Clare,52.822052500000005,-9.41445
15226K,Caherline,Limerick,52.5686741,-8.4538045
15253N,Cambridge Road,Dublin,53.3433566,-6.225549299999999
15255R,Ballaghadereen,Roscommon,53.862432999999996,-8.543771099999999
15257V,Creggs Road,Mayo,54.1316662,-9.1302466
15259C,Anne Stret,Louth,53.9979451,-6.405957
15260K,Anne Street,Louth,54.000800600000005,-6.407115
15279I,Carrahan,Clare,52.8711731,-8.8615103
15284B,Sydenham Villas,Dublin,53.288738,-6.2381874
15285D,Sandy Lane,Louth,33.836081,-81.1637245
15291V,Streamstown,Westmeath,53.6318169,-7.290714299999999
15299O,Holycross,Tipperary,52.60310260000001,-7.8672223
15301V,Ennis Road,Clare,52.6769373,-9.1038959
15307K,Dalystown,Westmeath,53.435195900000004,-7.3855842
15308M,Athleague,Roscommon,53.568036899999996,-8.2493809
15315J,Naul Road,Dublin,53.607211899999996,-6.2039158
15318P,Glenbeg,Waterford,52.0702475,-7.678277099999999
15320C,Sexton Street,Limerick,52.658981299999994,-8.622716699999998
15325M,Clonbullogue,Offaly,53.26264789999999,-7.0862525
15329U,Cloughvalley,Monaghan,53.977667000000004,-6.714832799999999
15331H,Baile Nua,Galway,53.352041799999995,-9.226507699999999
15337T,Castlegal,Sligo,54.430179599999995,-8.454139699999999
15340I,Carrigeen,Kilkenny,52.2703638,-7.215538499999999
15342M,Knockconor,Sligo,54.0482341,-8.4482228
15346U,Baile Mhúirne,Cork,51.9375929,-9.1490655
15350L,Stonehall,Clare,52.7252027,-8.9100871
15354T,Camolin,Wexford,52.61526429999999,-6.426243599999999
15359G,Ballard,Wicklow,52.7547231,-6.5399277
15362S,Mullinahone,Tipperary,52.512722,-7.5036823
15367F,Riverchapel,Wexford,52.6384674,-6.2348684
15370R,Convent Hill,Clare,52.8044032,-8.4446307
15378K,Coolney,Sligo,54.1738093,-8.6008023
15380U,Dromagh,Cork,52.1344259,-8.9504724
15382B,Drumlease,Leitrim,54.2255201,-8.292758099999999
15395K,Mount Bolus,Offaly,53.193315399999996,-7.625729400000001
15407O,Ballythomas,Wexford,52.676077799999995,-6.295113300000001
15408Q,Connolly,Clare,52.8474255,-8.9887384
15410D,Kilcrohane,Cork,51.5809613,-9.702997400000001
15413J,Brideswell,Roscommon,53.452827799999994,-8.0890766
15419V,Oulart,Wexford,52.5028226,-6.3899756
15420G,Ballycanew,Wexford,52.61038370000001,-6.3055556
15425Q,Fairymount,Roscommon,53.846677500000006,-8.4847923
15431L,Killavil,Sligo,54.0386376,-8.5535656
15446B,Tromaire,Laois,52.995014000000005,-7.467576299999999
15452T,Kildallan,Cavan,54.06611850000001,-7.5500298
15456E,Ballyshannon,Kildare,53.0874694,-6.8147291
15475I,Kilconly,Galway,53.5731309,-8.9777719
15483H,Rathkenny,Meath,38.6270025,-90.1994042
15484J,Glounthane,Cork,51.9139625,-8.3418162
15496Q,Leaffoney,Sligo,54.2564848,-9.030105699999998
15502I,Corratinner,Cavan,53.886184400000005,-7.0688276
15512L,Station Road,Westmeath,53.3979743,-7.723684700000001
15516T,Youghal,Cork,51.92959129999999,-7.922308999999999
15523Q,Convent Road,Galway,53.140007,-8.944159800000001
15531P,Newtown,Roscommon,53.358641299999995,-8.213276299999999
15532R,Portsalon,Donegal,55.21089129999999,-7.626658
15537E,Ballyfin,Laois,53.0328123,-7.298793300000001
15539I,Logboy,Mayo,53.712500600000006,-8.790594
15540Q,Ballyduff,Waterford,52.142336799999995,-8.0511942
