p_id,sale_price,property_type,beds,baths,area_sqm,routing_key,ber_rating,ber_energy,sec_school_distance,no_of_sec_schools_5k,pri_scholl_distance,no_of_pri_schools_5k,garda_distance,no_of_garda_5k,ann_mean_crime_0,total_crime_0,ann_mean_crime_1,total_crime_1,ann_mean_crime_2,total_crime_2,ann_mean_crime_3,total_crime_3,ann_mean_crime_4,total_crime_4,ann_mean_crime_5,total_crime_5,ann_mean_crime_6,total_crime_6,ann_mean_crime_7,total_crime_7,ann_mean_crime_8,total_crime_8,ann_mean_crime_9,total_crime_9,ann_mean_crime_10,total_crime_10,ann_mean_crime_11,total_crime_11,ed_english,pop_2016,hpindex_2016,ed_high,hl_prof,larent,unemployment,county,schoolrank,houses_sold,max_sale_price,min_sale_price,mean_sale_price,median_sale_price
4466520,865000.0,Detached House ,5.0,3.0,371.0,V94,C2,108011925,7.565400420344972,0.0,0.9163813519442716,6.0,4.3278434013232285,1.0,10.83,130.0,40.67,488.0,10.17,122.0,44.92,539.0,13.17,158.0,5.25,63.0,0.17,2.0,3.58,43.0,20.67,248.0,1.33,16.0,94.08,1129.0,3.08,37.0,BALLYVARRA,4288.0,4.27445297,49.47868135,49.34701493,1.83095426,6.74978881,Limerick,358.0,4.0,465000.0,250000.0,375000.0,392500.0
4409316,295000.0,Cottage ,3.0,1.0,80.0,P25,C2,194.92,8.267755563203961,0.0,2.8878667441892683,2.0,3.198584790436763,1.0,2.5,30.0,7.0,84.0,5.67,68.0,6.58,79.0,6.33,76.0,0.17,2.0,0.0,0.0,0.67,8.0,8.08,97.0,0.17,2.0,12.5,150.0,0.33,4.0,BALLYCOTTIN,1692.0,3.03497463,41.52854035,41.31205674,2.16609887,8.20251507,Cork,397.0,20.0,840000.0,105251.1,289645.528,277850.0
4468649,260000.0,Terraced House ,3.0,1.0,,K67,D1,,1.6424521363229836,3.0,0.7426065301116643,18.0,1.197485478988261,3.0,129.42,1553.0,241.0,2892.0,303.5,3642.0,375.5,4506.0,134.83,1618.0,60.17,722.0,1.58,19.0,176.0,2112.0,405.92,4871.0,25.42,305.0,877.0,10524.0,21.83,262.0,SWORDS VILLAGE,2674.0,-1.43639012,36.32495738,31.30142109,3.62157223,11.08136598,Dublin,,10.0,900500.0,235000.0,365900.0,311250.0
4330367,0.0,Detached House ,4.0,3.0,264.0,V94,C2,177.6,3.022302640308486,8.0,1.740631531033127,23.0,3.636547913402023,2.0,191.58,2299.0,305.17,3662.0,205.17,2462.0,693.58,8323.0,125.25,1503.0,52.83,634.0,1.58,19.0,115.58,1387.0,424.67,5096.0,28.83,346.0,1011.08,12133.0,51.83,622.0,BALLYCUMMIN,18388.0,1.70427071,48.78807641,44.02871438,3.74453882,10.27095811,Limerick,,99.0,1820000.0,61676.0,234786.85313131314,210000.0
4453915,150000.0,Detached House ,3.0,3.0,1037.0,V35,D1,,4.9277332292501335,1.0,4.183172962739769,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ARDPATRICK,380.0,-6.02953722,27.565974800000003,34.21052632,0.0,10.26408396,Limerick,212.0,2.0,240000.0,114100.0,177050.0,177050.0
4444017,13500.0,Site ,,,,,A3,,6.334363710929247,0.0,3.8004195565944414,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MAYNOOTH,15998.0,8.15070103,60.76142006,47.35591949,4.40333437,9.60889654,Kildare,164.0,9.0,510000.0,167500.0,339500.0,330000.0
4380594,745000.0,Detached House ,5.0,2.0,,Y35,E2,372.28,5.7502809792373135,0.0,2.0511248611913517,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DRINAGH,1139.0,-6.23312752,30.20493934,39.77172959,10.17572922,18.36097716,Wexford,81.0,6.0,500000.0,202000.0,293250.0,272500.0
4447943,635000.0,Detached House ,4.0,5.0,242.0,A92,A1,,1.326209493625308,5.0,0.9335317299599214,18.0,2.3074713299027367,1.0,167.0,2004.0,367.75,4413.0,163.5,1962.0,428.42,5141.0,151.58,1819.0,53.92,647.0,1.42,17.0,76.58,919.0,533.67,6404.0,24.0,288.0,727.25,8727.0,31.92,383.0,,,,,,,,Louth,132.0,46.0,575000.0,44500.0,248921.5502173913,245374.5
4435632,375000.0,Detached House ,5.0,5.0,195.0,V94,F,413.63,5.5856804382176986,0.0,0.9555466076848098,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BALLYSIMON,13590.0,3.95553893,54.74864329,42.20014717,3.2394656000000004,12.01433926,Limerick,332.0,34.0,540000.0,66000.0,241430.38235294117,241250.0
4276863,0.0,Detached House ,5.0,,299.0,C15,E1,,8.753222325785304,0.0,3.0619623085524257,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,STACKALLAN,661.0,-1.47945595,32.3586125,37.8214826,0.46776914,9.04278277,Meath,59.0,1.0,257500.0,257500.0,257500.0,257500.0
4444497,950000.0,Detached House ,5.0,5.0,231.0,V93,C2,179.59,7.134260371152114,0.0,2.0854921933839914,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,KILLORGLIN,4355.0,-6.32020522,29.98013414,28.97818599,11.14676876,15.11484226,Kerry,,5.0,295000.0,186000.0,223200.0,200000.0
4452936,345000.0,Detached House ,5.0,4.0,,Y35,D1,253.18,3.7107646499353777,3.0,0.5547796363238835,8.0,4.861613776003068,1.0,95.58,1147.0,171.17,2054.0,145.25,1743.0,247.58,2971.0,108.83,1306.0,39.83,478.0,0.67,8.0,56.17,674.0,385.17,4622.0,6.92,83.0,456.25,5475.0,18.0,216.0,CARRICK,1779.0,3.73295128,44.932019,54.18774592,1.17819507,7.55921868,Wexford,81.0,9.0,585000.0,130000.0,286277.77777777775,317000.0
4464993,329000.0,Detached House ,4.0,2.0,,Y35,C3,,5.267820874323129,0.0,1.3832240116355554,2.0,4.563568394862486,1.0,3.42,41.0,10.0,120.0,3.25,39.0,5.67,68.0,4.08,49.0,1.0,12.0,0.0,0.0,0.67,8.0,2.25,27.0,0.0,0.0,8.58,103.0,0.08,1.0,CARRICK,1779.0,3.73295128,44.932019,54.18774592,1.17819507,7.55921868,Wexford,81.0,9.0,585000.0,130000.0,286277.77777777775,317000.0
4438125,295000.0,Detached House ,6.0,3.0,175.0,V93,B3,145.89,1.879510363064788,2.0,0.4377985659887472,11.0,1.8982448033214403,1.0,92.83,1114.0,69.58,835.0,95.5,1146.0,104.42,1253.0,95.0,1140.0,20.83,250.0,0.42,5.0,33.83,406.0,486.33,5836.0,2.92,35.0,255.83,3070.0,11.92,143.0,KILLARNEY URBAN,10826.0,-0.61670363,36.73216791,26.57491225,6.83019863,8.66974407,Kerry,294.0,20.0,650000.0,47100.0,308181.0,285000.0
4458104,275000.0,Detached House ,3.0,2.0,,Y35,C3,,7.230135385593562,0.0,2.6867136584685394,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MAYGLASS,617.0,-4.02761563,31.1029122,41.16693679,0.92220044,13.56403073,Wexford,81.0,4.0,290556.0,145000.0,224889.0,232000.0
4359058,595000.0,Semi-Detached House ,4.0,2.0,160.0,V94,E2,344.69,0.5846452273014117,10.0,0.5121856826163925,31.0,1.0773972934525795,3.0,132.75,1593.0,180.08,2161.0,180.67,2168.0,529.67,6356.0,88.75,1065.0,22.58,271.0,0.92,11.0,121.17,1454.0,399.83,4798.0,23.67,284.0,581.67,6980.0,68.67,824.0,CASTLE C,1245.0,6.28806992,59.97219351,56.46586345,3.45830736,9.34439365,Limerick,117.0,31.0,920000.0,100000.0,315193.5483870968,262000.0
4445010,549000.0,Country House ,5.0,3.0,187.0,W91,D2,297.39,7.324275736031512,0.0,2.5885936413009283,2.0,2.599726238881044,1.0,6.0,72.0,24.75,297.0,1.92,23.0,13.5,162.0,4.33,52.0,0.83,10.0,0.17,2.0,0.5,6.0,16.25,195.0,0.5,6.0,24.75,297.0,0.33,4.0,DUNLAVIN,1359.0,-11.5343934,23.47512315,28.99190581,14.106280100000001,24.38851774,Wicklow,292.0,6.0,750000.0,30000.0,296666.6666666667,260000.0
4445285,549000.0,Country House ,5.0,3.0,187.0,W91,D2,,7.324275736031512,0.0,2.5885936413009283,2.0,2.599726238881044,1.0,6.0,72.0,24.75,297.0,1.92,23.0,13.5,162.0,4.33,52.0,0.83,10.0,0.17,2.0,0.5,6.0,16.25,195.0,0.5,6.0,24.75,297.0,0.33,4.0,DUNLAVIN,1359.0,-11.5343934,23.47512315,28.99190581,14.106280100000001,24.38851774,Wicklow,292.0,6.0,750000.0,30000.0,296666.6666666667,260000.0
4444626,415000.0,Detached House ,5.0,3.0,,Y35,C2,,7.01724830651555,0.0,2.9132121809657447,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,RATHASPICK,1760.0,-3.87752262,30.14618073,40.0,3.02766253,12.66015543,Wexford,81.0,5.0,355000.0,175000.0,227800.0,184000.0
4460851,410000.0,Detached House ,4.0,2.0,153.0,A92,G,,1.5990726783173872,2.0,0.3227220578339685,8.0,0.5976014974768719,1.0,42.33,508.0,114.33,1372.0,31.0,372.0,122.42,1469.0,39.67,476.0,10.25,123.0,0.33,4.0,2.5,30.0,65.0,780.0,6.58,79.0,274.25,3291.0,5.25,63.0,JULIANSTOWN,10176.0,-1.99431662,36.86918106,38.93474843,4.66219291,13.14870322,Meath,,24.0,475000.0,80000.0,190545.58333333334,170000.0
4449001,500000.0,Bungalow ,4.0,2.0,177.0,D24,D1,,7.629538024944442,0.0,2.0412738754326143,11.0,4.301591654586267,1.0,24.17,290.0,104.75,1257.0,19.67,236.0,92.42,1109.0,35.17,422.0,12.17,146.0,0.25,3.0,4.33,52.0,58.0,696.0,10.08,121.0,275.67,3308.0,5.58,67.0,,,,,,,,Dublin,,2.0,425000.0,227500.0,326250.0,326250.0
4448999,500000.0,Bungalow ,4.0,2.0,177.0,D24,D1,,7.629538024944442,0.0,2.0412738754326143,11.0,4.301591654586267,1.0,24.17,290.0,104.75,1257.0,19.67,236.0,92.42,1109.0,35.17,422.0,12.17,146.0,0.25,3.0,4.33,52.0,58.0,696.0,10.08,121.0,275.67,3308.0,5.58,67.0,,,,,,,,Dublin,,2.0,425000.0,227500.0,326250.0,326250.0
4438021,500000.0,Bungalow ,4.0,2.0,177.0,D24,D1,,7.629538024944442,0.0,2.0412738754326143,11.0,4.301591654586267,1.0,24.17,290.0,104.75,1257.0,19.67,236.0,92.42,1109.0,35.17,422.0,12.17,146.0,0.25,3.0,4.33,52.0,58.0,696.0,10.08,121.0,275.67,3308.0,5.58,67.0,,,,,,,,Dublin,,2.0,425000.0,227500.0,326250.0,326250.0
4453108,220000.0,Bungalow ,3.0,1.0,111.0,E41,E1,,1.045372387654541,3.0,0.9405731379198028,14.0,0.5883028756572082,2.0,62.17,746.0,62.83,754.0,56.08,673.0,98.5,1182.0,67.75,813.0,14.58,175.0,0.17,2.0,29.58,355.0,372.25,4467.0,1.08,13.0,173.17,2078.0,9.67,116.0,THURLES URBAN,6814.0,-12.33219874,24.34355892,23.92133842,18.01349194,22.22471366,Tipperary,399.0,35.0,273000.0,16666.66,92730.95028571428,95000.0
4357456,595000.0,Investment ,5.0,2.0,117.0,D15,D2,261.87,0.5405984920444381,8.0,0.4538747338214522,48.0,0.08364665552880672,2.0,216.92,2603.0,549.17,6590.0,295.08,3541.0,949.75,11397.0,289.75,3477.0,134.17,1610.0,3.33,40.0,357.83,4294.0,576.5,6918.0,117.67,1412.0,2243.42,26921.0,82.75,993.0,BLANCHARDSTOWN-ROSELAWN,1688.0,-2.0126194,37.85206633,43.3056872,4.43649597,10.26912741,Dublin,,24.0,650000.0,195000.0,297031.25,251500.0
4454576,90000.0,Terraced House ,3.0,2.0,87.0,T34,G,493.92,0.6947929913329838,1.0,0.13269114526658832,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,CARRIGNAVAR,1225.0,0.96566071,33.26114989,41.14285714,0.82126441,6.91756312,Cork,415.0,5.0,431000.0,198000.0,297700.0,287000.0
4453923,135000.0,Detached House ,3.0,3.0,96.0,V35,D1,,4.9648935703074315,1.0,4.175865872220363,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ARDPATRICK,380.0,-6.02953722,27.565974800000003,34.21052632,0.0,10.26408396,Limerick,212.0,2.0,240000.0,114100.0,177050.0,177050.0
4464296,825000.0,Detached House ,5.0,,480.0,A85,D1,,14.749444946373925,0.0,0.6111525809244571,2.0,1.0717810966710786,1.0,24.33,292.0,58.17,698.0,7.08,85.0,38.0,456.0,23.0,276.0,6.58,79.0,0.0,0.0,13.67,164.0,31.08,373.0,2.58,31.0,111.5,1338.0,1.75,21.0,DUNSHAUGHLIN,5840.0,2.40458495,42.16069648,47.75684932,4.17541113,9.0203103,Meath,,12.0,418502.2,172000.0,313063.87583333335,327500.0
4417833,400000.0,Detached House ,4.0,2.0,158.0,T12,F,418.35,0.9102934943503316,15.0,0.3531980673791223,34.0,1.0757754600297795,7.0,31.5,378.0,76.25,915.0,38.17,458.0,105.0,1260.0,39.17,470.0,29.92,359.0,0.33,4.0,6.08,73.0,131.17,1574.0,5.67,68.0,357.92,4295.0,2.75,33.0,BISHOPSTOWN C,4925.0,-0.1197511,48.05253925,44.16243655,6.3373988,12.1113576,Cork,128.0,35.0,755000.0,100000.0,288192.0857142857,244000.0
4418463,0.0,Bungalow ,6.0,3.0,,V94,,,8.269474002044086,0.0,1.5672060336187272,4.0,3.2561787665603434,1.0,8.0,96.0,18.67,224.0,3.17,38.0,17.58,211.0,4.75,57.0,1.5,18.0,0.08,1.0,1.75,21.0,6.25,75.0,0.67,8.0,38.83,466.0,1.42,17.0,FEDAMORE,1257.0,-8.73335828,27.21877511,34.84486874,6.34668596,19.49337857,Limerick,,2.0,307500.0,125000.0,216250.0,216250.0
4454920,320000.0,Detached House ,3.0,1.0,95.0,V94,G,524.23,0.7041852244366669,10.0,0.3962037262077024,32.0,1.5101989291122937,3.0,235.08,2821.0,326.5,3918.0,297.83,3574.0,591.75,7101.0,185.0,2220.0,71.58,859.0,2.25,27.0,225.0,2700.0,1061.67,12740.0,48.67,584.0,1609.42,19313.0,71.17,854.0,DOCK C,976.0,-5.36114269,40.84590747,37.60245902,21.06204035,16.38823207,Limerick,,34.0,485000.0,94000.0,262720.5882352941,228750.0
3765723,0.0,Period House ,6.0,5.0,632.0,,,,0.6633715909308738,18.0,1.0443130420150708,40.0,1.7139838133179612,6.0,116.17,1394.0,88.08,1057.0,178.25,2139.0,392.75,4713.0,65.67,788.0,14.25,171.0,0.5,6.0,39.58,475.0,354.08,4249.0,9.67,116.0,272.08,3265.0,38.75,465.0,BISHOPSTOWN C,4925.0,-0.1197511,48.05253925,44.16243655,6.3373988,12.1113576,Cork,27.0,23.0,1020000.0,155000.0,357582.97695652174,365000.0
4444768,450000.0,Detached House ,4.0,2.0,132.0,H91,B3,143.97,10.329616737630786,0.0,0.709485245613193,4.0,0.6831965137979878,1.0,3.83,46.0,9.83,118.0,2.33,28.0,8.92,107.0,5.33,64.0,1.08,13.0,0.0,0.0,0.75,9.0,5.67,68.0,0.17,2.0,15.08,181.0,0.33,4.0,TULLOKYNE,2075.0,2.14054462,49.640775,49.493975899999995,1.08476982,9.48857317,Galway,,14.0,575000.0,80000.0,211870.0,120000.0
4450023,850000.0,Detached House ,5.0,4.0,199.0,T12,D1,,0.5926596908494739,18.0,0.3122332787133919,49.0,1.3628072190836715,8.0,43.75,525.0,50.0,600.0,49.5,594.0,131.25,1575.0,35.75,429.0,10.0,120.0,0.17,2.0,13.5,162.0,169.67,2036.0,3.08,37.0,225.33,2704.0,8.42,101.0,MAHON A,5066.0,-2.93843242,40.53531066,37.99842084,21.0352195,15.40766147,Cork,250.0,22.0,1450000.0,132500.0,411750.0,344750.0
4453904,150000.0,Detached House ,3.0,3.0,96.0,V35,D1,,4.895747536876493,1.0,4.146584151044861,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ARDPATRICK,380.0,-6.02953722,27.565974800000003,34.21052632,0.0,10.26408396,Limerick,212.0,2.0,240000.0,114100.0,177050.0,177050.0
4375213,375000.0,Detached House ,4.0,3.0,,Y35,C2,190.67,4.906925223528195,1.0,0.8887116944619672,5.0,0.6925955774280959,2.0,7.08,85.0,19.67,236.0,4.58,55.0,17.67,212.0,8.17,98.0,2.08,25.0,0.0,0.0,2.42,29.0,8.25,99.0,0.33,4.0,40.5,486.0,0.83,10.0,ARDCAVAN,2841.0,-4.66465148,33.39125817,37.27560718,8.08576421,14.58626874,Wexford,322.0,17.0,350000.0,137000.0,217705.88235294117,190000.0
3665703,449950.0,Detached House ,4.0,4.0,240.0,W91,B1,,13.395862543493473,0.0,2.464034089810648,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BALLITORE,1133.0,-8.71661331,24.20590869,25.41924095,20.04780822,16.34276403,Kildare,327.0,12.0,475000.0,65000.0,212833.33333333334,210500.0
4323325,449950.0,Detached House ,4.0,4.0,240.0,W91,B1,,13.395862543493473,0.0,2.464034089810648,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BALLITORE,1133.0,-8.71661331,24.20590869,25.41924095,20.04780822,16.34276403,Kildare,327.0,12.0,475000.0,65000.0,212833.33333333334,210500.0
4468776,449950.0,Detached House ,4.0,4.0,240.0,W91,B1,,13.395862543493473,0.0,2.464034089810648,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BALLITORE,1133.0,-8.71661331,24.20590869,25.41924095,20.04780822,16.34276403,Kildare,327.0,12.0,475000.0,65000.0,212833.33333333334,210500.0
4442098,270000.0,Semi-Detached House ,3.0,1.0,115.0,V94,D2,263.4,0.7200584383602981,10.0,0.4317441425387714,32.0,1.5182930082790702,3.0,235.08,2821.0,326.5,3918.0,297.83,3574.0,591.75,7101.0,185.0,2220.0,71.58,859.0,2.25,27.0,225.0,2700.0,1061.67,12740.0,48.67,584.0,1609.42,19313.0,71.17,854.0,DOCK C,976.0,-5.36114269,40.84590747,37.60245902,21.06204035,16.38823207,Limerick,,34.0,485000.0,94000.0,262720.5882352941,228750.0
4285093,325000.0,Detached House ,4.0,3.0,,Y35,B3,135.64,15.370146521564,0.0,2.5692007802318844,2.0,4.117898763401753,1.0,10.67,128.0,24.5,294.0,8.75,105.0,22.92,275.0,8.83,106.0,0.75,9.0,0.08,1.0,2.83,34.0,6.92,83.0,0.17,2.0,32.08,385.0,1.08,13.0,KILCOWAN,492.0,-7.53344656,25.5394693,31.30081301,1.0707912,14.00063351,Wexford,81.0,12.0,532000.0,25875.0,181843.75,134625.0
4451864,375000.0,Bungalow ,4.0,3.0,,R56,C2,,9.659996139092351,0.0,4.08530673501304,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BALLYSAX EAST,1945.0,-7.03560755,26.03010529,32.85347044,5.23784526,11.87228869,Kildare,292.0,3.0,302000.0,165000.0,214000.0,175000.0
4418155,485000.0,Detached House ,4.0,5.0,269.0,P31,C1,,4.2328120380810645,3.0,0.7167755893392336,12.0,0.8061692234661486,3.0,39.5,474.0,45.83,550.0,53.58,643.0,121.75,1461.0,43.33,520.0,12.83,154.0,0.0,0.0,7.25,87.0,186.75,2241.0,2.67,32.0,171.92,2063.0,7.67,92.0,BALLINCOLLIG,18621.0,2.6697352000000003,45.23497395,44.11148703,7.64320346,8.94425775,Cork,27.0,26.0,590300.0,170000.0,329222.025,318000.0
4455179,240000.0,Terraced House ,3.0,1.0,139.0,Y14,G,,0.9446534462135756,2.0,0.6585970696006962,6.0,0.7037101602786606,1.0,76.25,915.0,100.67,1208.0,97.33,1168.0,130.17,1562.0,48.17,578.0,16.25,195.0,0.5,6.0,61.33,736.0,186.08,2233.0,6.0,72.0,240.25,2883.0,13.67,164.0,,,,,,,,Wicklow,277.0,8.0,295000.0,122000.0,165050.25,148000.0
4450388,1250000.0,Detached House ,6.0,3.0,380.0,K34,B3,148.84,4.621924164972938,1.0,1.8076809670284704,9.0,2.05948776968752,1.0,28.17,338.0,57.25,687.0,12.0,144.0,79.17,950.0,20.0,240.0,6.17,74.0,0.17,2.0,4.17,50.0,52.17,626.0,4.58,55.0,106.5,1278.0,2.5,30.0,HOLMPATRICK,3458.0,3.63522232,44.92186303,52.197802200000005,2.93234267,8.7075337,Dublin,359.0,7.0,700000.0,62500.0,456857.14285714284,608500.0
4454297,165000.0,Detached House ,3.0,2.0,,Y35,E2,342.72,9.001163399476946,0.0,0.28008590862190963,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,MAYGLASS,617.0,-4.02761563,31.1029122,41.16693679,0.92220044,13.56403073,Wexford,81.0,4.0,290556.0,145000.0,224889.0,232000.0
4334891,900000.0,Detached House ,4.0,3.0,320.0,V94,C3,200.06,7.565470926635385,0.0,0.769603229400751,6.0,4.061804413500338,1.0,10.83,130.0,40.67,488.0,10.17,122.0,44.92,539.0,13.17,158.0,5.25,63.0,0.17,2.0,3.58,43.0,20.67,248.0,1.33,16.0,94.08,1129.0,3.08,37.0,BALLYVARRA,4288.0,4.27445297,49.47868135,49.34701493,1.83095426,6.74978881,Limerick,358.0,4.0,465000.0,250000.0,375000.0,392500.0
4349025,3600000.0,Detached House ,5.0,4.0,724.0,D13,C3,206.92,1.0194625151166907,4.0,1.45482844612745,8.0,2.1871573957700368,1.0,31.33,376.0,140.25,1683.0,40.92,491.0,155.58,1867.0,31.42,377.0,14.92,179.0,0.33,4.0,9.42,113.0,120.42,1445.0,14.75,177.0,317.58,3811.0,9.67,116.0,HOWTH,8294.0,5.64440059,54.16434813,62.75620931,1.30621298,6.32320423,Dublin,67.0,9.0,1225000.0,562500.0,752833.3333333334,700000.0
4413617,675000.0,Detached House ,4.0,2.0,,Y35,C2,182.32,3.485976156975,3.0,2.4785162183496565,11.0,4.296157840157105,1.0,95.58,1147.0,171.17,2054.0,145.25,1743.0,247.58,2971.0,108.83,1306.0,39.83,478.0,0.67,8.0,56.17,674.0,385.17,4622.0,6.92,83.0,456.25,5475.0,18.0,216.0,DRINAGH,1139.0,-6.23312752,30.20493934,39.77172959,10.17572922,18.36097716,Wexford,81.0,6.0,500000.0,202000.0,293250.0,272500.0
4458965,355000.0,Detached House ,4.0,1.0,143.0,V94,G,940.55,0.8640883298840172,10.0,0.5197502170958231,32.0,1.6414090528711398,3.0,191.58,2299.0,305.17,3662.0,205.17,2462.0,693.58,8323.0,125.25,1503.0,52.83,634.0,1.58,19.0,115.58,1387.0,424.67,5096.0,28.83,346.0,1011.08,12133.0,51.83,622.0,BALLINACURRA B,1371.0,-16.56569105,19.59326208,21.88183807,11.69263025,26.45927798,Limerick,,6.0,550000.0,117500.0,270583.3333333333,193000.0
4372923,379000.0,,4.0,2.0,150.0,Y25,C2,,18.31167993936523,0.0,2.2204173776695515,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BALLOUGHTER,504.0,-7.09695088,26.02661481,38.88888889,1.76352902,16.6776048,Wexford,,5.0,219000.0,74900.0,145780.0,150000.0
4452361,495000.0,Detached House ,5.0,3.0,245.0,V94,C1,174.92,9.899105218870666,0.0,1.5910862245490045,3.0,4.5278768567167615,1.0,10.83,130.0,40.67,488.0,10.17,122.0,44.92,539.0,13.17,158.0,5.25,63.0,0.17,2.0,3.58,43.0,20.67,248.0,1.33,16.0,94.08,1129.0,3.08,37.0,O'BRIENSBRIDGE,627.0,-3.25893127,34.48419603,47.68740032,2.73095326,11.56564339,Clare,358.0,4.0,318535.0,30000.0,168508.75,162750.0
4452582,225000.0,House ,3.0,1.0,221.0,Y14,G,758.54,0.4298362328706501,2.0,0.2492479431678097,6.0,0.18464042551153967,1.0,76.25,915.0,100.67,1208.0,97.33,1168.0,130.17,1562.0,48.17,578.0,16.25,195.0,0.5,6.0,61.33,736.0,186.08,2233.0,6.0,72.0,240.25,2883.0,13.67,164.0,,,,,,,,Wicklow,277.0,8.0,295000.0,122000.0,165050.25,148000.0
4456066,750000.0,Detached House ,4.0,5.0,220.0,W23,B3,,3.5545041779440902,1.0,1.4946877304941728,3.0,4.610262320336755,1.0,33.42,401.0,91.58,1099.0,26.58,319.0,72.67,872.0,31.08,373.0,6.92,83.0,0.25,3.0,3.75,45.0,38.92,467.0,7.67,92.0,156.25,1875.0,4.75,57.0,STRAFFAN,2035.0,6.64909407,46.20691192,53.26781327,1.53298224,5.03804973,Kildare,31.0,20.0,2120000.0,154084.0,459880.85,335000.0
4468985,0.0,Semi-Detached House ,3.0,3.0,135.0,R35,C1,,0.5745326559552777,2.0,0.025816874653824342,14.0,0.09342515086532542,1.0,104.33,1252.0,127.25,1527.0,85.33,1024.0,174.0,2088.0,86.17,1034.0,33.83,406.0,0.08,1.0,57.75,693.0,337.42,4049.0,3.75,45.0,348.25,4179.0,21.42,257.0,TULLAMORE URBAN,11437.0,-10.58598437,29.45651049,28.23292822,15.88852177,23.45195595,Offaly,162.0,12.0,390000.0,15000.0,169083.33333333334,117500.0
4453936,595000.0,Detached House ,12.0,12.0,367.0,R95,C1,168.67,0.5108264988034856,5.0,0.5023523430577528,11.0,0.8615603916357656,1.0,198.5,2382.0,249.58,2995.0,205.0,2460.0,250.5,3006.0,140.58,1687.0,46.25,555.0,0.58,7.0,63.58,763.0,805.33,9664.0,8.25,99.0,688.58,8263.0,19.58,235.0,,,,,,,,Kilkenny,102.0,15.0,880000.0,100000.0,286333.3333333333,235000.0
4459584,375000.0,Detached House ,4.0,2.0,133.0,Y21,C3,209.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438855,169000.0,Detached House ,2.0,2.0,,R95,D2,,7.750663689823703,0.0,3.0021178240719504,3.0,3.01824486088912,1.0,1.67,20.0,7.17,86.0,0.75,9.0,4.25,51.0,1.0,12.0,0.08,1.0,0.0,0.0,0.42,5.0,1.25,15.0,0.08,1.0,6.33,76.0,0.5,6.0,KILMAGANNY,716.0,-6.59911028,25.63650537,36.73184358,6.93590937,12.71342578,Kilkenny,355.0,6.0,225000.0,20000.0,123208.33333333333,127500.0
4444782,690000.0,Investment ,,,520.0,R56,C1,,6.28219952093098,0.0,1.229457223631674,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,BALLYSHANNON,1789.0,0.03190368,39.70843237,47.06539966,7.90745851,9.25839075,Kildare,292.0,9.0,385000.0,87000.0,303569.44444444444,315000.0
4462179,395000.0,Detached House ,5.0,2.0,232.0,T45,D1,243.9,1.78510956916326,4.0,0.2014063729553645,27.0,1.7334265166358327,4.0,29.17,350.0,31.17,374.0,33.92,407.0,68.08,817.0,29.92,359.0,10.5,126.0,0.08,1.0,6.08,73.0,81.25,975.0,1.58,19.0,125.17,1502.0,5.92,71.0,CAHERLAG,7481.0,4.96545023,45.66363447,47.29314263,4.81722581,6.24877968,Cork,115.0,1.0,292000.0,292000.0,292000.0,292000.0
4439995,770000.0,Detached House ,5.0,3.0,269.0,V94,C1,167.96,0.23441485903754036,10.0,0.8467527772877821,31.0,1.4004601813899251,3.0,132.75,1593.0,180.08,2161.0,180.67,2168.0,529.67,6356.0,88.75,1065.0,22.58,271.0,0.92,11.0,121.17,1454.0,399.83,4798.0,23.67,284.0,581.67,6980.0,68.67,824.0,CASTLE C,1245.0,6.28806992,59.97219351,56.46586345,3.45830736,9.34439365,Limerick,117.0,31.0,920000.0,100000.0,315193.5483870968,262000.0
4450762,895000.0,Detached House ,4.0,2.0,175.0,D03,C3,205.44,0.7145505764893512,29.0,0.6024815152367224,110.0,0.4765150240795501,12.0,77.83,934.0,291.83,3502.0,80.17,962.0,330.83,3970.0,68.67,824.0,37.0,444.0,0.25,3.0,20.25,243.0,220.0,2640.0,45.92,551.0,711.08,8533.0,19.25,231.0,CLONTARF WEST C,3659.0,11.72080454,67.09228031,62.03880842,0.95404239,7.06608752,Dublin,56.0,29.0,1250000.0,99000.0,480508.6206896552,482000.0
