G-ID,Crime,Total (2004 to 2015)
20498,Controlled drug offences,18
20498,Damage to property and to the environment,141
20498,Dangerous or negligent acts,50
20498,"Fraud, deception and related offences",14
20498,Kidnapping and related offences,0
20498,"Offences against government, justice procedures and organisation of crime",15
20498,Public order and other social code offences,103
20498,"Robbery, extortion and hijacking offences",0
20498,Theft and related offences,244
20498,Weapons and Explosives Offences,1
20499,"Attempts or threats to murder, assaults, harassments and related offences",46
20499,Burglary and related offences,118
20499,Controlled drug offences,28
20499,Damage to property and to the environment,107
20499,Dangerous or negligent acts,64
20499,"Fraud, deception and related offences",13
20499,Kidnapping and related offences,0
20499,"Offences against government, justice procedures and organisation of crime",9
20499,Public order and other social code offences,68
20499,"Robbery, extortion and hijacking offences",2
20499,Theft and related offences,181
20499,Weapons and Explosives Offences,4
20500,"Attempts or threats to murder, assaults, harassments and related offences",158
20500,Burglary and related offences,36
20500,Controlled drug offences,10
20500,Damage to property and to the environment,137
20500,Dangerous or negligent acts,107
20500,"Fraud, deception and related offences",10
20500,Kidnapping and related offences,1
20500,"Offences against government, justice procedures and organisation of crime",19
20500,Public order and other social code offences,193
20500,"Robbery, extortion and hijacking offences",1
20500,Theft and related offences,94
20500,Weapons and Explosives Offences,1
20501,"Attempts or threats to murder, assaults, harassments and related offences",26
20501,Burglary and related offences,15
20501,Controlled drug offences,2
20501,Damage to property and to the environment,25
20501,Dangerous or negligent acts,9
20501,"Fraud, deception and related offences",2
20501,Kidnapping and related offences,0
20501,"Offences against government, justice procedures and organisation of crime",1
20501,Public order and other social code offences,19
20501,"Robbery, extortion and hijacking offences",0
20501,Theft and related offences,35
20501,Weapons and Explosives Offences,3
20502,"Attempts or threats to murder, assaults, harassments and related offences",78
20502,Burglary and related offences,42
20502,Controlled drug offences,6
20502,Damage to property and to the environment,78
20502,Dangerous or negligent acts,92
20502,"Fraud, deception and related offences",13
20502,Kidnapping and related offences,0
20502,"Offences against government, justice procedures and organisation of crime",8
20502,Public order and other social code offences,80
20502,"Robbery, extortion and hijacking offences",0
20502,Theft and related offences,84
20502,Weapons and Explosives Offences,6
20503,"Attempts or threats to murder, assaults, harassments and related offences",65
20503,Burglary and related offences,80
20503,Controlled drug offences,16
20503,Damage to property and to the environment,141
20503,Dangerous or negligent acts,62
20503,"Fraud, deception and related offences",18
20503,Kidnapping and related offences,0
20503,"Offences against government, justice procedures and organisation of crime",9
20503,Public order and other social code offences,119
20503,"Robbery, extortion and hijacking offences",2
20503,Theft and related offences,188
20503,Weapons and Explosives Offences,2
20504,"Attempts or threats to murder, assaults, harassments and related offences",71
20504,Burglary and related offences,24
20504,Controlled drug offences,0
20504,Damage to property and to the environment,44
20504,Dangerous or negligent acts,31
20504,"Fraud, deception and related offences",1
20504,Kidnapping and related offences,0
20504,"Offences against government, justice procedures and organisation of crime",8
20504,Public order and other social code offences,41
20504,"Robbery, extortion and hijacking offences",0
20504,Theft and related offences,42
20504,Weapons and Explosives Offences,5
20505,"Attempts or threats to murder, assaults, harassments and related offences",796
20505,Burglary and related offences,1591
20505,Controlled drug offences,648
20505,Damage to property and to the environment,1875
20505,Dangerous or negligent acts,683
20505,"Fraud, deception and related offences",127
20505,Kidnapping and related offences,2
20505,"Offences against government, justice procedures and organisation of crime",145
20505,Public order and other social code offences,1990
20505,"Robbery, extortion and hijacking offences",53
20505,Theft and related offences,2478
20505,Weapons and Explosives Offences,75
20506,"Attempts or threats to murder, assaults, harassments and related offences",44
20506,Burglary and related offences,10
20506,Controlled drug offences,6
20506,Damage to property and to the environment,35
20506,Dangerous or negligent acts,12
20506,"Fraud, deception and related offences",2
20506,Kidnapping and related offences,1
20506,"Offences against government, justice procedures and organisation of crime",3
20506,Public order and other social code offences,58
20506,"Robbery, extortion and hijacking offences",0
20506,Theft and related offences,38
20506,Weapons and Explosives Offences,1
20507,"Attempts or threats to murder, assaults, harassments and related offences",210
20507,Burglary and related offences,216
20507,Controlled drug offences,270
20507,Damage to property and to the environment,312
20507,Dangerous or negligent acts,408
20507,"Fraud, deception and related offences",77
20507,Kidnapping and related offences,1
20507,"Offences against government, justice procedures and organisation of crime",98
20507,Public order and other social code offences,782
20507,"Robbery, extortion and hijacking offences",5
20507,Theft and related offences,676
20507,Weapons and Explosives Offences,24
20508,"Attempts or threats to murder, assaults, harassments and related offences",17
20508,Burglary and related offences,69
20508,Controlled drug offences,16
20508,Damage to property and to the environment,33
20508,Dangerous or negligent acts,47
20508,"Fraud, deception and related offences",6
20508,Kidnapping and related offences,0
20508,"Offences against government, justice procedures and organisation of crime",4
20508,Public order and other social code offences,43
20508,"Robbery, extortion and hijacking offences",0
20508,Theft and related offences,109
20508,Weapons and Explosives Offences,3
20509,"Attempts or threats to murder, assaults, harassments and related offences",55
20509,Burglary and related offences,210
20509,Controlled drug offences,30
20509,Damage to property and to the environment,100
20509,Dangerous or negligent acts,138
20509,"Fraud, deception and related offences",26
20509,Kidnapping and related offences,0
20509,"Offences against government, justice procedures and organisation of crime",8
20509,Public order and other social code offences,74
20509,"Robbery, extortion and hijacking offences",3
20509,Theft and related offences,339
20509,Weapons and Explosives Offences,3
20510,"Attempts or threats to murder, assaults, harassments and related offences",32
20510,Burglary and related offences,44
20510,Controlled drug offences,41
20510,Damage to property and to the environment,64
20510,Dangerous or negligent acts,60
20510,"Fraud, deception and related offences",13
20510,Kidnapping and related offences,0
20510,"Offences against government, justice procedures and organisation of crime",5
20510,Public order and other social code offences,114
20510,"Robbery, extortion and hijacking offences",0
20510,Theft and related offences,100
20510,Weapons and Explosives Offences,4
20514,"Attempts or threats to murder, assaults, harassments and related offences",591
20514,Burglary and related offences,565
20514,Controlled drug offences,231
20514,Damage to property and to the environment,646
20514,Dangerous or negligent acts,549
20514,"Fraud, deception and related offences",180
20514,Kidnapping and related offences,0
20514,"Offences against government, justice procedures and organisation of crime",157
20514,Public order and other social code offences,1397
20514,"Robbery, extortion and hijacking offences",16
20514,Theft and related offences,1646
20514,Weapons and Explosives Offences,44
20515,"Attempts or threats to murder, assaults, harassments and related offences",23
20515,Burglary and related offences,74
20515,Controlled drug offences,10
20515,Damage to property and to the environment,54
20515,Dangerous or negligent acts,50
20515,"Fraud, deception and related offences",19
20515,Kidnapping and related offences,0
20515,"Offences against government, justice procedures and organisation of crime",8
20515,Public order and other social code offences,52
20515,"Robbery, extortion and hijacking offences",2
20515,Theft and related offences,110
20515,Weapons and Explosives Offences,2
20517,"Attempts or threats to murder, assaults, harassments and related offences",80
20517,Burglary and related offences,110
20517,Controlled drug offences,35
20517,Damage to property and to the environment,91
20517,Dangerous or negligent acts,68
20517,"Fraud, deception and related offences",15
20517,Kidnapping and related offences,1
20517,"Offences against government, justice procedures and organisation of crime",22
20517,Public order and other social code offences,70
20517,"Robbery, extortion and hijacking offences",1
20517,Theft and related offences,152
20517,Weapons and Explosives Offences,5
20519,"Attempts or threats to murder, assaults, harassments and related offences",10
20519,Burglary and related offences,25
20519,Controlled drug offences,1
20519,Damage to property and to the environment,10
20519,Dangerous or negligent acts,16
20519,"Fraud, deception and related offences",1
20519,Kidnapping and related offences,1
20519,"Offences against government, justice procedures and organisation of crime",0
20519,Public order and other social code offences,10
20519,"Robbery, extortion and hijacking offences",1
20519,Theft and related offences,20
20519,Weapons and Explosives Offences,0
20520,"Attempts or threats to murder, assaults, harassments and related offences",59
20520,Burglary and related offences,74
20520,Controlled drug offences,6
20520,Damage to property and to the environment,43
20520,Dangerous or negligent acts,31
20520,"Fraud, deception and related offences",18
20520,Kidnapping and related offences,0
20520,"Offences against government, justice procedures and organisation of crime",1
20520,Public order and other social code offences,101
20520,"Robbery, extortion and hijacking offences",0
20520,Theft and related offences,117
20520,Weapons and Explosives Offences,6
20521,"Attempts or threats to murder, assaults, harassments and related offences",693
20521,Burglary and related offences,575
20521,Controlled drug offences,421
20521,Damage to property and to the environment,1108
20521,Dangerous or negligent acts,485
20521,"Fraud, deception and related offences",234
20521,Kidnapping and related offences,2
20521,"Offences against government, justice procedures and organisation of crime",475
20521,Public order and other social code offences,2514
20521,"Robbery, extortion and hijacking offences",31
20521,Theft and related offences,1878
20521,Weapons and Explosives Offences,127
20522,"Attempts or threats to murder, assaults, harassments and related offences",29
20522,Burglary and related offences,53
20522,Controlled drug offences,11
20522,Damage to property and to the environment,59
20522,Dangerous or negligent acts,48
20522,"Fraud, deception and related offences",6
20522,Kidnapping and related offences,0
20522,"Offences against government, justice procedures and organisation of crime",11
20522,Public order and other social code offences,52
20522,"Robbery, extortion and hijacking offences",0
20522,Theft and related offences,73
20522,Weapons and Explosives Offences,6
20523,"Attempts or threats to murder, assaults, harassments and related offences",38
20523,Burglary and related offences,30
20523,Controlled drug offences,7
20523,Damage to property and to the environment,26
20523,Dangerous or negligent acts,23
20523,"Fraud, deception and related offences",4
20523,Kidnapping and related offences,0
20523,"Offences against government, justice procedures and organisation of crime",3
20523,Public order and other social code offences,376
20523,"Robbery, extortion and hijacking offences",0
20523,Theft and related offences,59
20523,Weapons and Explosives Offences,1
20524,"Attempts or threats to murder, assaults, harassments and related offences",11
20524,Burglary and related offences,31
20524,Controlled drug offences,1
20524,Damage to property and to the environment,25
20524,Dangerous or negligent acts,24
20524,"Fraud, deception and related offences",0
20524,Kidnapping and related offences,0
20524,"Offences against government, justice procedures and organisation of crime",0
20524,Public order and other social code offences,20
20524,"Robbery, extortion and hijacking offences",0
20524,Theft and related offences,59
20524,Weapons and Explosives Offences,2
20526,"Attempts or threats to murder, assaults, harassments and related offences",86
20526,Burglary and related offences,144
20526,Controlled drug offences,13
20526,Damage to property and to the environment,93
20526,Dangerous or negligent acts,95
20526,"Fraud, deception and related offences",41
20526,Kidnapping and related offences,0
20526,"Offences against government, justice procedures and organisation of crime",15
20526,Public order and other social code offences,265
20526,"Robbery, extortion and hijacking offences",1
20526,Theft and related offences,244
20526,Weapons and Explosives Offences,8
20527,"Attempts or threats to murder, assaults, harassments and related offences",7
20527,Burglary and related offences,28
20527,Controlled drug offences,3
20527,Damage to property and to the environment,14
20527,Dangerous or negligent acts,12
20527,"Fraud, deception and related offences",1
20527,Kidnapping and related offences,0
20527,"Offences against government, justice procedures and organisation of crime",0
20527,Public order and other social code offences,12
20527,"Robbery, extortion and hijacking offences",0
20527,Theft and related offences,32
20527,Weapons and Explosives Offences,1
20528,"Attempts or threats to murder, assaults, harassments and related offences",28
20528,Burglary and related offences,126
20528,Controlled drug offences,5
20528,Damage to property and to the environment,88
20528,Dangerous or negligent acts,68
20528,"Fraud, deception and related offences",8
20528,Kidnapping and related offences,0
20528,"Offences against government, justice procedures and organisation of crime",16
20528,Public order and other social code offences,58
20528,"Robbery, extortion and hijacking offences",5
20528,Theft and related offences,216
20528,Weapons and Explosives Offences,2
20529,"Attempts or threats to murder, assaults, harassments and related offences",27
20529,Burglary and related offences,53
20529,Controlled drug offences,2
20529,Damage to property and to the environment,22
20529,Dangerous or negligent acts,37
20529,"Fraud, deception and related offences",18
20529,Kidnapping and related offences,0
20529,"Offences against government, justice procedures and organisation of crime",7
20529,Public order and other social code offences,26
20529,"Robbery, extortion and hijacking offences",0
20529,Theft and related offences,91
20529,Weapons and Explosives Offences,1
20530,"Attempts or threats to murder, assaults, harassments and related offences",222
20530,Burglary and related offences,271
20530,Controlled drug offences,108
20530,Damage to property and to the environment,270
20530,Dangerous or negligent acts,148
20530,"Fraud, deception and related offences",76
20530,Kidnapping and related offences,1
20530,"Offences against government, justice procedures and organisation of crime",39
20530,Public order and other social code offences,426
20530,"Robbery, extortion and hijacking offences",6
20530,Theft and related offences,628
20530,Weapons and Explosives Offences,15
20533,"Attempts or threats to murder, assaults, harassments and related offences",43
20533,Burglary and related offences,70
20533,Controlled drug offences,25
20533,Damage to property and to the environment,56
20533,Dangerous or negligent acts,32
20533,"Fraud, deception and related offences",14
20533,Kidnapping and related offences,0
20533,"Offences against government, justice procedures and organisation of crime",6
20533,Public order and other social code offences,58
20533,"Robbery, extortion and hijacking offences",3
20533,Theft and related offences,95
20533,Weapons and Explosives Offences,2
20534,"Attempts or threats to murder, assaults, harassments and related offences",76
20534,Burglary and related offences,113
20534,Controlled drug offences,40
20534,Damage to property and to the environment,95
20534,Dangerous or negligent acts,52
20534,"Fraud, deception and related offences",11
20534,Kidnapping and related offences,0
20534,"Offences against government, justice procedures and organisation of crime",4
20534,Public order and other social code offences,119
20534,"Robbery, extortion and hijacking offences",3
20534,Theft and related offences,246
20534,Weapons and Explosives Offences,7
20535,"Attempts or threats to murder, assaults, harassments and related offences",36
20535,Burglary and related offences,39
20535,Controlled drug offences,65
20535,Damage to property and to the environment,28
20535,Dangerous or negligent acts,17
20535,"Fraud, deception and related offences",4
20535,Kidnapping and related offences,0
20535,"Offences against government, justice procedures and organisation of crime",8
20535,Public order and other social code offences,25
20535,"Robbery, extortion and hijacking offences",1
20535,Theft and related offences,95
20535,Weapons and Explosives Offences,0
20536,"Attempts or threats to murder, assaults, harassments and related offences",19
20536,Burglary and related offences,49
20536,Controlled drug offences,15
20536,Damage to property and to the environment,30
20536,Dangerous or negligent acts,36
20536,"Fraud, deception and related offences",14
20536,Kidnapping and related offences,0
20536,"Offences against government, justice procedures and organisation of crime",6
20536,Public order and other social code offences,30
20536,"Robbery, extortion and hijacking offences",1
20536,Theft and related offences,123
20536,Weapons and Explosives Offences,3
20537,"Attempts or threats to murder, assaults, harassments and related offences",561
20537,Burglary and related offences,234
20537,Controlled drug offences,306
20537,Damage to property and to the environment,291
20537,Dangerous or negligent acts,172
20537,"Fraud, deception and related offences",61
20537,Kidnapping and related offences,1
20537,"Offences against government, justice procedures and organisation of crime",182
20537,Public order and other social code offences,544
20537,"Robbery, extortion and hijacking offences",4
20537,Theft and related offences,590
20537,Weapons and Explosives Offences,48
20538,"Attempts or threats to murder, assaults, harassments and related offences",281
20538,Burglary and related offences,308
20538,Controlled drug offences,115
20538,Damage to property and to the environment,330
20538,Dangerous or negligent acts,174
20538,"Fraud, deception and related offences",67
20538,Kidnapping and related offences,1
20538,"Offences against government, justice procedures and organisation of crime",49
20538,Public order and other social code offences,699
20538,"Robbery, extortion and hijacking offences",0
20538,Theft and related offences,530
20538,Weapons and Explosives Offences,32
20539,"Attempts or threats to murder, assaults, harassments and related offences",86
20539,Burglary and related offences,68
20539,Controlled drug offences,14
20539,Damage to property and to the environment,127
20539,Dangerous or negligent acts,62
20539,"Fraud, deception and related offences",13
20539,Kidnapping and related offences,0
20539,"Offences against government, justice procedures and organisation of crime",9
20539,Public order and other social code offences,77
20539,"Robbery, extortion and hijacking offences",3
20539,Theft and related offences,159
20539,Weapons and Explosives Offences,9
20543,"Attempts or threats to murder, assaults, harassments and related offences",817
20543,Burglary and related offences,561
20543,Controlled drug offences,263
20543,Damage to property and to the environment,931
20543,Dangerous or negligent acts,516
20543,"Fraud, deception and related offences",160
20543,Kidnapping and related offences,1
20543,"Offences against government, justice procedures and organisation of crime",295
20543,Public order and other social code offences,1677
20543,"Robbery, extortion and hijacking offences",20
20543,Theft and related offences,1363
20543,Weapons and Explosives Offences,61
20544,"Attempts or threats to murder, assaults, harassments and related offences",55
20544,Burglary and related offences,46
20544,Controlled drug offences,14
20544,Damage to property and to the environment,55
20544,Dangerous or negligent acts,39
20544,"Fraud, deception and related offences",6
20544,Kidnapping and related offences,0
20544,"Offences against government, justice procedures and organisation of crime",6
20544,Public order and other social code offences,43
20544,"Robbery, extortion and hijacking offences",2
20544,Theft and related offences,111
20544,Weapons and Explosives Offences,2
20545,"Attempts or threats to murder, assaults, harassments and related offences",14
20545,Burglary and related offences,41
20545,Controlled drug offences,4
20545,Damage to property and to the environment,27
20545,Dangerous or negligent acts,50
20545,"Fraud, deception and related offences",14
20545,Kidnapping and related offences,1
20545,"Offences against government, justice procedures and organisation of crime",5
20545,Public order and other social code offences,17
20545,"Robbery, extortion and hijacking offences",0
20545,Theft and related offences,106
20545,Weapons and Explosives Offences,1
20547,"Attempts or threats to murder, assaults, harassments and related offences",65
20547,Burglary and related offences,39
20547,Controlled drug offences,3
20547,Damage to property and to the environment,40
20547,Dangerous or negligent acts,36
20547,"Fraud, deception and related offences",12
20547,Kidnapping and related offences,0
20547,"Offences against government, justice procedures and organisation of crime",10
20547,Public order and other social code offences,60
20547,"Robbery, extortion and hijacking offences",0
20547,Theft and related offences,86
20547,Weapons and Explosives Offences,4
20548,"Attempts or threats to murder, assaults, harassments and related offences",79
20548,Burglary and related offences,69
20548,Controlled drug offences,16
20548,Damage to property and to the environment,78
20548,Dangerous or negligent acts,40
20548,"Fraud, deception and related offences",10
20548,Kidnapping and related offences,0
20548,"Offences against government, justice procedures and organisation of crime",10
20548,Public order and other social code offences,163
20548,"Robbery, extortion and hijacking offences",1
20548,Theft and related offences,193
20548,Weapons and Explosives Offences,3
20549,"Attempts or threats to murder, assaults, harassments and related offences",40
20549,Burglary and related offences,73
20549,Controlled drug offences,14
20549,Damage to property and to the environment,72
20549,Dangerous or negligent acts,72
20549,"Fraud, deception and related offences",8
20549,Kidnapping and related offences,0
20549,"Offences against government, justice procedures and organisation of crime",4
20549,Public order and other social code offences,27
20549,"Robbery, extortion and hijacking offences",0
20549,Theft and related offences,130
20549,Weapons and Explosives Offences,5
20550,"Attempts or threats to murder, assaults, harassments and related offences",42
20550,Burglary and related offences,76
20550,Controlled drug offences,6
20550,Damage to property and to the environment,62
20550,Dangerous or negligent acts,49
20550,"Fraud, deception and related offences",16
20550,Kidnapping and related offences,0
20550,"Offences against government, justice procedures and organisation of crime",9
20550,Public order and other social code offences,35
20550,"Robbery, extortion and hijacking offences",0
20550,Theft and related offences,131
20550,Weapons and Explosives Offences,6
20551,"Attempts or threats to murder, assaults, harassments and related offences",1137
20551,Burglary and related offences,846
20551,Controlled drug offences,552
20551,Damage to property and to the environment,1838
20551,Dangerous or negligent acts,719
20551,"Fraud, deception and related offences",290
20551,Kidnapping and related offences,5
20551,"Offences against government, justice procedures and organisation of crime",234
20551,Public order and other social code offences,3315
20551,"Robbery, extortion and hijacking offences",41
20551,Theft and related offences,3299
20551,Weapons and Explosives Offences,86
20554,"Attempts or threats to murder, assaults, harassments and related offences",52
20554,Burglary and related offences,80
20554,Controlled drug offences,11
20554,Damage to property and to the environment,116
20554,Dangerous or negligent acts,57
20554,"Fraud, deception and related offences",8
20554,Kidnapping and related offences,0
20554,"Offences against government, justice procedures and organisation of crime",3
20554,Public order and other social code offences,113
20554,"Robbery, extortion and hijacking offences",2
20554,Theft and related offences,174
20554,Weapons and Explosives Offences,3
20555,"Attempts or threats to murder, assaults, harassments and related offences",35
20555,Burglary and related offences,78
20555,Controlled drug offences,3
20555,Damage to property and to the environment,55
20555,Dangerous or negligent acts,56
20555,"Fraud, deception and related offences",9
20555,Kidnapping and related offences,0
20555,"Offences against government, justice procedures and organisation of crime",3
20555,Public order and other social code offences,49
20555,"Robbery, extortion and hijacking offences",0
20555,Theft and related offences,166
20555,Weapons and Explosives Offences,6
20558,"Attempts or threats to murder, assaults, harassments and related offences",101
20558,Burglary and related offences,97
20558,Controlled drug offences,21
20558,Damage to property and to the environment,130
20558,Dangerous or negligent acts,107
20558,"Fraud, deception and related offences",20
20558,Kidnapping and related offences,0
20558,"Offences against government, justice procedures and organisation of crime",18
20558,Public order and other social code offences,182
20558,"Robbery, extortion and hijacking offences",1
20558,Theft and related offences,195
20558,Weapons and Explosives Offences,9
20559,"Attempts or threats to murder, assaults, harassments and related offences",70
20559,Burglary and related offences,70
20559,Controlled drug offences,22
20559,Damage to property and to the environment,144
20559,Dangerous or negligent acts,65
20559,"Fraud, deception and related offences",14
20559,Kidnapping and related offences,1
20559,"Offences against government, justice procedures and organisation of crime",3
20559,Public order and other social code offences,95
20559,"Robbery, extortion and hijacking offences",0
20559,Theft and related offences,199
20559,Weapons and Explosives Offences,7
20561,"Attempts or threats to murder, assaults, harassments and related offences",36
20561,Burglary and related offences,24
20561,Controlled drug offences,10
20561,Damage to property and to the environment,28
20561,Dangerous or negligent acts,22
20561,"Fraud, deception and related offences",9
20561,Kidnapping and related offences,0
20561,"Offences against government, justice procedures and organisation of crime",0
20561,Public order and other social code offences,30
20561,"Robbery, extortion and hijacking offences",0
20561,Theft and related offences,121
20561,Weapons and Explosives Offences,4
20562,"Attempts or threats to murder, assaults, harassments and related offences",1149
20562,Burglary and related offences,702
20562,Controlled drug offences,451
20562,Damage to property and to the environment,1819
20562,Dangerous or negligent acts,616
20562,"Fraud, deception and related offences",280
20562,Kidnapping and related offences,1
20562,"Offences against government, justice procedures and organisation of crime",191
20562,Public order and other social code offences,2782
20562,"Robbery, extortion and hijacking offences",30
20562,Theft and related offences,2099
20562,Weapons and Explosives Offences,106
20564,"Attempts or threats to murder, assaults, harassments and related offences",135
20564,Burglary and related offences,173
20564,Controlled drug offences,48
20564,Damage to property and to the environment,179
20564,Dangerous or negligent acts,132
20564,"Fraud, deception and related offences",30
20564,Kidnapping and related offences,0
20564,"Offences against government, justice procedures and organisation of crime",17
20564,Public order and other social code offences,226
20564,"Robbery, extortion and hijacking offences",3
20564,Theft and related offences,269
20564,Weapons and Explosives Offences,5
20566,"Attempts or threats to murder, assaults, harassments and related offences",208
20566,Burglary and related offences,63
20566,Controlled drug offences,29
20566,Damage to property and to the environment,279
20566,Dangerous or negligent acts,185
20566,"Fraud, deception and related offences",37
20566,Kidnapping and related offences,0
20566,"Offences against government, justice procedures and organisation of crime",27
20566,Public order and other social code offences,463
20566,"Robbery, extortion and hijacking offences",3
20566,Theft and related offences,263
20566,Weapons and Explosives Offences,16
20569,"Attempts or threats to murder, assaults, harassments and related offences",64
20569,Burglary and related offences,29
20569,Controlled drug offences,16
20569,Damage to property and to the environment,55
20569,Dangerous or negligent acts,52
20569,"Fraud, deception and related offences",11
20569,Kidnapping and related offences,0
20569,"Offences against government, justice procedures and organisation of crime",0
20569,Public order and other social code offences,67
20569,"Robbery, extortion and hijacking offences",1
20569,Theft and related offences,91
20569,Weapons and Explosives Offences,0
20570,"Attempts or threats to murder, assaults, harassments and related offences",38
20570,Burglary and related offences,13
20570,Controlled drug offences,0
20570,Damage to property and to the environment,23
20570,Dangerous or negligent acts,12
20570,"Fraud, deception and related offences",3
20570,Kidnapping and related offences,6
20570,"Offences against government, justice procedures and organisation of crime",1
20570,Public order and other social code offences,12
20570,"Robbery, extortion and hijacking offences",0
20570,Theft and related offences,24
20570,Weapons and Explosives Offences,0
20571,"Attempts or threats to murder, assaults, harassments and related offences",61
20571,Burglary and related offences,19
20571,Controlled drug offences,3
20571,Damage to property and to the environment,90
20571,Dangerous or negligent acts,17
20571,"Fraud, deception and related offences",3
20571,Kidnapping and related offences,0
20571,"Offences against government, justice procedures and organisation of crime",3
20571,Public order and other social code offences,195
20571,"Robbery, extortion and hijacking offences",0
20571,Theft and related offences,38
20571,Weapons and Explosives Offences,2
20572,"Attempts or threats to murder, assaults, harassments and related offences",390
20572,Burglary and related offences,217
20572,Controlled drug offences,155
20572,Damage to property and to the environment,506
20572,Dangerous or negligent acts,316
20572,"Fraud, deception and related offences",105
20572,Kidnapping and related offences,3
20572,"Offences against government, justice procedures and organisation of crime",41
20572,Public order and other social code offences,846
20572,"Robbery, extortion and hijacking offences",15
20572,Theft and related offences,862
20572,Weapons and Explosives Offences,53
20573,"Attempts or threats to murder, assaults, harassments and related offences",20
20573,Burglary and related offences,30
20573,Controlled drug offences,1
20573,Damage to property and to the environment,33
20573,Dangerous or negligent acts,31
20573,"Fraud, deception and related offences",3
20573,Kidnapping and related offences,0
20573,"Offences against government, justice procedures and organisation of crime",1
20573,Public order and other social code offences,39
20573,"Robbery, extortion and hijacking offences",0
20573,Theft and related offences,56
20573,Weapons and Explosives Offences,0
20574,"Attempts or threats to murder, assaults, harassments and related offences",29
20574,Burglary and related offences,53
20574,Controlled drug offences,2
20574,Damage to property and to the environment,25
20574,Dangerous or negligent acts,43
20574,"Fraud, deception and related offences",17
20574,Kidnapping and related offences,0
20574,"Offences against government, justice procedures and organisation of crime",1
20574,Public order and other social code offences,47
20574,"Robbery, extortion and hijacking offences",5
20574,Theft and related offences,114
20574,Weapons and Explosives Offences,7
20575,"Attempts or threats to murder, assaults, harassments and related offences",37
20575,Burglary and related offences,76
20575,Controlled drug offences,13
20575,Damage to property and to the environment,81
20575,Dangerous or negligent acts,58
20575,"Fraud, deception and related offences",10
20575,Kidnapping and related offences,0
20575,"Offences against government, justice procedures and organisation of crime",3
20575,Public order and other social code offences,46
20575,"Robbery, extortion and hijacking offences",1
20575,Theft and related offences,182
20575,Weapons and Explosives Offences,3
20576,"Attempts or threats to murder, assaults, harassments and related offences",249
20576,Burglary and related offences,175
20576,Controlled drug offences,63
20576,Damage to property and to the environment,316
20576,Dangerous or negligent acts,165
20576,"Fraud, deception and related offences",39
20576,Kidnapping and related offences,7
20576,"Offences against government, justice procedures and organisation of crime",13
20576,Public order and other social code offences,366
20576,"Robbery, extortion and hijacking offences",8
20576,Theft and related offences,447
20576,Weapons and Explosives Offences,20
20577,"Attempts or threats to murder, assaults, harassments and related offences",40
20577,Burglary and related offences,46
20577,Controlled drug offences,16
20577,Damage to property and to the environment,74
20577,Dangerous or negligent acts,41
20577,"Fraud, deception and related offences",3
20577,Kidnapping and related offences,0
20577,"Offences against government, justice procedures and organisation of crime",1
20577,Public order and other social code offences,53
20577,"Robbery, extortion and hijacking offences",0
20577,Theft and related offences,137
20577,Weapons and Explosives Offences,2
20578,"Attempts or threats to murder, assaults, harassments and related offences",26
20578,Burglary and related offences,38
20578,Controlled drug offences,10
20578,Damage to property and to the environment,46
20578,Dangerous or negligent acts,41
20578,"Fraud, deception and related offences",8
20578,Kidnapping and related offences,1
20578,"Offences against government, justice procedures and organisation of crime",1
20578,Public order and other social code offences,34
20578,"Robbery, extortion and hijacking offences",0
20578,Theft and related offences,62
20578,Weapons and Explosives Offences,1
20580,"Attempts or threats to murder, assaults, harassments and related offences",214
20580,Burglary and related offences,148
20580,Controlled drug offences,51
20580,Damage to property and to the environment,335
20580,Dangerous or negligent acts,132
20580,"Fraud, deception and related offences",27
20580,Kidnapping and related offences,5
20580,"Offences against government, justice procedures and organisation of crime",35
20580,Public order and other social code offences,537
20580,"Robbery, extortion and hijacking offences",5
20580,Theft and related offences,380
20580,Weapons and Explosives Offences,13
20581,"Attempts or threats to murder, assaults, harassments and related offences",114
20581,Burglary and related offences,109
20581,Controlled drug offences,31
20581,Damage to property and to the environment,218
20581,Dangerous or negligent acts,49
20581,"Fraud, deception and related offences",20
20581,Kidnapping and related offences,0
20581,"Offences against government, justice procedures and organisation of crime",17
20581,Public order and other social code offences,159
20581,"Robbery, extortion and hijacking offences",1
20581,Theft and related offences,277
20581,Weapons and Explosives Offences,17
20582,"Attempts or threats to murder, assaults, harassments and related offences",178
20582,Burglary and related offences,156
20582,Controlled drug offences,40
20582,Damage to property and to the environment,218
20582,Dangerous or negligent acts,105
20582,"Fraud, deception and related offences",27
20582,Kidnapping and related offences,1
20582,"Offences against government, justice procedures and organisation of crime",28
20582,Public order and other social code offences,346
20582,"Robbery, extortion and hijacking offences",1
20582,Theft and related offences,445
20582,Weapons and Explosives Offences,20
20583,"Attempts or threats to murder, assaults, harassments and related offences",60
20583,Burglary and related offences,74
20583,Controlled drug offences,14
20583,Damage to property and to the environment,69
20583,Dangerous or negligent acts,41
20583,"Fraud, deception and related offences",6
20583,Kidnapping and related offences,0
20583,"Offences against government, justice procedures and organisation of crime",5
20583,Public order and other social code offences,92
20583,"Robbery, extortion and hijacking offences",0
20583,Theft and related offences,145
20583,Weapons and Explosives Offences,8
20584,"Attempts or threats to murder, assaults, harassments and related offences",217
20584,Burglary and related offences,197
20584,Controlled drug offences,52
20584,Damage to property and to the environment,238
20584,Dangerous or negligent acts,144
20584,"Fraud, deception and related offences",51
