P-ID,BER_ID,BER_Rating,BER_Energy_PI_(kWh/sqm/yr)
4457041,,D2,
4467739,,A2,
4420518,,F,
4455860,,B3,
4379861,,B3,
4423204,112965769.0,E1,322.18
4460161,,B2,
4331988,112349980.0,C2,181.79
4464270,107742256.0,D1,246.54
4454035,,A3,
4458509,,C3,
4317054,,B3,
4449598,108234923.0,C2,186.27
4446211,,E1,
4464073,105924971.0,C3,43.16
4375562,112495635.0,D1,259.82
4418711,106115249.0,C1,160.13
4468876,,A3,
4455519,104884747.0,C2,188.93
4461543,,C2,190.66
4450535,,Pe,
4451394,112215025.0,C3,222.1
4463171,103081048.0,D2,
4467257,111856142.0,A3,60.06
4463351,113477236.0,D1,236.45
4417170,112950282.0,E2,
4425088,113025746.0,C3,224.31
4461532,,E1,
4466614,,D2,
4468469,113536361.0,C3,224.1
4382275,112721238.0,C3,203.27
4408492,113543375.0,C1,
4441970,113163067.0,C1,162.23
4467518,111891354.0,C2,196.82
4445759,113183420.0,E1,
4418334,112963632.0,E2,372.91
4463002,103896304.0,D1,
4369668,,D1,
4123141,,D1,
4467619,,C1,
4095111,110308590.0,D1,255.33
4462346,112321872.0,C3,219.92
4357787,106238827.0,C3,218.03
4438969,,D2,
4463807,106536188.0,G,495.73
4459369,113300727.0,B3,136.45
4466326,113508303.0,F,405.94
4468647,,G,
4465817,113460869.0,C2,184|
4464732,102359833.0,D2,289.08
4463008,,D1,
4376813,112654140.0,D2,271.29
4458391,113174965.0,B3,
4468539,101573459.0,C2,156.24
4461348,,C2,
4464193,11223456.0,C3,176.1
4433552,105271415.0,C3,221.77
4457142,,C3,
4415755,111804399.0,C2,181.61
4446370,,Ex,
4460403,111952495.0,C2,188.05
4463005,113489124.0,C3,212.3
4444541,111904496.0,F,381.96
4459989,,D1,257.52
4464199,,G,
4468166,113543029.0,C1,158 
4457842,,C3,
4464849,104872973.0,E1,
4455947,112516679.0,C2,178.34
4465156,,C1,
4463424,113456479.0,F,410.39
4466780,,A2,
4461422,100654367.0,B3,128.31
4465125,113422331.0,B3,149.51
4468798,,C2,
4449451,109034413.0,C2,185.66
4450567,,B3,
4417875,,C2,
4442786,113163323.0,D1,233.13
4452050,105958599.0,D1,244.43
4401808,108223710.0,G,596.93
4446082,106503501.0,E1,336.84
4454491,113424048.0,D2,203.19
4465942,104296983.0,C3,216.42
4405500,,C1,
4448270,,A3,
4429638,,C3,
4465069,100042779.0,B3,143.38
4456791,113298657.0,B3,145.54
4468896,,C1,
4459223,,C1,
4418811,,A3,
4466542,113507735.0,G,641.37
4467504,111527685.0,B3,148.49
4451283,188089067.0,A2,48.10
4465007,,B1,
4465715,,B2,
4444375,,A2,
4459539,113471015.0,C2,175.5
4456571,,B2,
4441173,,C1,
4455002,,E2,
4463660,109100883.0,C3,205.74
4344226,100824945.0,C1,
4453905,,C2,
4454179,103066742.0,G,653.01
4450150,113281190.0,F,417.81
4435370,109806042.0,C1,160.46
4452743,,E1,
4458867,113412738.0,E1,332.67
4449083,113199848.0,F,437.94
4468754,,C2,
4452174,113238083.0,D1,252.89
4453103,103813226.0,C3,224.71
4463668,113470355.0,E1,302.88
4464153,113465033.0,C2,183.81
4435834,113001192.0,C2,184.66
4452684,,D2,
4466892,113496574.0,C1,166.76
4452951,106616444.0,B3,141.6
4458903,113420780.0,D2,294.99
4446116,113482442.0,D1,242.39
4435747,104826649.0,C2,198.55
4450908,,C2,
4468903,,A3,
4457503,,G,
4459657,106429384.0,C1,158.06
4442113,,C2,
4446652,,E2,
4458747,113426787.0,B3,130.63
4451968,113257836.0,G,524.1
4459025,,A3,
4441220,113157713.0,E2,364.51
4455388,113296438.0,E1,322.15
4448305,,C2,
4381598,,C1,
4460956,113441067.0,C1,166.71
4468580,,E1,
4445477,112910211.0,E1,332.36
4468285,,D1,
4466202,,B2,
4460222,111301180.0,D1,238.02
4444385,111459327.0,B3,136.47
4461517,,B3,
4468866,113548176.0,F,416 
4360239,112558416.0,E2,348.01
4327587,,C3,
4370058,109248799.0,D1,250.12
4377138,112677851.0,F,396.99
4460172,100202373.0,F,386.4
4440407,,C1,
4423179,112661889.0,C2,176.74
4457740,113418685.0,D1,252.19
4457024,104334321.0,E2,363 
4468925,103288064.0,C3,217.47
4464188,100570985.0,E1,330.26
4420903,105894828.0,F,418.29
4466942,101752442.0,C2,181.41
4460501,113423628.0,C3,212.27
4435557,,C1,
4463767,113489306.0,E2,360.86
4465954,,D2,
4468712,,C2,
4435580,103064986.0,D1,254.71
4449877,,D1,
4443975,,E2,
4449713,113200588.0,C2,199.52
4366489,,D1,
4458909,113424022.0,E2,365.39
4456642,,C2,189.43
4468871,113550172.0,E2,342.91
4467209,101790822.0,,
4259787,111281994.0,D2,296.49
4449320,113222079.0,E1,318.94
4462538,113230676.0,C2,190.58
4460382,,B3,
4438689,,D1,
4466843,,C3,
4455627,,G,
4466604,,C3,
4462546,109777847.0,B3,141.87
4462140,113083158.0,F,
4376258,112535273.0,D1,259.75
4458028,110560992.0,D1,242.52
4467654,,D1,
4442996,102664273.0,C2,186.81
4437813,113115893.0,B3,142.55
4296524,108389511.0,E1,
4446555,104990874.0,C1,158.43
4448376,113173413.0,B2,23.13
4419857,112927140.0,D2,282.07
4447845,,D1,
4465894,,G,
4431192,104900139.0,E2,373.73
4456398,,C2,
4444814,,E2,
4467616,113494850.0,G,834.65
4465010,113468680.0,C1,170.91
4460578,113438428.0,B3,148.97
4456053,104860531.0,D2,267.17
4465140,110033073.0,C1,156.48
4467662,,D1,
4433368,,E1,
4416229,112978242.0,F,437.19
4463279,113126510.0,F,399.37
4418392,109372086.0,B3,137.14
4407104,112961578.0,C2,
4456740,,D2,
4457539,113267561.0,C2,186.11
4461103,113451983.0,D2,279.26
4467975,105194484.0,B1,
4462166,,C3,
4454419,,C2,
4414401,,C1,
4458088,113435648.0,C3,215 
4423309,105048508.0,E2,363.13
4445709,,D1,
4465569,,D1,
4446363,,D1,
4461194,110052685.0,C1,170.8
4466267,113517478.0,E2,364.89
4438834,108100033.0,D2,294.63
4417708,112918958.0,G,455.29
4458559,,Ex,
4441046,,C1,
4468113,,C1,
4455753,100433697.0,D2,274.61
4464201,,C2,
4466479,109107045.0,C3,42.55
4463212,,F,
4456095,,C1,
4466078,113471601.0,C3,214.03
4461285,105423784.0,E2,
4432497,107395055.0,D2,294.01
4467676,113452825.0,G,710.88
4464684,,E2,
4461508,105749089.0,C1,160.28
4453841,,B2,
4458671,111424669.0,A2,48.59
4432965,112965074.0,D1,238.34
4448537,113260509.0,C2,193.6
4444533,113175509.0,C2,188.02
4456087,,B1,
4465739,113477699.0,C2,188.87
4412634,100434067.0,C2,195.05
4451034,,C2,
4322220,105240816.0,E1,311.73
4443419,113249494.0,C2,
4468905,,A3,
4417551,112810528.0,E1,
4461296,,C1,
4447741,110824497.0,B2,116.85
4449664,113280838.0,C2,186.89
4468843,,C3,
4466615,102948924.0,D1,259.87
4447942,113215933.0,G,612.02
4459175,113519771.0,F,406.46
4454016,,C1,
4231131,,G,
4465721,,D1,
4463637,,C3,
4412044,100632165.0,C2,34.72
4462441,101364560.0,D2,270.51
4412717,112907233.0,E1,308.39
4468225,,Ex,
4438968,,E2,
4465087,113506649.0,G,596.73
4467539,,C2,
4462955,,C2,
4460195,,D2,
4455932,113303499.0,B3,142.71
4333590,111938064.0,C3,209.3
4391704,,C1,
4466204,113044689.0,C1,170.33
4445463,112460399.0,C3,216.34
4456999,,B3,
4463546,107313892.0,E2,376.3
4458792,,A3,
4468774,101705010.0,B3,125.22
4348900,112470711.0,D2,263.94
4361452,112521778.0,F,391.38
4370352,104408851.0,F,425.42
4339419,112321914.0,E2,354.54
4456384,,C1,
4455011,109975656.0,C1,154.14
4468302,,D1,
4459859,100242064.0,B3,130.82
4465588,106096886.0,C2,182.84
4438315,106075518.0,C3,224.35
4428164,,A3,
4467809,,Ex,
4463250,111156592.0,D1,235.29
4450848,,C3,
4447784,,C2,
4459812,,C2,
4216993,101335271.0,D1,234.61
4448126,,C3,
4430867,113049225.0,Ra,155 
4466286,,D1,
4451013,,A3,
4456975,,C1,
4452261,103168001.0,C3,222.1
4462354,,E1,
4450086,103724860.0,E2,340.08
4352678,105838890.0,E2,345.46
4463017,113482863.0,E1,305.07
4428501,113058770.0,B3,142.05
4459646,,G,
4446449,113193346.0,C3,224.38
4447122,113206858.0,B3,129.79
4454051,112534466.0,C3,214.34
4452119,,E1,311.56
4324747,111840047.0,D2,289.5
4429606,,C2,
4444084,,F,
4457967,103129797.0,C1,157.35
4459662,101297703.0,C2,178.34
4451949,,F,
4453112,,D2,
4468840,,E1,
4459310,,C1,
4440110,105336556.0,B3,143.58
4467820,,C1,
4463964,113502165.0,C3,201.1
4460944,113449599.0,D1,230.6
4462952,,D1,
4463232,100008606.0,B3,"132,38"
4465869,,A3,
4461359,100850148.0,C2,193.05
4467125,,D1,
4467006,,B3,
4454416,,D1,
4438019,,C3,
4465420,113307292.0,B3,138.28
4289312,111586764.0,D1,230.55
4442160,103052478.0,D2,266.96
4418838,107458945.0,D1,239.71
4461978,113460182.0,F,409.88
4461388,107363657.0,B2,119.81
4448221,,C2,
4465390,,D1,
4468501,,C1,
4468908,,A3,
4451269,110379872.0,D1,252.64
4463687,101286474.0,B2,179.33
4457056,,E1,
4468555,103172268.0,B3,146.91
4466649,113520860.0,D2,292.44
4458007,113125355.0,F,
4456012,,C2,
4465421,113505010.0,D1,225.32
4463939,109976464.0,A3,53.17
4431086,,C3,
4468309,113542930.0,C3,206.34
4462403,,C3,
4457076,113158455.0,F,446.56
4459659,109388694.0,B3,145.98
4465221,,C3,
4448121,113214795.0,C3,
4451337,,E1,
4441360,,D1,
4462542,100419159.0,D2,292.06
4451382,101051928.0,C1,153.33
4418898,,D1,
4452182,101109502.0,D1,233.68
4461396,112945035.0,C3,
4418322,106408248.0,F,392.59
4404866,112967773.0,C1,166.22
4467745,,C1,
4464659,,D2,
4451300,103598991.0,C2,199.15
4444387,113150015.0,C1,159.6
4462962,101539435.0,B3,140.64
4453727,106479843.0,C1,158.72
4442929,112724372.0,D2,264.97
4457118,113414262.0,E1,306.84
4440775,107901803.0,C3,208.02
4458971,,D2,
4449569,,E2,
4450379,111883187.0,E1,316.78
4467084,113511653.0,C3,217.31
4462277,113243430.0,G,502.93
4450622,,B2,
4461616,,B2,
4452054,103611661.0,C2,193.03
4451182,,F,
4453972,,C2,
3120029,109063362.0,C2,190.95
4468387,,D1,
4468497,107468159.0,C2,190.1
4467324,104086210.0,D1,241.66
4460642,113474027.0,B3,126.41
4465416,101711646.0,C2,196.64
4447381,113200091.0,C2,195.87
4438017,113148563.0,B3,142.08
4459005,,D1,
4460917,112239587.0,D2,293.45
4448798,,C1,
4453563,106364060.0,F,392.16
4453434,113302277.0,E2,348.64
4446254,,E1,
4416612,,B3,
4383839,,D1,
4465400,100517143.0,D1,239.86
4421876,107385668.0,D2,57.29
4464172,,C2,
4465152,113207930.0,C1,165.86
4353168,107105702.0,D2,269.59
4438076,,B2,116.76
4452901,113252415.0,G,532.74
4463046,,C3,
4453476,111990966.0,F,384.6
4444618,113210413.0,D1,246.7
4455779,,D2,
4463209,107028276.0,C3,209.63
4468259,,B3,
4458316,102934957.0,C1,157.45
4439489,113136675.0,D2,272.84
4455329,111505350.0,C1,159.68
4442314,,D2,
4467338,,C1,
4466846,110179223.0,A3,11.06
4415311,112931886.0,C2,193.97
4468949,,C1,
4420451,101595098.0,D1,229.82
4365164,,C2,179.69
4452532,,D1,
4454292,113255350.0,D1,253.28
4464771,113495048.0,C3,210.91
4467280,,D1,
4439495,,D2,
4421799,108456211.0,C3,
4432845,103923223.0,C1,
4443381,113172258.0,D1,
4465401,110247426.0,C1,160.93
4467466,113483317.0,C2,179.39
4411727,100243856.0,C1,168.57
4463680,107681496.0,C3,222.64
4465677,111422754.0,D1,228.96
4422288,,F,
4465097,113504112.0,D1,244.94
4457122,106530322.0,C2,189.25
4451399,113220990.0,C2,181.01
4461283,105095186.0,C1,166.69
4464809,112731286.0,D1,
4419099,112466891.0,D2,292.46
4465404,106826035.0,C2,188.29
4445314,113248991.0,F,382.45
4459491,,D2,
4462299,113428890.0,D2,291.73
4467559,104222096.0,C2,
4439624,,D1,
4432705,,D1,
4438521,113151377.0,C3,203.5
4464622,113494579.0,D1,
4451323,113231278.0,B3,142.68
4463794,105963060.0,D1,245.84
4431605,113085435.0,D2,294.9
4456603,105159636.0,D2,296.44
4441580,,F,
4436258,105338115.0,C1,
4340951,106046907.0,D2,278.94
4454785,111348454.0,D2,287.88
4455744,102504206.0,C3,221.12
4458542,,C3,
4452398,,C3,
4460583,113440218.0,D2,280.16
4445024,,G,
4459378,,C1,
4420785,,F,
4457923,108760216.0,A3,60.06
4451684,,D2,
4462334,,C2,
4457621,113418032.0,D2,274.46
4465820,101821965.0,C2,177.24
4463356,,E2,
4459991,113441018.0,C3,201.38
4464670,,D2,
4356492,112464334.0,D2,260.26
4438260,113125454.0,G,540.08
4461246,,A3,
4452142,102033412.0,C1,172.16
4463747,101621068.0,B3,
4432999,113077382.0,D2,293.0
4460555,,B3,
4463132,113468490.0,D1,259.61
4450452,113264436.0,,
4444605,,F,
4434822,,C3,
4462160,,C2,
4419503,,D2,
4457170,113192090.0,C3,200.34
4459687,,C3,
4464524,,B1,
4461013,,A3,
4441603,,B3,
4434656,,D1,
4433719,,C3,
4468198,102698362.0,B1,76.59
4416581,107276602.0,E1,326.07
4383293,,E1,
4462456,113295901.0,,
4452915,113179907.0,D2,269.17
4467685,113533780.0,G,450.64
4464798,107129769.0,C3,221.16
4462820,,C3,
4311786,111810172.0,C1,157.22
4463663,,D1,
4458124,113418172.0,C1,174.6
4450164,112730635.0,D2,272.34
4462689,113756421.0,C1,200.83
4460816,106431497.0,D1,253.25
4422210,,G,
4458889,,Ex,
4414601,107434771.0,B2,116.46
4464167,100095504.0,C2,186.95
4445046,113207245.0,D1,
4438025,,C3,
4460211,,D2,
4464059,113482582.0,E1,316.86
4468141,,G,
4453417,109159483.0,C3,
4462630,,C2,
4463437,,A1,
4417734,112786884.0,E2,364.4
4433297,112632963.0,B3,142.49
4451032,113259337.0,F,391.99
4468084,113149710.0,D2,287.37
4461366,101585362.0,B3,128.28
4417673,113066781.0,D2,283.85
4461625,113447551.0,C1,173.6
4447308,,C1,
4455028,,A2,
4440682,,C1,
4468586,,D1,
4335465,112245444.0,D1,239.67
4462227,,C3,
4462129,,D2,
4468585,,D1,
4456599,113303481.0,C3,206.39
4453941,113233373.0,F,384.72
4364839,106004484.0,C1,150.59
4354697,108714726.0,C3,200.68
4383023,,A2,
4463755,106339393.0,,
4457538,113242366.0,D1,239.38
4468518,,D1,
4339255,,C2,
4445079,,E1,
4459118,,C1,
4415263,102834447.0,C3,210.93
4446562,,Ex,
4292169,,D1,
4454546,100742998.0,C1,161.18
4421974,,A3,
4448963,,A2,
4454040,,A3,
4456635,,A3,
4333074,,A3,
4420135,,A3,0000|
4346570,,Ex,
4327246,,A2,
4464651,113496319.0,D2,274.42
4430162,100227776.0,C2,177.19
4457072,,B3,
4468710,,A3,
4440282,,D1,
4467668,,B3,144.22
4438941,,Ex,
4439346,,E1,
4462324,109750398.0,F,425.04
4458102,109221283.0,D1,258.39
4438417,103836516.0,D2,286.56
4465021,113489223.0,C3,219.99
4455115,113419535.0,G,663.82
4455628,110398955.0,C2,179.86
4460561,103255089.0,C1,174.72
4465532,,A2,
4461082,113451801.0,G,
4464078,109990572.0,C3,42.35
4434234,,A3,
4467696,113526719.0,G,575.23
4450478,103805156.0,C2,186.6
4466031,,C2,
4369565,112577077.0,C1,
4438635,107137671.0,C1,174.36
4362020,104686738.0,B3,147.59
4419274,112453691.0,C2,187.05
4352403,,C2,
4418599,112500186.0,F,421.99
4444748,113177729.0,E1,327.08
4463946,105774830.0,C1,165.56
4437573,109607622.0,D2,310.15
4463795,106435811.0,E1,301.01
4462164,,D2,
4454997,108527318.0,C3,213.18
4466774,,C3,
4466322,113516041.0,D2,275.38
4466323,,C1,
4430886,,C2,
4468167,10034179.0,C3,213.29
4416359,,B3,
4412633,,A3,
4459822,113432371.0,F,415.07
4433868,100132695.0,F,419.43
4468429,112977327.0,E1,323.03
4453486,,C2,184.19
4466993,,D2,
4449916,112763255.0,D2,262.67
4434555,,C1,
4459850,,D1,
4437035,113113914.0,G,486.83
4463057,,C2,
4454843,113293054.0,C2,195.6
4376976,107672453.0,B3,137.91
4464204,113524250.0,F,423.24
4435841,113041271.0,B3,131.52
4456710,,D2,
4465929,113516595.0,C2,178.81
4467173,104896286.0,D2,294.68
4441171,,D2,
4463214,800080541.0,C3,94.87
4457006,,C1,
4444774,,G,
4461597,,B3,
4461399,,D1,
4462850,,F,
4468432,,G,
4451989,104333190.0,D1,
4457526,100467752.0,C2,47.29
4459794,,E1,
4460713,,D1,
4434949,11261171.0,C1,157.17
4455000,,D1,
4412533,101598217.0,G,477.53
4439217,,E2,
4453651,,E1,
4450753,112995352.0,D2,296.26
4465554,,D1,
4463248,113514756.0,D2,288.38
4447553,,B3,
4432037,110009859.0,C2,184.26
4447439,104139951.0,E2,376.3
4465967,113477483.0,C3,204.03
4457060,102770815.0,D2,265.92
4416724,112925946.0,C1,155.4
4456269,106790884.0,A3,61.57
4465663,,A3,
4440142,,E1,
4433859,112893383.0,C3,202 
4442992,113165302.0,E1,334.32
4435649,,B2,
4460127,113437727.0,B2,117.48
4460541,112693072.0,B3,144.07
4466265,113514715.0,E1,334.81
4465771,109879593.0,F,437.52
4461573,,E1,
4437340,,C3,
4443102,,C1,
4448054,112498571.0,C3,
4459616,,D1,
4465926,,A2,
4466042,,D1,
4448143,110597770.0,B3,139.8
4464864,113181861.0,G,470.25
4448259,101841781.0,C1,155.37
4463694,111370037.0,B2,123.73
4414357,,A3,
4421969,113297824.0,C3,219.82
4453853,,C3,
4435771,,C3,
4461939,,A3,
4467509,106776248.0,C2,186.67
4465408,113438006.0,E1,338.86
4458145,109864777.0,F,392.98
4381153,112395066.0,D1,239.31
4432256,,C2,
4461470,104150958.0,E2,
4457052,113298160.0,B3,147.84
4441377,109734731.0,D1,246.84
4460557,107976557.0,C3,219.38
4452141,,C1,
4453995,113264329.0,B3,130.16
4455713,112850219.0,B3,136.13
4457042,,C2,
4466360,113509731.0,C3,224.28
4452094,111058228.0,C3,209.5
4450070,,C3,
4448586,113275457.0,G,522.92
4450934,,E2,
4451075,112983069.0,D2,
4463733,,C1,
4435787,113092142.0,G,467.4
4221068,110918083.0,D2,289.51
4468881,,E1,
4465325,113512214.0,D1,59.22
4462954,113292403.0,D1,228.04
4382071,112698352.0,C1,167.58
4467378,,C2,
4468452,100737931.0,E1,
4451725,,C3,
4448355,113216105.0,G,
4441222,113156996.0,G,457.85
4467067,,Ex,
4464062,,Ex,
4454067,,D1,
4454473,106235062.0,D2,298.81
4464366,110753910.0,A3,65.92
4460738,113476212.0,C3,219.87
4414999,,C2,
4468508,109945139.0,G,479.81
4457983,,D1,
4455560,111471603.0,E2,
4420181,104425954.0,D2,271.76
4462388,,D2,
4456379,,D1,
4462047,107108458.0,C2,187.57
4459941,113282057.0,E1,331.91
4442338,101864676.0,E1,335.18
4463800,113490189.0,E1,307.17
4435594,,Ex,
4460513,,A1,
4422824,,D1,
4445292,,B1,
4455707,105940860.0,E2,347.19
4464190,113474878.0,C1,156.99
4461957,112550470.0,G,497.48
4445899,113187496.0,C1,42.34
4449976,,C2,
4450033,113239156.0,F,
4439600,113110258.0,D2,243.75
4456355,113306492.0,D1,247.98
4449652,,C3,
4462637,112945386.0,B2,101.11
4466106,113503304.0,D1,258.31
4453545,113267249.0,B3,147.3
4415355,,C3,
4466674,113514665.0,C3,204|
4443422,100507029.0,C3,223.4
4447418,,C3,
4463240,105183610.0,B3,146.94
4465120,,F,
4444718,113183974.0,F,435.8
4458059,,B2,
4457549,,B3,
4455040,,D2,
4465774,,F,
4466090,105061147.0,D1,44.26
4458170,,E2,
4463265,103439774.0,E1,312.02
4415160,112915483.0,G,1006.71
4454192,109752238.0,A3,53.55
4456176,,B3,
4462369,,E1,
4462451,113438790.0,D1,245.71
4447354,,F,
4447048,,C3,
4458564,113262836.0,C3,203.99
4455201,113457584.0,B3,134.5
4444665,,G,
4456984,,B2,
4449374,113109268.0,D1,
4459820,105218804.0,D1,238.99
4462019,,F,
4422205,,E2,
4459033,,C2,
4450230,,C3,
4460270,113468458.0,C3,209.47
4416171,109117986.0,D1,256.97
4468773,,C2,
4438029,,C3,
4452208,,B2,
4458169,105086813.0,G,145.65
4463880,,B2,
4411963,112898333.0,D2,293.05
4437556,105534507.0,D2,297.3
4457678,113438972.0,E1,305.46
4462493,,C1,
4446675,102492147.0,D1,255.22
4446353,100336148.0,B3,149.39
4269383,111322152.0,D1,256.56
4451278,112456041.0,D1,125.45
4414420,104296322.0,C3,201.04
4458982,105815187.0,C3,206.31
4463692,112583588.0,C1,31.13
4460873,109621698.0,C1,169.64
4466758,,D2,
4464196,,G,
4464362,113272413.0,,
4443324,106185093.0,C3,220.48
4466804,,D2,
4468959,,B1,
4385514,112746136.0,C3,202.71
4462591,113477038.0,C2,184.98
4420093,,A2,
4460879,,C3,
4449117,100695543.0,C3,207.38
4324749,,Ex,
4442466,113146930.0,D1,232.34
4462829,107193534.0,C1,43.31
4468629,,Ex,
4404743,100401207.0,C2,199.3
4467075,,Ex,
4437397,101834086.0,D2,276.19
4467783,,C2,
4457905,,D2,
4463473,,C2,
4417603,100795228.0,F,388.66
4466562,113512248.0,C2,
4444164,102015013.0,C2,185.72
4442394,,F,
4465716,,G,
4456334,,C3,
4433908,113075824.0,G,469.61
4467204,,D1,
4417742,112956610.0,C3,219.07
4435864,106705528.0,B3,148.75
4460854,113448898.0,C3,219.35
4462751,,C3,
4462638,118547698.0,B2,101.11
4407894,113026207.0,C2,180.36
4468365,,D2,
4462191,113456073.0,E2,350.93
4383348,,G,
4461819,,E2,
4463153,113479844.0,D1,253.75
4449058,112975560.0,D1,251.26
4461617,,C3,
4448553,113230585.0,E2,
4463711,,B2,
4449173,113210074.0,C3,
4224388,102097649.0,B3,149.65
4411459,107682346.0,C1,174.86
4455239,,D2,
4452603,,E2,
4458900,113422901.0,C1,162.03
4243105,111080354.0,E1,339.26
4457077,,C3,
4464303,100367655.0,C1,162.79
4419458,107259483.0,B2,109.58
4464690,103206165.0,G,612.52
4464151,105751721.0,D2,287.85
4459790,105751721.0,D2,287.85
4464223,113086839.0,D2,271.9
4465937,108484940.0,D1,249.47
4467627,106331770.0,C1,171.09
4431612,105322341.0,D1,245.02
4455071,113232946.0,C3,
4105309,,A2,
4437990,,F,
4467962,,D1,
4455511,101018463.0,C3,205.92
4203010,113518211.0,C3,213.54
4444932,102403342.0,C3,218.9
4450610,,C3,
4465727,106081052.0,G,538.91
4460554,,E2,
4451007,,F,
4392061,100235969.0,B3,147.17
4461316,113290829.0,C1,160.16
4436076,,B2,
4438030,,C3,
4467970,104488440.0,C2,186.9
4460042,,B3,
4466421,108030537.0,C3,213.69
4457736,,Ex,
4453801,,Ex,
4413246,107343444.0,C1,
4466822,113481923.0,F,413 
4462336,101135804.0,B3,144.7
4465992,113497226.0,G,637.54
4462079,100420561.0,E2,356.31
4443266,106185101.0,C2,175.69
4465015,113479729.0,E1,336.82
4412737,,C3,
4464883,,E1,
4417516,100462209.0,B3,130.43
4377882,,B2,
4464844,,E1,
4453989,113130389.0,D2,291.82
4452704,102973302.0,D2,295 
4418234,108485624.0,C2,
4415262,112846381.0,C1,
4447342,,D2,298.84
4461353,,G,
4454234,113279731.0,D1,
4458939,,F,
4467833,113523187.0,C3,223.06
4467719,,C3,
4431832,,D1,
4460372,113417224.0,C3,216.73
4464989,113432108.0,E1,
4467013,,E2,
4465708,111246260.0,D1,244.48
4440647,113144398.0,D2,286.51
4419939,112306949.0,C3,223.83
4466789,,C2,181.76
4444383,107799983.0,F,384.12
4447910,103163234.0,B3,141.24
4452529,108070210.0,C3,219.42
4444783,100670991.0,C2,182.21
4453150,113420335.0,C1,167.25
4466824,,C1,
4467079,113102966.0,E2,367.39
4454708,113144752.0,D2,296.93
4463934,,D2,
4434451,,C1,
4435670,,C3,
4449375,,EI,
4466383,,C3,
4466366,100790054.0,C1,38.61
4467304,112783824.0,B3,24.53
4461274,,A3,
4382896,103779500.0,D1,245.58
4458855,113172134.0,A2,41.66
4461248,104995873.0,C2,183.25
4438973,,C3,
4453561,108506270.0,C2,188.58
4461462,113121990.0,C3,206.64
4448597,113184741.0,G,
4453899,,C3,45.35
4454533,,C1,
4468337,113543680.0,C2,197.93
4465883,101184034.0,D2,299.62
4441855,,G,
4437056,111946000.0,B3,141.27
4450890,,Ex,
4463790,104979703.0,C1,160.75
4464840,,Ex,
4467548,,B1,
4466412,,Ex,
4468146,106670516.0,C3,203.08
4406226,100658129.0,C3,
4351531,,B3,
4448078,,F,
4461154,113457493.0,C1,167.58
4468206,,C2,
4323102,,B3,
4463710,107913642.0,C2,187.32
4453846,113287635.0,D1,256.86
4404580,112842166.0,C1,174.37
4394849,,B3,
4465324,,B3,
4460360,,C1,
4438038,,C3,
4448795,,A2,
4465572,107426959.0,D1,257.86
4466131,,C3,
4418103,102344397.0,D1,245.53
4145729,110312857.0,E2,347.62
4449077,112983077.0,C2,183.92
4437194,113118277.0,C2,194.79
4461439,107264053.0,E1,
4455273,113294904.0,C1,157.16
4445957,,E2,
4460669,105178610.0,C3,213.66
4445112,113209928.0,G,806.69
4466192,104365382.0,E2,359.39
4422741,,D2,
4466596,113518138.0,D2,281.89
4440100,112868427.0,E1,320.31
4467250,,C1,
4452276,,D2,
4465568,,E1,
4198261,113161020.0,G,
4446477,113146872.0,C3,203.4
4468111,113512032.0,G,460.57
4467497,,D1,
4460538,113447981.0,F,412.6
4455622,100762210.0,B2,123.95
4450482,,C2,
4457794,113420053.0,,
4454404,112947551.0,D1,255.63
4451673,,A2,
4450768,113187959.0,D2,288.09
4409665,105029870.0,C3,214.65
4467264,107857237.0,D1,244.52
4451226,,D2,
4468492,,C3,
4435544,,E1,
4440583,107953937.0,C1,171.17
4463186,109373100.0,C1,159.35
4464966,,C2,
4443573,113496798.0,C1,163.32
4432708,,C3,
4381128,112697040.0,D2,280.09
