G-ID,Lat (WGS84 GPS),Long (WGS84 GPS),X (TM65 IE Grid),Y (TM65 IE Grid)
20625,54.83282574299244,-7.480271035666837,233447.0,398460.0
20326,52.259564754905604,-8.806271046623257,144996.0,112237.0
20473,53.02862233934883,-9.28966472051026,113521.0,198292.0
20219,52.13667150428353,-7.935517768659914,204465.0,98258.0
20449,52.74605726879872,-9.154413711049171,122090.0,166693.0
20404,52.44713695856415,-9.48391675082372,99155.0,133839.0
20250,52.6407024938836,-7.734923975804714,217994.0,154377.0
20411,52.40407367399139,-9.616644380908983,90024.0,129241.0
2096,53.7325134612029,-7.8013701322460625,213158.0,275874.0
2068,53.45457179006587,-6.9269505123807775,271333.0,245457.0
20133,53.09365608722258,-8.122074097708216,191871.0,204759.0
20490,53.19737718357486,-8.56994838293144,161958.0,216447.0
20590,53.764607387749294,-9.80758617201625,80849.0,280944.0
2057,53.95239889871036,-6.537909678806446,296036.0,301321.0
2010,53.35605148533821,-6.4506720186154505,303209.0,235075.0
2074,53.52342871357104,-6.167336486634475,321594.0,254148.0
20361,51.90627224429567,-8.963993901852836,133705.0,73058.0
20499,53.33831141815586,-9.181165411046242,121369.0,232631.0
2024,53.451158855759964,-6.1519493325627685,322823.0,246132.0
20320,52.138769050840644,-8.645938826563702,155824.0,98686.0
20612,54.304359262930326,-8.178506253679759,188428.0,339522.0
20298,51.90968819030654,-8.428954488651401,170530.0,73086.0
20145,53.380814790291566,-6.5926923088028095,293699.0,237635.0
20418,52.673736457750906,-8.64482219040204,156431.0,158215.0
20328,51.91667701574344,-8.173526161548184,188110.0,73791.0
20324,52.342465958985564,-8.856403143022844,141682.0,121501.0
20636,55.086981017124,-7.698174225364113,219322.0,426672.0
20374,52.0600711215837,-9.061532351444649,127242.0,90264.0
20545,53.61160193516975,-8.897452009217389,140650.0,262772.0
20474,52.857454413587064,-9.400596857017431,105707.0,179384.0
20317,52.263587496768096,-8.270573597923724,181576.0,112413.0
2094,53.39573647793503,-7.734518184551652,217710.0,238405.0
20610,53.92083513157589,-7.8680683088579535,208717.0,296825.0
20662,54.25136634653279,-6.9675189507601525,267347.0,334101.0
20149,53.138196679529855,-7.0547098285533165,263312.0,210127.0
20279,52.881290963915816,-7.953439589420098,203184.0,181119.0
20481,53.37398627950168,-8.702326004052932,153304.0,236181.0
20210,52.29197195536098,-7.251584377227973,251115.81,115801.27
20526,53.471161245196974,-8.500104513318684,166839.0,246883.0
20697,54.64588703518906,-8.195671991375386,187416.0,377543.0
2034,53.36048626216546,-6.266813037659392,315438.0,235850.0
20112,53.11877990916087,-7.335136996367376,244565.0,207755.0
20113,52.99815214161696,-7.478067787199054,235093.0,194251.0
20634,55.19163153804163,-7.028575607749901,261918.0,438712.0
20529,53.48769143286199,-8.567020901697163,162410.0,248756.0
20275,52.734270399962575,-7.714104550242149,219362.0,164795.0
20635,55.06858581174472,-7.268768095195947,246764.0,424827.0
20159,52.70129999851832,-6.95736073657699,270533.0,161598.0
20684,53.81114299126564,-6.943182878558067,269665.0,285126.01
20253,52.510151378180815,-7.50558192602819,233619.0,139931.0
20241,52.36637990406877,-7.172149438572066,256441.0,124140.0
2083,53.52569844621908,-7.345952275009768,243426.0,253036.0
20109,53.62422790445172,-7.392323637957173,240257.0,263975.0
20439,52.649683319609444,-8.399185541897186,173032.0,155418.0
20158,52.68752197120956,-6.778436916647934,282654.0,160255.01
20661,54.63659787069605,-8.444399599948799,171352.0,376582.0
20646,54.795546235587,-8.280983807332017,181975.0,394222.0
20141,53.21072073478486,-6.666007121063252,289174.0,218612.0
2078,53.65451786209057,-6.6904192752816725,286636.0,267972.0
20264,52.864276002583885,-8.199575523814385,186608.0,179243.0
20192,52.38756477294114,-6.950803424769693,271484.0,126693.0
20150,53.181432293226464,-6.795526581942411,280576.0,215199.0
20440,52.45374942062164,-9.062394475457038,127825.0,134070.0
20373,52.2145758009989,-8.996986949445631,131905.0,107393.0
20450,52.76317457318035,-8.899116503535188,139354.0,168352.0
20587,53.89016913996197,-9.54668619456086,98357.0,294512.0
20702,52.71068869128745,-8.406284073099396,172589.81,162209.57
20623,54.99759429175171,-7.507798561422407,231549.0,416790.0
20202,53.0968928959584,-6.109439399051333,326690.0,206784.0
2063,53.820956755126616,-6.746641280000802,282592.0,286429.0
2062,53.76927816795021,-7.1619262041417215,255311.0,280274.0
2056,54.08653678839078,-6.256306384231813,314154.0,316668.0
20286,52.52998854864894,-8.259680872818219,182426.0,142055.0
20498,53.4273545901461,-9.324537050412008,112003.0,242708.0
20190,52.50333718736396,-6.391324819627887,309287.0,140275.0
20189,52.424082401534264,-6.52960742715046,300077.0,131256.0
20437,52.56874594292017,-8.338176320296641,177119.0,146390.0
20425,52.640548026986224,-8.866539093538913,141389.0,154679.0
20555,53.69867994971134,-9.279591468720596,115533.0,272850.0
20209,52.239177268613794,-6.972811439184697,270220.0,110160.0
20297,51.86518254982985,-8.331748621931144,177197.0,68099.0
20420,52.5957501813031,-8.71294735608008,151737.0,149580.0
201,53.345703145442286,-6.256270656531839,316180.0,234222.0
