S-ID,Name,Type,Ranking,Num Pupils
18099V,S N MUIRE NA TROCAIRE,primary,,295
18101F,S N MUIRE,primary,,170
18106P,S N NA TRIONOIDE NAOFA,primary,,310
18108T,WHITECHURCH N S CEAPACH,primary,,89
18109V,S N INIS CEALTRACH,primary,,66
18111I,S N GORT NA GAOITHE,primary,,47
18112K,SCOIL NAOMH EANNA,primary,,207
18113M,S N CILL SOLAIN,primary,,14
18114O,S N NAOMH EIGHNEACH,primary,,102
18115Q,S N MHUIRE,primary,,135
18116S,Cloontuskert National School,primary,,64
18118W,COOLFANCY N S,primary,,88
18120J,SCOIL MHUIRE,primary,,59
18121L,S N MHUIRE,primary,,47
18125T,SCOIL NAOMH MHUIRE,primary,,159
18126V,S N SAN NIOCLAS,primary,,97
18127A,SN MHUIRE BOYS SENIOR SCHOOL,primary,,61
18128C,S N MHUIRE MXD,primary,,64
18129E,SCOIL NAOMH PEADAR,primary,,77
18130M,ST PATRICKS NS,primary,,124
18131O,S N MUIRE GAN SMAL,primary,,69
18132Q,S N MUIRE,primary,,142
18133S,FIONNTAIN NFA N S,primary,,116
18135W,SCOIL ANGELA,primary,,250
18137D,SN NAOMH FEARGAL BOYS SENIOR,primary,,153
18139H,S N NAOMH PADRAIG,primary,,15
18142T,SCOIL CNOC LOINGE B,primary,,97
18145C,SN NMH TREASA,primary,,32
18148I,SCOIL BHRIDE MIXED N S,primary,,208
18150S,FRAOCH MOR N S,primary,,235
18151U,S N MHUIRE,primary,,174
18153B,S N PADRAIG NAOFA C,primary,,175
18154D,S N PADRAIG NAOFA,primary,,125
18157J,ST RYNAGHS N S,primary,,246
18158L,S N SEAMUS NAOFA,primary,,104
18161A,CASTLECONNELL N S,primary,,232
18163E,SN N BREANDAIN,primary,,146
18164G,S N BUIRGHEAS,primary,,68
18165I,TISRARA NATIONAL SCHOOL,primary,,42
18166K,CLUAIN EIDHNEACH N S,primary,,73
18167M,S N AINE NFA SEAFIELD,primary,,82
18168O,S N AN CHRIOCH,primary,,32
18169Q,S N RATH RIAGAIN,primary,,102
18170B,SN MUIRE NA FREASTOGALA GIRLS SEN,primary,,243
18172F,GLENEELY N S,primary,,67
18173H,S N BRIOTAS,primary,,113
18174J,S N CAITRIONA NAOFA,primary,,139
18177P,SCOIL AINE NAOFA,primary,,169
18178R,ST JOSEPHS CONVENT,primary,,544
18179T,S N BRIDE,primary,,146
18181G,St. Hugh's N.S.,primary,,49
18182I,NAOMH ATRACHTA,primary,,39
18183K,QUEEN OF UNIVERSE N S,primary,,259
18184M,S N CILL LÚRAIGH,primary,,77
18186Q,SCOIL PHADRAIG NAOFA,primary,,201
18190H,S N CRONAIN NFA AN CARN,primary,,19
18191J,S N RAITHIN,primary,,146
18193N,S N NAOMH FIONTAN,primary,,52
18194P,CIARAN NAOFA,primary,,74
18196T,St Patrick's National School,primary,,135
18198A,PADRAIG NAOFA N S,primary,,184
18203N,SCOIL NÁISIÚNTA CÚIL an tSÚDAIRE 2,primary,,100
18205R,S N AN PHAROISTE,primary,,62
18206T,NA CARRAIGE N S,primary,,207
18207V,S N BAILE AN ATHA,primary,,424
18212O,SCOIL NA MAIGHDINE MHUIRE,primary,,359
18213Q,S N LEAMHACH,primary,,120
18214S,SN Cill Conla,primary,,48
18217B,SCOIL PADRE PIO N S,primary,,289
18219F,SN CHONAILL,primary,,87
18225A,S N MHUIRE MILIUC,primary,,112
18227E,SCOIL MHUIRE NAISIUNTA,primary,,114
18233W,St Johns Parochial School,primary,,41
18234B,SCOIL NAOMH PADRAIG,primary,,81
18235D,S N MUIRE AN PORT MOR,primary,,211
18236F,Scoil Naomh Mhuire National School,primary,,35
18241V,SCOIL NAOMH CHOLMCILLE,primary,,77
18242A,CARNEW N S,primary,,203
18246I,S N BAILE MUINE,primary,,30
18247K,S N MHUIRE NA MBRAITHRE,primary,,437
18250W,S N BAILE MOR,primary,,18
18251B,AYR HILL N S RAMELTON,primary,,19
18252D,SCOIL MHUIRE,primary,,27
18253F,SCOIL NAOMH CAITRIONA,primary,,434
18256L,SCOIL BHRIGHDE,primary,,70
18257N,S N BAILE AN FHASAIGH,primary,,60
18258P,NAOMH EARNAIN N S,primary,,24
18259R,Lanesborough Primary School,primary,,84
18260C,SCOIL MHUIRE,primary,,164
18262G,LOCHAN AN BHEALAIGH N S,primary,,64
18265M,BHRIDE N S,primary,,18
18266O,BALLYGOWN NS,primary,,130
18267Q,CROINCHOILL N S,primary,,241
18268S,S N CILLININ,primary,,229
18272J,Lecarrow Community National School,primary,,8
18279A,St Mary's Church of Ireland N.S,primary,,211
18280I,SCOIL NAOMH IOSEPH,primary,,504
18282M,SN PAROISTE MAITIU NFA,primary,,223
18283O,SCOIL MHUIRE,primary,,53
18285S,S N CILL CHUIMIN,primary,,38
18286U,S N NA HACRAI,primary,,69
18287W,S N NA MAIGHDINE MHUIRE,primary,,67
18288B,SCOIL MHICHIL NAOFA,primary,,621
18289D,SCOIL NAOMH IOSEF,primary,,59
18292P,GAELSCOIL AN TEAGHLAIGH NAOFA,primary,,224
18294T,BARR NA SRUTHAN N S,primary,,64
18295V,S N MIN AN AOIRE,primary,,18
18296A,DROMDHALLAGH N S,primary,,58
18298E,S N CUL FADA,primary,,86
18301N,SN MHUIRE BNS,primary,,108
18308E,S N MOIN NA GCAOR,primary,,155
18309G,SCOIL BRIDE,primary,,23
18312S,S N TALAMH NA MANACH,primary,,130
18315B,S N PADRAIG NFA,primary,,130
18316D,S N FHURSA,primary,,75
18318H,S N NAOMH PARTHALAN,primary,,74
18319J,S N TRIANTA,primary,,32
18321T,S N MUIRE MAGH DEILGE,primary,,51
18322V,S N AN DROMA,primary,,57
18323A,SCOIL LORCAIN B,primary,,379
18324C,SCOIL BRIDE C,primary,,388
18325E,NAOMH CHARTHAIGH,primary,,56
18326G,S N NAOMH PADRAIG,primary,,64
18327I,S N CNOC DOIRE,primary,,33
18328K,S N PHADRAIG,primary,,127
18329M,S N NAOMH MHUIRE,primary,,37
18331W,S N CAOIMHIN NAOFA,primary,,81
18332B,SCOIL NAOMH PADRAIG,primary,,152
18334F,S N CNOC MIONNA,primary,,85
18335H,S N MHUIRE NAOFA,primary,,152
18336J,BOOLAVOGUE N S,primary,,123
18339P,SN IOSEF NAOFA,primary,,34
18340A,S N PADRAIG,primary,,55
18343G,S N CHAOIMHGHIN,primary,,95
18344I,S N MHUIRE,primary,,131
18345K,S N IOSEF NAOFA,primary,,331
18346M,S N GREACH RATHAIN,primary,,44
18347O,S N SAN NIOCLAS,primary,,153
18350D,S N NA HINSE,primary,,75
18355N,Aughadreena National School,primary,,97
18356P,S N BARRA NAOFA,primary,,89
18357R,S N PADRAIG NAOFA,primary,,69
18358T,S N FIACH,primary,,76
18359V,S N CUAN,primary,,24
18360G,SCOIL BHREANDAIN,primary,,157
18361I,SN CAITRIONA GIRLS,primary,,177
18362K,S N CAITRIONA NAIONAIN,primary,,248
18363M,S N MUIRE GAN SMAL,primary,,415
18364O,St Patrick's National School,primary,,221
18365Q,KILMACANOGUE N S,primary,,247
18366S,S N AODAIN,primary,,10
18367U,S N TOINN AN TAIRBH,primary,,107
18368W,MHUIRE FATIMA N S,primary,,147
18369B,S N CILL RUADHAIN,primary,,137
18371L,SCOIL MHUIRE,primary,,128
18377A,IOSEF NAOFA,primary,,99
18378C,S N NAOMH IOSEPH,primary,,58
18379E,BARNANE N S,primary,,51
18380M,S N FAICHE LIAG,primary,,204
18381O,SCOIL NA MBRAITHRE,primary,,412
18382Q,SCOIL BHRIDE,primary,,30
18386B,MARIST NATIONAL SCHOOL,primary,,283
18387D,S N CATRIONA NFA,primary,,57
18388F,SCOIL NAOMH MICHEAL,primary,,84
18391R,Faughart Community National School,primary,,46
18393V,S N CILLIN,primary,,91
18395C,S N CLUAIN NA CILLE,primary,,429
18396E,S N RATH EILTE,primary,,97
18399K,S N BHRIDE,primary,,97
18401R,SCOIL MHUIRE,primary,,85
18405C,S N PHOIL NAOFA,primary,,138
18406E,S N PHROINSIAIS NAOFA,primary,,216
18410S,S N LIOSCEANUIR,primary,,72
18411U,ST MARYS SCHOOL,primary,,341
18412W,S N C NAOMH PADRAIG,primary,,437
18413B,S N NAOMH TREASA,primary,,98
18414D,S N GLEANN BEITHE,primary,,75
18421A,SN DUN CEANNFHAOLAIDH,primary,,93
18422C,SCOIL NA NOG,primary,,65
18424G,SCOIL NAIS IOSEF NAOFA,primary,,137
18426K,SCOIL IDE NAOFA,primary,,78
18428O,S N BAILE NORA,primary,,256
18429Q,S N MHUIRE,primary,,25
18430B,S N BAILE ROIBEAIRD,primary,,206
18431D,SN DROICHEAD NA BANDAN,primary,,220
18432F,S N BAILE UI FHIDHNE,primary,,98
18433H,NAOMH PIUS X N S,primary,,31
18434J,RATHCOYLE N S,primary,,74
18435L,SACRED HEART PRIMARY SCHOOL,primary,,143
18441G,SCOIL NAOMH CHUAN,primary,,22
18443K,S N IOSEF NAOFA,primary,,38
18444M,S N CLOGACH,primary,,31
18445O,S N SCOIL TREASA,primary,,113
18446Q,SCOIL NAOMH MHUIRE,primary,,73
18448U,S N RATH BEAGAIN,primary,,189
18449W,ST CONLETHS N S,primary,,306
18451J,SCOIL LORCÁIN,primary,,484
18453N,S N MHICHIL NAOFA,primary,,86
18454P,S N NAOMH TREASA,primary,,91
18459C,SCOIL MHUIRE,primary,,32
18460K,SN BAILE AN MHUILINN,primary,,102
18461M,S N MUIRE NA DOIRINI,primary,,32
18462O,SCOIL LORCAIN BNS,primary,,350
18464S,St. Peter's Primary School,primary,,167
18465U,S N LIOS AN HALLA,primary,,129
18467B,S N BAILE AN DROICHID,primary,,105
18468D,SCOIL MHUIRE,primary,,23
18470N,NAOMH BRID N S,primary,,66
18471P,S N RATH CORR,primary,,67
18472R,SCOIL CHAITRIONA,primary,,116
18473T,AN CHROI RO NAOFA N S,primary,,263
18475A,S N BAILE UI CHROININ,primary,,40
18477E,SCOIL NA MBRATHAR,primary,,155
18482U,MHUIRE GRANSLA,primary,,66
18484B,MHUIRE N S,primary,,117
18486F,S N CILL SIOLAIN,primary,,118
18487H,S N NAOMH MHUIRE,primary,,186
18488J,SCOIL NAOMH GOBNAIT,primary,,143
18489L,TINAHELY N S,primary,,116
18490T,SN M AN CROI GAN SMAL,primary,,18
18491V,S N GARRAN AN EASAIGH,primary,,62
18492A,S N NAOMH BRIGHID,primary,,55
18494E,ST LOUIS INFANT SCHOOL,primary,,236
18497K,LITTLE ISLAND NS,primary,,183
18500T,S N NAOMH COLMCILLE,primary,,104
18501V,GRANGEMOCKLER NS,primary,,58
18502A,S N NAOMH BRID,primary,,71
18503C,S N NAOMH BRID C,primary,,56
18504E,S N N MAOLMHAODHAGH B,primary,,229
18505G,NAOMH CLAR N S,primary,,273
18508M,NAOMH ADHAMHNAIN,primary,,76
18509O,AN TEAGHLAIGH NAOFA Girls Junior,primary,,285
18510W,St Patrick's National School,primary,,41
18512D,St Francis National School,primary,,40
18513F,NAOMH PADRAIG N S,primary,,88
18514H,S N CHOILM CHILLE,primary,,104
18515J,PROSPEROUS N S,primary,,531
18516L,S N LIOS NA GROI,primary,,333
18517N,SCOIL MHUIRE,primary,,123
18518P,S N CORR LORGAN,primary,,90
18520C,SCOIL PHADRAIG,primary,,144
18524K,S N NAOMH BRIGHDE BUACH,primary,,171
18526O,BALLYCAR N S,primary,,30
18528S,ANNACARTY N S,primary,,77
18530F,ASKEATON SENIOR NS,primary,,82
18532J,ARDLIOS N S,primary,,52
18533L,SCOIL MHUIRE,primary,,83
18535P,ST. JOHNS GIRLS N S,primary,,428
18536R,S N MHUIRE LOURDES,primary,,42
18537T,S N ROS COM RUA,primary,,29
18538V,SCOIL MHUIRE,primary,,139
18539A,SCOIL NAOMH MHUIRE,primary,,172
18540I,CLUAIN DRAIGNEACH,primary,,15
18541K,S N Chathair Aodha,primary,,46
18542M,S N NAOMH PADRAIG,primary,,412
18543O,S N CLOCHOG,primary,,78
18549D,S N CNOC NA CROIGHE,primary,,68
18551N,SCOIL NA MAINISTREACH,primary,,420
18555V,LISSYCASEY N S,primary,,180
18557C,S N TEAMPALL DOIRE,primary,,100
18558E,S N BAILE AN PHIARSAIGH,primary,,201
18561Q,St Joseph's NS,primary,,246
18562S,S N AN TEAGHLAIGH,primary,,66
18563U,SCOIL NAOMH BRID C,primary,,512
18564W,S N LEITIR,primary,,201
18565B,S N MA SHEASTA,primary,,53
18566D,S N ATHAIR MAITIU C,primary,,255
18567F,S N INIS,primary,,214
18571T,S N CNOC AN CHROCAIRE,primary,,158
18572V,GLENAMADDY NS,primary,,121
18573A,Scoil Chriost Ri,primary,,23
18575E,S N MOLAOISE,primary,,286
18580U,S N MUIRE GAN SMAL,primary,,28
18581W,SCOIL MHUIRE,primary,,61
18582B,BALLYLOOBY N S,primary,,172
18585H,SN BANRION NA NAINGEAL1,primary,,167
18589P,S N MHIC DIARMADA,primary,,26
18590A,SCOIL NAOMH ERC,primary,,153
18591C,NAOMH TOMAS N S,primary,,25
18592E,S N NAOMH IOSEF,primary,,44
18594I,S N ACHAIDH AN GHLAISIN,primary,,48
18598Q,EARNAIN MXD N S,primary,,114
18600A,S N MA RUA,primary,,182
18602E,SCOIL MHUIRE,primary,,362
18605K,SCOIL NAOMH PADRAIG BOYS,primary,,143
18607O,SCOIL NAOMH IOSEPH,primary,,93
18608Q,S N MUIRE GAN SMAL,primary,,20
18609S,S N FIONTAIN NAOFA,primary,,26
18611F,S N NA CARRAIGE,primary,,81
18612H,SCOIL MHUIRE,primary,,114
18615N,S N CEATHARLACH,primary,,133
18623M,SCOIL NAISUNTA CHNUACHA,primary,,212
18624O,MERCY CONVENT KILLALOE,primary,,115
18625Q,SCOIL CHOILMCILLE,primary,,363
18626S,S N AN GLEANN DUIBH,primary,,134
18630J,CARRIGAHOLT MIXED N S,primary,,32
18632N,S N EOIN BOSCO NAI BUAC,primary,,196
18634R,SCOIL IDE,primary,,279
18635T,S N TIGH AN IUBHAIR,primary,,211
18636V,S N BHEANAIN,primary,,31
18639E,S N BAILE NA CAILLI,primary,,55
18640M,NAOMH IOSEF N S,primary,,282
18641O,S N NAOMH EOIN,primary,,418
18642Q,S N NAOMH EOIN,primary,,93
18643S,HOLYCROSS N.S.,primary,,93
18644U,STRAFFAN N S,primary,,376
18646B,SPRINGDALE N S,primary,,242
18647D,S N SAN TREASA,primary,,444
18650P,NEWTOWN NS,primary,,92
18652T,S N AN CHAISEAL,primary,,70
18653V,SCOIL NAOMH IOSEF,primary,,70
18654A,CARAGH N S,primary,,494
18655C,SCOIL NAOMH SEOSAMH,primary,,414
18659K,LISAVAIRD MXD N S,primary,,55
18660S,S N SHAN NIOCLAS,primary,,117
18665F,S N MAINISTIR O DTORNA,primary,,164
18666H,S N TIR MOCHAIN,primary,,121
18670V,S N TULACH RUAIN,primary,,98
18675I,S N CILL DAINGIN,primary,,226
18677M,SCOIL MATHAIR DE,primary,,336
18679Q,AN GHRIANAN N S,primary,,188
18681D,CHRIST CHURCH N S,primary,,131
18682F,ST CANICES B N S,primary,,408
18683H,ST CANICES G N S,primary,,486
18684J,S N BHAILE MHUIRNE,primary,,237
18686N,S N GORT NA LEIME,primary,,26
18687P,BALLYDUFF N S,primary,,75
18689T,OUR LADY OF MERCY SENIOR P.S.,primary,,308
18690E,SCOIL BHRIDE,primary,,91
18694M,CONVENT OF MERCY N S,primary,,348
18696Q,S N DUBH RATH,primary,,88
18700E,S N BAILE AN CAISLEAN,primary,,48
18702I,SPA NATIONAL SCHOOL,primary,,212
18703K,S N BAILE AN BHAILSIG,primary,,28
18705O,TARBERT NATIONAL SCHOOL,primary,,135
18707S,CASTLEBRIDGE N S,primary,,233
18708U,S N CILL LACHTAIN,primary,,184
18710H,SN NA CROISE NAOFA,primary,,42
18712L,S N CNOC RUSCAIGHE,primary,,205
18713N,S N FIONAN NA REANNA,primary,,139
18714P,ST EDANS N S,primary,,32
18715R,S N PAIRC ARD,primary,,93
18716T,CAHIR B N S,primary,,160
18717V,S N CIARAIN,primary,,47
18720K,MILTOWN MALBAY B N S,primary,,107
18726W,S N SEOSAMH NA MBRATHAR,primary,,125
18729F,BALLINTLEVA N S,primary,,57
18731P,ROBERTSON N S,primary,,66
18733T,S N MHUIRE,primary,,97
18734V,REALT NA MAIDINE,primary,,119
18737E,SCOIL BHRIDE,primary,,198
18739I,SHANNON AIRPORT 1 N S,primary,,136
18740Q,SHANNON AIRPORT NO 2 NS,primary,,18
18741S,FAITIMA N S,primary,,67
18742U,ROXBORO N S,primary,,206
18744B,S N NA NAOMH UILE,primary,,92
18746F,SN MUINE MHEA,primary,,192
18748J,Scoil Mholainge Listerlin,primary,,136
18753C,SAINT MARYS N S LAHINCH,primary,,132
18754E,SN NAOMH SEOSAMH,primary,,3
18756I,FIBOUGH NATIONAL SCHOOL,primary,,30
18759O,CAHIR NATIONAL SCHOOL,primary,,58
18762D,S N REALT NA MARA (B),primary,,455
18764H,ARD NA GCRAITH N S,primary,,129
18766L,SCOIL CHOLMCILLE,primary,,40
18767N,S N REALT NA MARA (C),primary,,458
18768P,FORGLEANN N S,primary,,22
18775M,S N MICHEAL NAOFA,primary,,223
18777Q,S N LOMCHLUANA,primary,,43
18778S,S N NAOMH MOCHTA,primary,,885
18779U,ST MARYS NS TOURANEENA,primary,,70
18780F,S N NAOMH COLMCILLE,primary,,71
18786R,SCOIL IOSAGAIN,primary,,331
18791K,SCOIL CHOLMCILLE,primary,,123
18793O,SC NAOMH EOIN LE DIA,primary,,265
18795S,S N MHUIRE,primary,,68
18797W,St. Joseph's N.S.,primary,,408
18806U,KILTERNAN N S 1,primary,,320
18812P,LOCH AN GHAIR N S,primary,,211
18817C,S N BRIGHDE,primary,,436
18820O,S N CHOLMCILLE,primary,,80
18824W,ST IBERIUS N S,primary,,84
18829J,S N CHOBH CHIONN TSAILE,primary,,221
18832V,CASTLEMAINE N S,primary,,80
18833A,S N LATHRACH,primary,,125
18839M,S N NA SCRINE,primary,,130
18843D,BAINRION NA N-AINGAL 2,primary,,131
18844F,Scoil Mhuire,primary,,39
18848N,S N PEADAR AGUS POL,primary,,60
18856M,SCOIL NAOMH IOSEF,primary,,40
18857O,S N CARRAIG A BRUIS,primary,,150
18864L,S N AN CUSAN,primary,,422
18872K,SCOIL IDE,primary,,789
18874O,KILLYGORDAN N S,primary,,21
18876S,SN Baile Cuisin,primary,,20
18880J,S N GORT SCEICHE,primary,,80
18883P,S N IOSAGAIN,primary,,153
18886V,KILL-O'-THE-GRANGE NS,primary,,217
18887A,St. Joseph's National School,primary,,86
18910P,BANTIARNA NA MBUANNA BOYS,primary,,200
18911R,BANTIARNA NA MBUANNA GIRLS,primary,,202
18922W,S N CHLUAIN LUIFIN,primary,,64
18929N,SCOIL NAOMH EINDE,primary,,128
18939Q,S N DONAIGH,primary,,31
18950E,Dromindoora N.S.,primary,,40
18968A,ST MALACHYS B N S,primary,,160
18969C,ST EITHNES SENIOR GIRLS NS,primary,,87
18976W,S N CHOLMILLE B,primary,,407
18977B,S N CHOLMCILLE C,primary,,435
18979F,S N URSULA,primary,,439
18991S,J F K MEMORIAL SCHOOL,primary,,255
19000E,S N AN SPIORAID NAOMH C,primary,,284
19001G,BALLYBOGHILL N S,primary,,221
19006Q,EOIN BAISDE B SOIS,primary,,334
19007S,EOIN BAISDE C NAOIDH,primary,,276
19008U,SCOIL PHADRAIG,primary,,87
19009W,CRANFORD N S,primary,,48
19015R,ST JOSEPHS G N S,primary,,169
19018A,DANGAN MIXED N S,primary,,203
19036C,SCOIL PHADRAIG,primary,,26
19037E,ST MONICAS N S,primary,,45
19043W,NEW QUAY NS,primary,,24
19066L,LORETO NATIONAL SCHOOL,primary,,352
19089A,KILLAGHTEE N S,primary,,16
19114T,ST PATRICK GNS,primary,,562
19162H,THREEMILEHOUSE N S,primary,,134
19171I,S N NAOMH MHUIRE,primary,,99
19177U,ST PIUS X N S BOYS,primary,,542
19178W,ST PIUS X G N S,primary,,541
19197D,ST KEVINS B N S,primary,,169
19202Q,DRUMKILLY NS,primary,,126
19205W,NAOMH TOLA N S,primary,,211
19208F,HOLY SPIRIT B N S,primary,,337
19209H,SN AN SPIORAID NAIOMH C,primary,,308
19215C,S N ARD MHUIRE C,primary,,299
19220S,SCOIL NAOMH IDE,primary,,272
19221U,SCOIL NAOMH AINE,primary,,260
19223B,S N PADRAIG,primary,,197
19224D,S N CILLMIN,primary,,138
19225F,SCOIL MICHIL NAOFA,primary,,118
19226H,SCOIL NA TRIONOIDE NAOFA,primary,,244
19228L,S N NAOMH BRID,primary,,72
19231A,S N BARRA NAOFA BHUACH,primary,,292
19232C,S N BARRA NAOFA CAILINI,primary,,259
19235I,PORTLEAN N S,primary,,24
19241D,Scoil Náisiúnta Róis,primary,,370
19242F,OUR LADY OF VICTORIES INFANT N S,primary,,233
19246N,S N AN TSLANAITHEORA B,primary,,105
19247P,S N AN TSLANAITHEORA C,primary,,99
19249T,BARRYROE NS,primary,,166
19251G,SCOIL NAOMH DEAGHA,primary,,235
19252I,Scoil Eoin Baiste,primary,,141
19253K,Scoil Naomh Barra,primary,,209
19255O,ST MICHAELS NS,primary,,67
19256Q,SCOIL GHOBNATAN,primary,,548
19257S,STRABAGGAN N S,primary,,24
19258U,SCOIL PADRAIG NAOFA B,primary,,623
19259W,ST PATRICKS GNS,primary,,568
19260H,S N CHOLMCILLE,primary,,36
19267V,TEMPLEORUM N S,primary,,56
19272O,SN NAOMH IOSEF,primary,,323
19274S,ST CONAIRES NS,primary,,416
19275U,BARNADERG CENTRAL SCH,primary,,100
19276W,ST COLMANS MXD N S,primary,,251
19279F,S N NAOMH TREASA,primary,,309
19280N,SCOIL NAOMH BRID,primary,,198
19283T,BALLYMACWARD CENTRAL SC,primary,,84
19285A,KILL N S,primary,,110
19290Q,BALLYCONEELY N S,primary,,23
19292U,CASTLETOWN N S,primary,,109
19294B,LISVERNANE N S,primary,,105
19296F,S N NAOMH COLMCILLE,primary,,113
19297H,CROMCASTLE GREEN B N S,primary,,212
19298J,SCOIL NAIS IDE CAILINI,primary,,145
19300Q,CASTLEJORDAN CENTRAL NS,primary,,85
19302U,SN NA MAIGHDINE MUIRE B,primary,,131
19303W,VIRGIN MARY GIRLS NATIONAL SCHOOL,primary,,166
19304B,S N CILLIN LIATH,primary,,52
19305D,TANKERSTOWN N S,primary,,88
19307H,DERRINAGREE N S,primary,,87
19308J,ST BRIGIDS BOYS N S,primary,,350
19309L,SCOIL NEASAIN,primary,,252
19310T,SCOIL NAOMH EARNAN,primary,,94
19313C,GLENSWILLY N S,primary,,274
19314E,SCOIL NA MAIGHDINE MHUIRE BOY,primary,,283
19317K,RATHANGAN N S,primary,,258
19319O,ST Olaf's National School,primary,,509
19320W,OUR LADY OF GOOD COUNSEL BOYS N S,primary,,402
19321B,OUR LADY GOOD COUNSEL GNS,primary,,446
19322D,KILMORE CENTRAL N S,primary,,60
19323F,S N BEAL ATHA GREAN,primary,,100
19324H,S N TEAGHLAIGH NAOFA,primary,,75
19326L,BUTLERSBRIDGE NS,primary,,260
19331E,SCOIL CHRIOST RI B,primary,,321
19332G,S N MUIRE NA HEIREANN,primary,,288
19333I,DOOISH N S,primary,,218
19335M,SCOIL NA AINGEAL,primary,,441
19336O,SCOIL PHOIL NAOFA,primary,,628
19338S,FLAGMOUNT CENTRAL NS,primary,,29
19339U,STRATFORD LODGE NS,primary,,75
19342J,SCOIL NAOMH EOIN BAISTE,primary,,72
19343L,S N DHUBHTHAIGH,primary,,102
19344N,ST AIDANS N S,primary,,193
19345P,BALLYMACARBERRY N S,primary,,201
19348V,NEWCESTOWN N S,primary,,233
19350I,S N CHRUIMIN NAOFA,primary,,201
19351K,S N CILL CRIODAIN,primary,,294
19352M,SC NAIS REALTA NA MARA,primary,,365
19353O,ST PATRICKS NS LONGFORD,primary,,143
19354Q,ST COLMANS N S,primary,,113
19356U,KILLENAULE N S,primary,,140
19357W,SN TIR NA CILLE,primary,,34
19359D,S N NAOMH AONGHUS,primary,,205
19360L,DRUMKEERIN CENTRAL NS,primary,,67
19362P,ST PATRICKS N S,primary,,30
19363R,MULLAHORAN CENTRAL N S,primary,,186
19364T,KILLEEVAN CENTRAL N S,primary,,91
19365V,ACHADH NA SILEANN,primary,,56
19366A,SCARIFF CENTRAL N S,primary,,141
19368E,S N NAOMH CIARAN,primary,,107
19369G,ST PAULS N S,primary,,31
19371Q,S N IOGNAID,primary,,539
19374W,Our lady's Grove Primary School,primary,,439
19377F,NAOMH COLMAN MAC DUAIGH,primary,,99
19378H,BALLYNARRY N S,primary,,91
19380R,St Oliver Plunkett National School,primary,,113
19381T,RATHMORE N S,primary,,115
19384C,ARDFERT CENTRAL N S,primary,,202
19386G,LABASHEEDA CENTRAL N S,primary,,33
19388K,CLONBERNE CENTRAL SCH,primary,,121
19389M,SN MUIRE GAN SMAL,primary,,100
19390U,ST MARKS SEN NS,primary,,529
19391W,GARRAFRAUNS CENTRAL SCH,primary,,102
19392B,SCOIL NAOMH AODAIN,primary,,52
19393D,MHUIRE IOSEF JUNIOR,primary,,409
19394F,ROBEEN CENTRAL N S,primary,,84
19395H,SCOIL MOBHI,primary,,254
19396J,NA MAIGHDINE MUIRE GIRL,primary,,297
19400U,SN GLEANN NA GCAORACH INÍON LÉINÍN,primary,,232
19401W,S N CAITRIONA SOIS,primary,,392
19402B,BALLYVARY CENTRAL N S,primary,,207
19404F,SN MHUIRE,primary,,189
19406J,HOLY TRINITY SEN N S,primary,,381
19407L,SCOIL BHRIDE,primary,,310
19408N,RATHCORMACK N S,primary,,254
19411C,S N BAILE RAIGHIN,primary,,236
19415K,SCOIL AN ATHAR TADHG,primary,,327
19416M,ST PAULS NS COLLOONEY,primary,,65
19418Q,CASTLERAHAN CENTRAL NS,primary,,140
19419S,GOREY CENTRAL SCHOOL,primary,,218
19420D,SN FHIACHNA,primary,,55
19422H,CLOUGHJORDAN NO 1 N S,primary,,97
19423J,ST PATRICKS NS,primary,,227
19425N,BALLYROE CENTRAL N S,primary,,26
19426P,S N MHARCUIS B,primary,,100
19427R,S N BHREANNDAIN C,primary,,99
19430G,SCOIL AN TSEACHTAR LAOCH,primary,,197
19431I,ST JOSEPHS JNR,primary,,154
19432K,CROSSKEYS CENTRAL N S,primary,,108
19434O,LATTON,primary,,180
19435Q,ST FRANCIS XAVIER J N S,primary,,413
19436S,SN NAOMH MHICHIL,primary,,51
19437U,SCOIL NAITHI,primary,,237
19438W,SCOIL COLMCILLE SENIOR,primary,,141
19442N,RUAN CENTRAL NS,primary,,105
19443P,CLONEA NS,primary,,62
19446V,SCOIL MHUIRE BOYS,primary,,444
19448C,S N REALT NA MARA,primary,,75
19449E,ST OLIVER PLUNKETTS NS,primary,,193
19451O,NEWPORT CENTRAL,primary,,215
19452Q,SCOIL MHUIRE,primary,,424
19454U,DARNDALE NS JUNIOR,primary,,213
19456B,ST CRONANS JUNIOR NATIONAL SCHOOL,primary,,544
19458F,KILGARVAN CENTRAL SCHL,primary,,91
19459H,Scoil Mhuire,primary,,308
19461R,EILTIN NAOFA,primary,,111
19462T,SCOIL MAELRUAIN JUNIOR,primary,,411
19463V,SCOIL MAELRUAIN SENIOR,primary,,444
19465C,ST KEVINS BOYS,primary,,334
19466E,ST KEVINS GIRLS,primary,,296
19467G,SAINT MELS,primary,,221
19468I,SN CAITRIONA SINSEAR,primary,,378
19469K,NAOMH OLIVER PLUNKETT,primary,,246
19470S,ST FRANCIS XAVIER SENIOR N S,primary,,360
19471U,ST PAULS JUNIOR NATIONAL SCHOOL,primary,,226
19472W,ST MARKS JUNIOR MIXED,primary,,506
19473B,SCOIL BHRIDE,primary,,410
19474D,SCOIL COLMCILLE NAOFA,primary,,788
